"year","name","tot","n.all","n.used","hi","lo","sd","board.rk"
2014,"James Michael McAdoo",255,9,8,39,120,24.0612643982906,57
2014,"Cristiano Felicio",250,6,6,28,100,25.0572677414491,58
2014,"Fuquan Edwin",240,7,7,46,90,14.3377623279028,60
2014,"Javon McCrea",233,4,4,26,66,19.6192932254622,62
2014,"LaQuinton Ross",230,6,6,35,85,19.0648017736001,63
2014,"C.J. Fair",228,8,8,42,89,15.0023807634465,64
2014,"Bryce Cotton",219,7,6,49,110,24.1246761636296,65
2014,"Jordan Bachynski",209,7,7,52,78,10.5492044385211,67
2014,"Melvin Ejim",201,8,8,26,94,22.6554156250301,68
2014,"Mike Moser",180,4,4,25,87,25.3113940087595,70
2014,"Sim Bhullar",178,6,6,46,94,17.6597470725565,71
2014,"DeAndre Kane",166,6,6,57,99,14.5143607047182,73
2014,"Casey Prather",160,6,6,38,96,20.1461327968091,74
2014,"Kendall Williams",157,6,6,56,93,12.9215582135695,75
2014,"Keith Appling",145,6,5,51,107,18.2364104655129,77
2014,"Kendrick Perry",140,3,3,29,87,29.6872587709498,78
2014,"Aaron Craft",128,7,7,69,99,13.5242286990705,79
2014,"Ioannis Papapetrou",124,5,5,53,95,19.2535710973315,81
2014,"Isaiah Sykes",124,3,3,44,70,13.7961347243833,81
2014,"Eric Moreland",115,7,7,70,95,8.20278698283177,84
2014,"Sean Kilpatrick",108,6,6,66,100,11.1713920350152,85
2014,"Scottie Wilbekin",107,5,5,45,98,21.0546906887753,86
2014,"Taylor Braun",101,4,4,51,92,17.7458915433028,87
2014,"Shayne Whittington",97,4,4,74,80,2.5,88
2014,"Akil Mitchell",95,5,4,61,130,26.9016728104406,89
2014,"Okaro White",92,3,3,48,90,21.1266025033211,90
2014,"Juvonte Reddic",91,6,6,60,100,15.2763433670059,91
2014,"Jerrelle Benimon",81,3,3,57,86,15.1327459504216,93
2014,"Daniel Miller",79,4,3,50,118,29.2289810519172,94
2014,"Andre Dawkins",78,4,4,64,92,12.369316876853,95
2014,"Alex Kirk",77,6,6,83,99,5.67156650905785,96
2014,"Rasmus Larsen",76,2,2,51,75,16.9705627484771,97
2014,"Davion Berry",73,2,2,62,67,3.53553390593274,98
2014,"Malcolm Miller",70,2,2,52,80,19.7989898732233,99
2014,"Richard Solomon",69,5,5,66,96,12.2351951353462,100
2014,"Troy Huff",69,2,2,66,67,0.707106781186548,100
2014,"Tarik Black",68,2,2,58,76,12.7279220613579,102
2014,"Trevor Releford",68,2,2,57,77,14.142135623731,102
2014,"De'Mon Brooks",66,2,2,49,87,26.8700576850888,105
2014,"T.J. Bray",62,2,2,65,75,7.07106781186548,106
2014,"Victor Arteaga",61,2,2,45,96,36.0624458405139,107
2014,"Niels Giffey",59,3,3,59,98,20.1080415091409,108
2014,"Chris Udofia",58,1,1,43,43,,109
2014,"Isaiah Austin",58,1,1,43,43,,109
2014,"Tymell Murphy",57,1,1,44,44,,111
2014,"Ronald Roberts",53,2,2,56,93,26.1629509039023,112
2014,"Devyn Marble",51,1,1,50,50,,113
2014,"Djordje Drenovac",51,1,1,50,50,,113
2014,"Viktor Gaddefors",50,3,3,82,88,3.21455025366432,115
2014,"Markel Starks",49,2,2,72,81,6.36396103067893,116
2014,"Davante Gardner",48,1,1,53,53,,117
2014,"Ojars Silins",46,2,2,65,91,18.3847763108502,118
2014,"Geron Johnson",44,4,4,83,99,7.07106781186548,119
2014,"Ondrej Balvin",43,3,3,76,97,10.5039675043925,120
2014,"Roscoe Smith",43,3,3,78,95,8.50490054811538,120
2014,"Guillermo Hernangomez",40,1,1,61,61,,122
2014,"Jakarr Sampson",39,4,3,82,122,18.4300479290388,124
2014,"Jordan Dykstra",39,1,1,62,62,,124
2014,"Langston Galloway",36,3,2,72,109,18.6100331362771,127
2014,"Justin Cobbs",32,3,2,78,126,24.6846781087648,129
2014,"Axel Toupane",32,2,2,75,95,14.142135623731,129
2014,"Devon Collier",31,2,2,80,91,7.77817459305202,132
2014,"DeQuan Hicks",31,1,1,70,70,,132
2014,"Kyle Casey",30,1,1,71,71,,134
2014,"Michalis Kamperidis",29,1,1,72,72,,135
2014,"Billy Baron",27,3,2,82,108,13.0511813003013,137
2014,"Travis Bader",27,2,2,83,92,6.36396103067893,137
2014,"Sherman Blanford",26,1,1,75,75,,139
2014,"Jake Odum",25,3,2,83,102,9.53939201416946,140
2014,"Michael Dixon",21,1,1,80,80,,141
2014,"Chaz Williams",20,1,1,81,81,,142
2014,"God's Gift Achiuwa",17,1,1,84,84,,143
2014,"Halil Kanacevic",17,1,1,84,84,,143
2014,"Philipp Neumann",16,1,1,85,85,,145
2014,"Brendan Lane",13,1,1,88,88,,146
2014,"Sam Dower",12,1,1,89,89,,147
2014,"Cameron Clark",10,1,1,91,91,,149
2014,"Talib Zanna",9,2,1,92,112,14.142135623731,150
2014,"Devin Oliver",8,2,1,93,101,5.65685424949238,151
2014,"Ryan Watkins",8,1,1,93,93,,151
2014,"Chris Crawford",7,1,1,94,94,,153
2014,"Joe Jackson",6,2,1,95,111,11.3137084989848,154
2014,"Travis McKie",6,1,1,95,95,,154
2014,"Roberto Nelson",5,1,1,96,96,,156
2014,"Austin Hollins",4,2,1,97,128,21.920310216783,157
2014,"George Beamon",4,1,1,97,97,,157
2014,"Lenzelle Smith",4,1,1,97,97,,157
2014,"Maximilian Kleber",4,1,1,97,97,,157
2014,"James Bell",3,2,1,98,123,17.6776695296637,161
2014,"Artem Pustovyi",3,1,1,98,98,,161
2014,"Dwayne Evans",2,1,1,99,99,,163
2014,"Tyler Johnson",2,1,1,99,99,,163
2014,"Will Sheehey",2,1,1,99,99,,163
2014,"Jamil Wilson",1,1,1,100,100,,166
2014,"Justin Jackson - Cincinnati",1,1,1,100,100,,166
2014,"Moussa Gueye",1,1,1,100,100,,166
2014,"Shawn Jones",1,1,1,100,100,,166
2014,"Chane Behanan",0,1,0,117,117,,170
2014,"Dmitry Kulagin",0,1,0,116,116,,170
2014,"Rhamel Brown",0,1,0,127,127,,170
2014,"Tim Frazier",0,1,0,113,113,,170
2014,"Tristan Spurlock",0,1,0,106,106,,170
2015,"Christian Wood",415,11,11,21,42,7.2950792879983,28
2015,"Jonathan Holmes",345,8,8,24,48,8.70857541244753,33
2015,"Michael Frazier",335,10,10,24,57,11.6146459265877,37
2015,"Robert Upshaw",333,9,9,28,60,12.7780193213885,38
2015,"Cliff Alexander",326,10,10,29,57,7.56012933457858,40
2015,"Mouhammadou Jaiteh",265,10,10,32,52,6.5157927802805,48
2015,"Vince Hunter",238,9,9,39,56,6.54683978046745,50
2015,"Michael Qualls",228,8,8,33,69,12.1743289636138,52
2015,"Alan Williams",180,6,6,45,81,12.3881663964715,57
2015,"Quinn Cook",163,5,5,54,80,11.0589330407594,59
2015,"Terran Petteway",144,5,5,39,83,18.5391477689779,61
2015,"Brandon Ashley",142,5,5,48,91,16.0405735558302,62
2015,"T.J. McConnell",140,6,6,52,75,9.54288565721432,63
2015,"Dez Wells",134,6,6,46,75,11.4134423670804,65
2015,"Aaron Harrison",131,4,4,60,75,6.23832242407097,66
2015,"Treveon Graham",127,4,4,64,74,4.11298755975102,67
2015,"Chris Walker",126,5,5,57,77,8.5848704125339,68
2015,"Corey Hawkins",97,4,4,65,84,8.53912563829967,71
2015,"Chasson Randle",87,3,3,58,81,12.2882057274445,73
2015,"Shawn Dawson",86,3,3,65,86,11.8462370959446,74
2015,"Keifer Sykes",84,4,4,73,85,6,75
2015,"Julian Washburn",79,2,2,52,71,13.4350288425444,77
2015,"Awudu Abass",68,2,2,67,67,0,79
2015,"Kenneth Smith",68,2,2,62,72,7.07106781186548,79
2015,"Mateusz Ponitka",67,3,3,73,90,9.81495457622364,82
2015,"TaShawn Thomas",65,3,3,71,87,8.02080627701064,83
2015,"Ryan Boatright",61,5,5,59,100,19.6137706726677,84
2015,"Juwan Staten",60,3,3,63,98,17.5214154679352,85
2015,"Luis Montero",59,1,1,42,42,,86
2015,"D.J. Newbill",56,4,4,72,95,10.295630140987,87
2015,"Travis Trice",55,1,1,46,46,,88
2015,"Wesley Saunders",53,3,3,71,90,10.6926766215636,89
2015,"Trevor Lacey",48,3,3,79,92,6.557438524302,91
2015,"Adin Vrabac",47,2,2,72,83,7.77817459305202,92
2015,"Darion Atkins",46,3,3,74,99,12.5830573921179,93
2015,"Briante Weber",44,3,3,74,94,10.785793124909,94
2015,"Shannon Scott",41,3,3,86,89,1.52752523165195,95
2015,"Bryce Dejean-Jones",40,1,1,61,61,,96
2015,"Ailun Guo",37,2,2,79,86,4.94974746830583,97
2015,"Derrick Marks",36,4,4,81,99,7.74596669241483,98
2015,"Le'Bryan Nash",36,2,2,68,98,21.2132034355964,98
2015,"Kevin Pangos",35,1,1,66,66,,100
2015,"Jarvis Williams",34,1,1,67,67,,102
2015,"Guillem Vives",32,3,3,77,98,11.5902257671425,103
2015,"Seth Tuttle",30,3,3,58,90,17.2143351115671,104
2015,"Nenad Miljenovic",28,2,2,86,88,1.4142135623731,105
2015,"Sam Thompson",24,2,2,81,97,11.3137084989848,107
2015,"Joshua Smith",23,2,2,87,92,3.53553390593274,108
2015,"Will Cummings",23,1,1,78,78,,108
2015,"Wayne Blackshear",21,1,1,80,80,,110
2015,"D'Angelo Harrison",19,1,1,82,82,,111
2015,"Ziga Dimec",18,1,1,83,83,,112
2015,"Kevin Dinal",16,1,1,85,85,,113
2015,"Rayvonte Rice",14,2,2,93,95,1.4142135623731,114
2015,"Tyler Haws",13,1,1,88,88,,115
2015,"Isaac Fotu",12,1,1,89,89,,117
2015,"Ralston Turner",11,1,1,90,90,,118
2015,"Gabe Olaseni",9,1,1,92,92,,120
2015,"Askia Booker",7,1,1,94,94,,122
2015,"Yanick Moreira",6,1,1,95,95,,123
2015,"Chavaughn Lewis",5,1,1,96,96,,124
2015,"David Kravish",5,1,1,96,96,,124
2015,"Andre Hollins",4,1,1,97,97,,126
2015,"George De Paula",4,1,1,47,47,,126
2015,"LaDontae Henton",3,1,1,98,98,,128
2015,"Royce O'Neale",1,1,1,100,100,,129
2016,"Gary Payton II",446,11,11,23,56,10.9859414294319,38
2016,"Robert Carter",331,9,9,35,71,10.7870807501896,51
2016,"Jarrod Uthoff",284,8,8,33,75,14.7357679522601,55
2016,"Dorian Finney-Smith",283,8,8,39,81,13.1359648076786,56
2016,"Cat Barber",274,7,7,39,62,7.92524597785607,57
2016,"Wayne Selden",264,9,9,47,91,14.6799182559032,58
2016,"Sheldon McClellan",264,7,7,38,72,11.4142767745361,58
2016,"James Webb III",217,6,6,51,77,10.2648266749452,62
2016,"Perry Ellis",212,6,6,45,90,16.4519502390041,63
2016,"Troy Williams",192,7,7,50,79,11.5243014456202,64
2016,"Ron Baker",188,7,7,56,80,9.74435123301603,65
2016,"Yogi Ferrell",187,6,6,58,80,8.72735164105736,66
2016,"Fred VanVleet",180,6,6,42,85,17.0841056735981,67
2016,"Derrick Jones",178,7,7,49,86,12.4556355575642,69
2016,"Elgin Cook",176,5,5,46,78,12.3369364106329,70
2016,"Prince Ibeh",175,8,8,47,95,19.0670808313326,71
2016,"Kyle Wiltjer",168,7,6,51,125,23.8876337802439,72
2016,"Damion Lee",155,5,5,55,95,15.9373774505092,73
2016,"Isaiah Taylor",143,6,6,67,91,9.4745272529381,75
2016,"Shawn Long",143,6,6,65,91,10.8888321993989,75
2016,"Isaiah Miles",139,5,5,64,86,10.9178752511649,77
2016,"Danuel House",135,6,5,54,113,21.0404372578138,78
2016,"Alex Poythress",127,6,6,55,96,14.8514870187018,80
2016,"Zach Auguste",121,6,6,53,95,15.0919404539863,81
2016,"Josh Adams",120,4,4,68,77,4.08248290463863,82
2016,"Brannen Greene",115,6,5,66,106,15.6034184288785,83
2016,"Jameel Warney",114,6,6,54,100,17.7049898804452,84
2016,"A.J. English",107,6,6,60,91,12.2433655503705,85
2016,"Kyle Collinsworth",104,4,3,57,107,23.5159520326097,86
2016,"Marshall Plumlee",103,5,4,64,127,24.2342732509147,87
2016,"Julian Jacobs",101,4,4,60,94,14.1037819986934,88
2016,"Gracin Bakumanya",96,5,4,67,129,25.1455761516812,89
2016,"Egidijus Mockevicius",86,5,5,52,98,18.7002673777676,90
2016,"Tim Quarterman",85,7,6,59,117,18.2652415154864,91
2016,"Andrey Desyatnikov",76,4,3,54,107,24.1729876790879,92
2016,"Thomas Walkup",71,4,4,53,98,20.5,93
2016,"Alex Caruso",63,5,5,54,100,16.6373074744683,94
2016,"Jalen Reynolds",61,3,3,60,92,17.925772879665,95
2016,"Daniel Ochefu",47,3,2,57,101,25.1197133741609,96
2016,"Jaysean Paige",46,1,1,55,55,,97
2016,"Michael Carrera",45,1,1,56,56,,98
2016,"David Walker",39,4,2,80,105,13.0735101126923,99
2016,"Rosco Allen",37,3,3,84,94,5.03322295684717,101
2016,"Mamadou Ndiaye",35,4,3,82,111,12.0104121494643,102
2016,"Josh Scott",35,3,2,70,104,17.9536440126603,102
2016,"Alex Hamilton",35,2,1,66,124,41.0121933088198,102
2016,"Chris Obekpa",35,1,1,66,66,,102
2016,"Shonn Miller",34,1,1,67,67,,106
2016,"Kaleb Tarczewski",33,3,3,81,99,9,107
2016,"Rasheed Sulaimon",30,3,2,76,108,16.1658075373095,108
2016,"John Brown",30,1,1,71,71,,108
2016,"Moussa Diagne",28,3,3,86,97,5.5075705472861,110
2016,"Nathan Boothe",28,2,2,75,99,16.9705627484771,110
2016,"Devin Williams",27,3,2,82,120,19.55334583475,112
2016,"Marcus Georges-Hunt",27,3,2,78,116,19,112
2016,"Anthony Gill",25,3,2,87,125,21.1266025033211,114
2016,"Ryan Arcidiacono",23,3,2,79,114,17.6162803489651,115
2016,"Jarelle Reischel",22,1,1,79,79,,116
2016,"Ilja Gromovs",20,1,1,81,81,,117
2016,"Nick Faust",18,1,1,83,83,,118
2016,"James Farr",17,1,1,84,84,,119
2016,"Stefan Jankovic",15,4,2,91,122,14.3149106412393,120
2016,"Shevon Thompson",15,2,2,92,95,2.12132034355964,120
2016,"Michael Bryson",15,1,1,86,86,,120
2016,"Oriol Pauli",15,1,1,86,86,,120
2016,"Devin Thomas",14,1,1,87,87,,124
2016,"Emmanuel Malou",13,4,2,89,124,16.350331291241,125
2016,"Jalen Jones",9,1,1,92,92,,127
2016,"Tyler Harris Auburn",8,1,1,93,93,,128
2016,"Brandon Austin",7,2,2,95,100,3.53553390593274,129
2016,"Andrew Andrews",7,2,1,94,109,10.6066017177982,129
2016,"Nikola Jovanovic",6,2,2,96,100,2.82842712474619,132
2016,"Marvelle Harris",6,2,1,95,115,14.142135623731,132
2016,"Bryn Forbes",5,1,1,96,96,,134
2016,"D'Vauntes Smith-Rivera",3,1,1,98,98,,135
2016,"Dyshawn Pierre",3,1,1,98,98,,135
2016,"Josh Hagins",3,1,1,98,98,,135
2016,"Goodluck Okonoboh",2,1,1,99,99,,138
2016,"Rico Gathers",2,1,1,99,99,,138
2016,"Jameel McKay",0,2,0,122,123,0.707106781186548,141
2016,"Majok Deng",0,2,0,103,117,9.89949493661167,141
2016,"Retin Obasohan",0,2,0,104,121,12.0208152801713,141
2016,"Shavon Shields",0,2,0,108,110,1.4142135623731,141
2016,"Angel Rodriguez",0,1,0,126,126,,141
2016,"Anthony Odunsi",0,1,0,116,116,,141
2016,"Chris Smith",0,1,0,118,118,,141
2016,"Gevin Williams",0,1,0,130,130,,141
2016,"Justin Edwards",0,1,0,128,128,,141
2016,"Kevin Punter",0,1,0,119,119,,141
2016,"Marius Grigonis",0,1,0,113,113,,141
2016,"Markus Kennedy",0,1,0,123,123,,141
2016,"Matt Costello",0,1,0,114,114,,141
2016,"Nikola Ivanovic",0,1,0,102,102,,141
2016,"Quenton DeCosey",0,1,0,120,120,,141
2016,"Shaquille Harrison",0,1,0,110,110,,141
2016,"Stacy Davis",0,1,0,109,109,,141
2016,"Tonye Jekiri",0,1,0,105,105,,141
2016,"Wes Washpun",0,1,0,112,112,,141
2016,"Winston Shepard",0,1,0,121,121,,141
2017,"Cameron Oliver",570,15,15,17,55,10.5166534601079,38
2017,"Johnathan Motley",556,15,15,25,67,10.2571693858259,39
2017,"Devin Robinson",457,14,14,27,66,11.9653804649217,49
2017,"PJ Dozier",437,14,14,22,59,9.03716380676646,52
2017,"L.J. Peak",275,12,11,46,113,19.2186383650367,59
2017,"Andrew White",255,10,10,48,80,10.0138792571999,61
2017,"Jonathan Jeanne",242,8,7,31,130,32.0799781795437,63
2017,"Kobi Simmons",226,7,6,51,117,22.1509969677815,64
2017,"Isaiah Hicks",224,6,6,52,80,9.60555394897487,65
2017,"V.J. Beachem",219,10,9,49,116,20.0177698835587,66
2017,"Melo Trimble",195,7,7,54,84,9.87300311334857,68
2017,"Derrick Walton",194,8,8,59,89,12.2211760013979,69
2017,"Kennedy Meeks",194,6,6,46,92,18.1070888512391,69
2017,"Eric Mika",190,7,7,55,84,11.0367351970374,71
2017,"Isaiah Briscoe",186,7,6,56,101,14.4667105551232,73
2017,"Jacob Wiley",177,6,6,42,79,14.1762712539887,74
2017,"Chris Boucher",175,8,8,56,97,16.847530552407,75
2017,"Luke Kornet",171,7,7,53,84,10.4790039512123,76
2017,"Peter Jok",165,7,7,62,87,8.52168103246347,77
2017,"James Blackmon",158,7,7,48,90,14.2461356497957,78
2017,"Nigel Hayes",147,6,6,57,94,12.4378454725889,79
2017,"Antonio Blakeney",134,7,6,63,110,16.5773798837308,80
2017,"Jamel Artis",120,6,6,56,93,13.3416640641263,81
2017,"Deonte Burton",117,4,4,59,80,9.53502316025854,82
2017,"Malcolm Hill",113,6,6,69,95,8.63519928355256,83
2017,"Isaac Humphries",108,6,6,69,92,8.69482604771366,85
2017,"George de Paula",108,5,5,57,97,16.4711869639076,85
2017,"Alberto Abalde",106,4,4,48,95,22.8108161479008,87
2017,"Jeremy Morgan",97,4,4,52,92,18.2094297915485,88
2017,"Ben Moore",91,7,7,53,98,16.6175466643803,89
2017,"Charles Cooke",91,5,4,60,111,22.3091909310938,89
2017,"Wesley Da Silva",85,5,4,49,118,24.8153178500699,91
2017,"Kris Jenkins",81,4,4,67,91,10.2102889283311,92
2017,"Chance Comanche",78,4,3,66,107,18.5652004208591,93
2017,"Moses Kingsley",72,4,4,68,96,13.2161517343993,94
2017,"Michael Young",72,3,3,58,92,17.3493515728975,94
2017,"Amile Jefferson",66,4,4,70,98,13.1782649338472,96
2017,"Michael Fusek",58,2,2,57,87,21.2132034355964,97
2017,"Amida Brimah",57,5,4,70,123,19.8368344248774,98
2017,"Marcus Keene",57,4,4,81,99,8.34166250416147,98
2017,"Antonius Cleveland",55,5,4,76,125,18.6735106501161,100
2017,"Rodney Pryor",48,1,1,53,53,,101
2017,"Rolands Smits",46,2,2,77,79,1.4142135623731,102
2017,"Jalen Moore",45,2,2,70,87,12.0208152801713,103
2017,"Marko Guduric",45,2,2,61,96,24.7487373415292,103
2017,"Paris Bass",40,2,2,72,90,12.7279220613579,106
2017,"Zak Irvin",39,5,4,85,129,17.7538728169377,107
2017,"Austin Nichols",39,3,3,72,97,13.8924439894498,107
2017,"Jaylen Johnson",38,2,2,75,89,9.89949493661167,109
2017,"Kostja Mushidi",31,1,1,30,30,,110
2017,"Luke Fischer",30,2,1,71,112,28.9913780286484,111
2017,"Bronson Koenig",28,2,2,78,96,12.7279220613579,112
2017,"Jordan Washington",28,1,1,73,73,,112
2017,"Marcus Marshall",27,1,1,74,74,,114
2017,"Landen Lucas",26,3,3,89,95,3.05505046330389,115
2017,"Przemek Karnowski",25,4,4,84,100,7.27438428093173,116
2017,"Felipe Dos Anjos",25,1,1,76,76,,116
2017,"Reggie Upshaw",24,2,2,58,80,15.556349186104,118
2017,"JaJuan Johnson - Marquette",23,3,3,93,94,0.577350269189626,120
2017,"J.J. Frazier",23,1,1,78,78,,120
2017,"Maurice Watson",23,1,1,78,78,,120
2017,"Ismael Bako",20,3,3,86,99,7.23417813807024,123
2017,"Jack Gibbs",20,1,1,81,81,,123
2017,"Youssoupha Fall",19,2,2,90,93,2.12132034355964,125
2017,"Josh Hawkinson",18,1,1,83,83,,127
2017,"Jordan Mathews",17,1,1,84,84,,128
2017,"T.J. Williams",15,2,2,89,98,6.36396103067893,129
2017,"Justin Tuoyo",15,2,1,86,127,28.9913780286484,129
2017,"Tidjan Keita",14,2,2,89,99,7.07106781186548,131
2017,"Erik McCree",14,1,1,87,87,,131
2017,"Andrew Chrabascz",13,1,1,88,88,,133
2017,"Trevor Thompson",11,3,3,95,100,2.51661147842358,135
2017,"Simon Birgander",11,2,2,95,96,0.707106781186548,135
2017,"Blake Hamilton",11,1,1,90,90,,135
2017,"Jeremy Senglin",10,1,1,91,91,,138
2017,"Kenan Sipahi",10,1,1,91,91,,138
2017,"Tadas Sedekerskis",10,1,1,91,91,,138
2017,"London Perrantes",8,1,1,93,93,,141
2017,"T.J. Cline",7,1,1,94,94,,142
2017,"Sidy Djitte",6,1,1,95,95,,143
2017,"Xavier Rathan-Mayes",5,1,1,96,96,,144
2017,"Emmanuel Omogbo",4,1,1,97,97,,145
2017,"Robert Hubbs",4,1,1,97,97,,145
2017,"James Birsen",2,1,1,99,99,,147
2017,"Lucas Dias Silva",2,1,1,99,99,,147
2017,"Tyler Roberson",2,1,1,99,99,,147
2017,"Nedim Buza",1,1,1,100,100,,150
2017,"Tim Kempton",1,1,1,100,100,,150
2017,"Chris Flemmings",0,1,0,102,102,,152
2017,"Cullen Russo",0,1,0,124,124,,152
2017,"Dallas Moore",0,1,0,121,121,,152
2017,"Derek Willis",0,1,0,103,103,,152
2017,"Hassan Martin",0,1,0,108,108,,152
2017,"Jimmy Hall",0,1,0,120,120,,152
2017,"Kendall Pollard",0,1,0,128,128,,152
2017,"Lorenzo Bonam",0,1,0,114,114,,152
2017,"Rashawn Thomas",0,1,0,104,104,,152
2017,"Shawn Prudhomme",0,1,0,126,126,,152
2017,"Tyler Cavanaugh",0,1,0,122,122,,152
2017,"Xavier Johnson",0,1,0,109,109,,152
2018,"Rawle Alkins",548,15,15,22,65,10.5658930165933,44
2018,"Trevon Duval",548,14,14,35,53,5.26860909142458,44
2018,"Kenrich Williams",474,17,17,24,72,11.9794554526146,47
2018,"Malik Newman",460,14,14,33,62,9.96697844588114,50
2018,"Gary Clark",436,15,15,23,82,14.6378504797209,53
2018,"Brandon McCoy",360,13,13,29,73,11.5386752116968,57
2018,"Allonzo Trier",329,8,8,46,70,8.40811682669958,60
2018,"Keenan Evans",263,9,8,48,111,19.4343624656031,65
2018,"Theo Pinson",262,9,9,58,83,7.9965270239301,66
2018,"Bonzie Colson",247,8,8,42,79,12.5064269192169,68
2018,"Yante Maten",235,9,9,44,88,13.1508343630526,69
2018,"D.J. Hogg",217,9,8,50,102,15.5035838150768,70
2018,"Wenyen Gabriel",202,8,8,52,91,14.5184611541897,72
2018,"Billy Preston",202,8,7,54,120,20.8493747765114,72
2018,"Donte Grantham",182,8,8,62,88,9.16125381312904,74
2018,"Jaylen Barford",167,6,6,59,94,12.2215656389297,75
2018,"Isaac Haas",157,7,7,72,92,6.5791879655254,76
2018,"Tryggvi Hlinason",156,9,8,60,113,16.4173011721713,77
2018,"Jaylen Adams",154,9,9,53,96,13.4536240470737,78
2018,"Tyler Davis",146,6,6,65,89,9.66781602362533,79
2018,"Ajdin Penava",145,8,8,43,98,17.8200328683359,80
2018,"Bryant Crawford",130,8,8,62,98,11.6619037896906,81
2018,"Marcus Foster",130,5,5,44,93,19.3261480900877,81
2018,"Deng Adel",127,8,7,69,128,18.0158660233537,83
2018,"Malik Pope",127,7,7,64,98,10.8693540352156,83
2018,"Trevon Bluiett",107,6,5,65,108,16.3666327223002,85
2018,"Marcus Derrickson",107,5,5,55,85,11.3048662088501,85
2018,"Doral Moore",102,5,4,45,102,21.824298385057,87
2018,"Jock Landale",90,6,6,56,100,17.5157072366491,89
2018,"Dakota Mathias",78,6,4,62,132,25.7966406081619,90
2018,"Joel Berry",72,6,6,81,96,7.07106781186548,91
2018,"Desi Rodriguez",72,5,4,55,112,23.9102488485586,91
2018,"Jo Lual-Acuil",71,4,4,69,94,10.688779163216,93
2018,"Rob Gray",68,5,4,66,110,17.2973986483517,94
2018,"Xavier Cooks",68,2,2,41,63,15.556349186104,94
2018,"J.P. Macura",64,6,5,70,119,16.3176795735995,96
2018,"Angel Delgado",64,4,3,74,116,18.8215302247187,96
2018,"Johnathan Williams",62,5,5,79,100,10.1143462467922,98
2018,"Jared Terrell",58,4,3,66,110,18.0992633367586,99
2018,"Daryl Macon",48,3,3,67,88,11.3578166916005,100
2018,"Kelan Martin",48,3,2,61,118,28.5715476187996,100
2018,"Elijah Stewart",45,4,4,83,99,6.70198975429437,102
2018,"Jeff Roberson",42,1,1,59,59,,103
2018,"Anas Mahmoud",38,6,5,80,126,15.9174956154122,104
2018,"Thomas Wilder",34,5,4,87,109,8.31865373723417,105
2018,"Chris Chiozza",34,4,3,62,152,37.3575070545845,105
2018,"Hayden Dalton",33,1,1,68,68,,107
2018,"Drew Eubanks",32,3,3,80,99,9.60902353693305,108
2018,"Dikembe Dixson",32,1,1,69,69,,108
2018,"Tra Holder",31,2,2,85,86,0.707106781186548,110
2018,"Jeffrey Carroll",30,4,3,82,124,17.6894507169292,111
2018,"Kendrick Nunn",30,4,3,74,117,17.710637105047,111
2018,"B.J. Johnson",30,2,2,80,92,8.48528137423857,111
2018,"Darral Willis",28,1,1,73,73,,114
2018,"Aleksandar Lazic",27,4,3,86,111,10.5316981853197,115
2018,"Egor Koulechov",27,3,3,87,100,7,115
2018,"MiKyle McIntosh",26,4,3,90,155,31.3793987620328,117
2018,"Vladimir Brodziansky",26,1,1,75,75,,117
2018,"Martinas Geben",25,1,1,76,76,,119
2018,"Jae'Sean Tate",24,3,2,69,114,22.5166604983954,120
2018,"Chris Cokley",24,1,1,77,77,,120
2018,"Elijah Bryant",21,2,1,80,123,30.4055915910215,122
2018,"Kendall Stephens",20,2,1,81,106,17.6776695296637,123
2018,"Jordan McLaughlin",19,3,2,68,140,41.2835721968598,124
2018,"Andrew Rowsey",19,2,2,87,96,6.36396103067893,124
2018,"Yuta Watanabe",18,3,2,92,142,28.8675134594813,126
2018,"Khadeem Lattin",18,1,1,83,83,,126
2018,"Johnny Hamilton",17,1,1,84,84,,128
2018,"Aleksa Ilic",16,2,1,69,119,35.3553390593274,129
2018,"Jordan Barnett",16,2,1,69,138,48.7903679018718,129
2018,"Bogdan Bliznyuk",16,1,1,85,85,,129
2018,"Desonta Bradford",16,1,1,55,55,,129
2018,"Kerem Kanter",13,1,1,88,88,,133
2018,"Zach Thomas",12,1,1,59,59,,134
2018,"Darius Thompson",11,2,1,90,113,16.2634559672906,135
2018,"Shaquille Morris",11,2,1,90,116,18.3847763108502,135
2018,"Cyrille Eliezer-Vanerot",8,1,1,93,93,,137
2018,"Muhammad-Ali Abdur-Rahkman",7,2,1,94,104,7.07106781186548,138
2018,"Kaiser Gates",5,3,2,97,139,23.43074902772,139
2018,"Kyle Washington",5,3,1,96,130,17.2433562085034,139
2018,"Marcus Lee",4,1,1,97,97,,141
2018,"Corey Sanders",3,1,1,98,98,,142
2018,"Herve Kabasele Kasonga",2,1,1,99,99,,143
2018,"Terry Larrier",1,1,1,100,100,,144
2018,"Zach Smith",1,1,1,100,100,,144
2018,"Ben Lammers",0,2,0,120,129,6.36396103067893,146
2018,"Daxter Miles",0,2,0,101,133,22.6274169979695,146
2018,"Dusan Ristic",0,2,0,115,117,1.4142135623731,146
2018,"Isaiah Wilkins",0,2,0,107,134,19.0918830920368,146
2018,"A.J. Davis",0,1,0,146,146,,146
2018,"Borisa Simanic",0,1,0,136,136,,146
2018,"Brandon Goodwin",0,1,0,131,131,,146
2018,"Brandon Randolph",0,1,0,103,103,,146
