"id","Player","start","end","seasons","G","WS","All.NBA.tot","All NBA-1","All NBA-2","All NBA-3","AS NBA","bs.rk","slam.rk","missed","First","Quarters","Semis","Finals","Champ","closest.series.cnt","games.away.min","closest.lab","simp.lab"
"inglida01","Damien Inglis",2016,2016,1,20,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"ingraan01","Andre Ingram",2018,2019,2,6,0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"ingrabr01","Brandon Ingram",2017,2019,3,190,4.5,0,0,0,0,1,,,3,0,0,0,0,0,,,,
"ingramc01","McCoy Ingram",1958,1958,1,24,-0.7,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"irvinby01","Byron Irvin",1990,1993,3,87,2.1,0,0,0,0,0,,,2,0,0,0,1,0,1,3,"1990: Detroit Pistons (4) - Portland Trail Blazers (1)","1990: Detroit Pistons"
"irvinky01","Kyrie Irving",2012,2019,8,508,58.4,2,0,1,1,6,,,4,0,1,0,2,1,,,,
"isaacjo01","Jonathan Isaac",2018,2019,2,102,4.2,0,0,0,0,0,,,1,1,0,0,0,0,1,3,"2019: Toronto Raptors (4) - Orlando Magic (1)","2019: Toronto Raptors"
"isselda01","Dan Issel",1977,1985,9,718,82.4,0,0,0,0,1,76,106,2,3,2,2,0,0,1,2,"1978: Seattle SuperSonics (4) - Denver Nuggets (2)","1978: Seattle SuperSonics"
"iuzzomi01","Mike Iuzzolino",1992,1993,2,122,3.7,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"iversal01","Allen Iverson",1997,2010,14,914,98.9,7,3,3,1,11,37,40,6,4,3,0,1,0,1,3,"2001: Los Angeles Lakers (4) - Philadelphia 76ers (1)","2001: Los Angeles Lakers"
"iveyro01","Royal Ivey",2005,2014,10,492,4.6,0,0,0,0,0,,,6,2,0,1,1,0,1,3,"2012: Miami Heat (4) - Oklahoma City Thunder (1)","2012: Miami Heat"
"iwundwe01","Wesley Iwundu",2018,2019,2,130,2.6,0,0,0,0,0,,,1,1,0,0,0,0,1,3,"2019: Toronto Raptors (4) - Orlando Magic (1)","2019: Toronto Raptors"
"jackja01","Jarrett Jack",2006,2018,13,867,36.9,0,0,0,0,0,,,10,2,1,0,0,0,1,2,"2013: San Antonio Spurs (4) - Golden State Warriors (2)","2013: San Antonio Spurs"
"jacksaa01","Aaron Jackson",2018,2018,1,1,0,0,0,0,0,0,,,0,0,0,1,0,0,1,1,"2018: Golden State Warriors (4) - Houston Rockets (3)","2018: Golden State Warriors"
"jacksal01","Al Jackson",1968,1968,1,2,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksbo01","Bobby Jackson",1998,2009,12,755,31.5,0,0,0,0,0,,,4,5,2,1,0,0,1,1,"2002: Los Angeles Lakers (4) - Sacramento Kings (3)","2002: Los Angeles Lakers"
"jacksce01","Cedric Jackson",2010,2010,1,12,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksda01","Darnell Jackson",2009,2011,3,138,1.2,0,0,0,0,0,,,2,0,0,1,0,0,1,2,"2009: Orlando Magic (4) - Cleveland Cavaliers (2)","2009: Orlando Magic"
"jacksde01","Demetrius Jackson",2017,2019,3,26,0.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jacksfr01","Frank Jackson",2019,2019,1,61,0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksgr01","Greg Jackson",1975,1975,1,49,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksja01","Jaren Jackson",1990,2002,12,431,11.5,0,0,0,0,0,,,5,5,1,0,0,1,,,,
"jacksja02","Jaren Jackson Jr.",2019,2019,1,58,3.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksje01","Jermaine Jackson",2000,2006,5,135,1,0,0,0,0,0,,,3,2,0,0,0,0,1,1,"2002: Detroit Pistons (3) - Toronto Raptors (2)","2002: Detroit Pistons"
"jacksji01","Jim Jackson",1993,2006,14,885,35.9,0,0,0,0,0,,344,9,2,1,2,0,0,1,3,"2005: San Antonio Spurs (4) - Phoenix Suns (1)","2005: San Antonio Spurs"
"jacksjo02","Josh Jackson",2018,2019,2,156,-2.4,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jacksju01","Justin Jackson",2018,2019,2,149,3.9,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jackslu01","Luke Jackson",1965,1972,8,522,22.4,0,0,0,0,1,,328,2,0,2,3,0,1,,,,
"jackslu02","Luke Jackson",2005,2008,4,73,0.2,0,0,0,0,0,,,3,1,0,0,0,0,1,2,"2007: New Jersey Nets (4) - Toronto Raptors (2)","2007: New Jersey Nets"
"jacksma01","Mark Jackson",1988,2004,17,1296,91.5,0,0,0,0,1,,160,3,7,3,3,1,0,1,2,"2000: Los Angeles Lakers (4) - Indiana Pacers (2)","2000: Los Angeles Lakers"
"jacksma02","Marc Jackson",2001,2007,7,387,13,0,0,0,0,0,,,4,3,0,0,0,0,1,2,"2003: Los Angeles Lakers (4) - Minnesota Timberwolves (2)","2003: Los Angeles Lakers"
"jacksmi02","Michael Jackson",1988,1990,3,89,-0.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jacksmy01","Myron Jackson",1987,1987,1,8,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksph01","Phil Jackson",1968,1980,12,807,29.1,0,0,0,0,0,,,4,2,2,2,1,1,,,,
"jackspi01","Pierre Jackson",2017,2017,1,8,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksra01","Ralph Jackson",1985,1985,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksra02","Randell Jackson",1999,2000,2,28,-0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jacksre01","Reggie Jackson",2012,2019,8,530,28.2,0,0,0,0,0,,,4,2,1,1,0,0,1,2,"2014: San Antonio Spurs (4) - Oklahoma City Thunder (2)","2014: San Antonio Spurs"
"jacksst01","Stanley Jackson",1994,1994,1,17,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacksst02","Stephen Jackson",2001,2014,14,858,36,0,0,0,0,0,,373,8,2,2,1,0,1,,,,
"jacksto02","Tony Jackson",1981,1981,1,2,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jackstr01","Tracy Jackson",1982,1984,3,129,2.4,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jackswa01","Wardell Jackson",1975,1975,1,56,0.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacobca01","Casey Jacobsen",2003,2008,4,287,6.2,0,0,0,0,0,,,3,1,0,0,0,0,1,2,"2003: San Antonio Spurs (4) - Phoenix Suns (2)","2003: San Antonio Spurs"
"jacobfr01","Fred Jacobs",1947,1947,1,18,0.7,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jacobsa01","Sam Jacobson",1999,2001,3,68,1.1,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jamerda01","Dave Jamerson",1991,1994,3,90,0.2,0,0,0,0,0,,,2,1,0,0,0,0,1,3,"1991: Los Angeles Lakers (3) - Houston Rockets (0)","1991: Los Angeles Lakers"
"jamesaa01","Aaron James",1975,1979,5,356,13.2,0,0,0,0,0,,,5,0,0,0,0,0,,,,
"jamesbe01","Bernard James",2013,2015,3,92,1.8,0,0,0,0,0,,,1,2,0,0,0,0,1,1,"2014: San Antonio Spurs (4) - Dallas Mavericks (3)","2014: San Antonio Spurs"
"jamesda01","Damion James",2011,2014,4,39,-0.1,0,0,0,0,0,,,4,0,0,0,0,0,,,,
"jamesge01","Gene James",1949,1951,3,88,0.9,0,0,0,0,0,,,1,0,1,1,0,0,1,1,"1949: Washington Capitols (2) - New York Knicks (1)","1949: Washington Capitols"
"jameshe01","Henry James",1991,1998,7,212,3.6,0,0,0,0,0,,,5,0,1,1,0,0,1,2,"1992: Chicago Bulls (4) - Cleveland Cavaliers (2)","1992: Chicago Bulls"
"jamesje01","Jerome James",1999,2009,9,358,2.9,0,0,0,0,0,,,6,2,1,0,0,0,1,2,"2005: San Antonio Spurs (4) - Seattle SuperSonics (2)","2005: San Antonio Spurs"
"jamesle01","LeBron James",2004,2019,16,1198,226.8,15,12,2,1,16,20,31,3,0,3,1,6,3,,,,
"jamesmi01","Mike James",2002,2014,12,595,22.4,0,0,0,0,0,,,9,1,1,0,0,1,,,,
"jamesmi02","Mike James",2018,2018,1,36,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jamesti01","Tim James",2000,2002,3,43,-0.1,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jamisan01","Antawn Jamison",1999,2014,16,1083,87.9,0,0,0,0,2,,236,9,5,2,0,0,0,1,2,"2010: Boston Celtics (4) - Cleveland Cavaliers (2)","2010: Boston Celtics"
"jamisha01","Harold Jamison",2000,2002,2,37,0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"janisjo01","John Janisch",1947,1948,2,70,6,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"janotho01","Howie Janotta",1950,1950,1,9,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jaricma01","Marko Jarić",2003,2009,7,447,12,0,0,0,0,0,,,7,0,0,0,0,0,,,,
"jarosto01","Tony Jaros",1947,1951,4,242,8.5,0,0,0,0,0,,,0,0,0,1,1,2,,,,
"jasiksa01","Šarūnas Jasikevičius",2006,2007,2,138,4.4,0,0,0,0,0,,,0,1,1,0,0,0,1,3,"2007: Utah Jazz (4) - Golden State Warriors (1)","2007: Utah Jazz"
"jawaina01","Nathan Jawai",2009,2010,2,45,0.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jeannbu01","Buddy Jeannette",1948,1950,3,139,15.7,1,0,1,0,0,,,1,0,1,0,0,1,,,,
"jeelaab01","Abdul Jeelani",1980,1981,2,143,5.4,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jeffeal01","Al Jefferson",2005,2018,14,915,71,1,0,0,1,0,,347,10,4,0,0,0,0,2,1,"2005: Indiana Pacers (4) - Boston Celtics (3) / 2016: Miami Heat (4) - Charlotte Hornets (3)","2005: Indiana Pacers / 2016: Miami Heat"
"jeffeam01","Amile Jefferson",2019,2019,1,12,0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jeffech01","Chris Jefferies",2003,2004,2,72,-0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jeffeco01","Cory Jefferson",2015,2016,2,58,0.9,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jeffedo01","Dontell Jefferson",2009,2009,1,6,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jeffeot01","Othyus Jeffers",2010,2014,3,37,0.9,0,0,0,0,0,,,2,0,1,0,0,0,1,4,"2010: Los Angeles Lakers (4) - Utah Jazz (0)","2010: Los Angeles Lakers"
"jefferi01","Richard Jefferson",2002,2018,17,1181,83.2,0,0,0,0,0,,376,5,3,5,0,3,1,,,,
"jeffrja01","Jared Jeffries",2003,2013,11,629,13.3,0,0,0,0,0,,,7,3,1,0,0,0,1,4,"2005: Miami Heat (4) - Washington Wizards (0)","2005: Miami Heat"
"jenkich01","Charles Jenkins",2012,2013,2,110,0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jenkiho01","Horace Jenkins",2005,2005,1,15,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jenkijo01","John Jenkins",2013,2019,6,171,2.9,0,0,0,0,0,,,4,1,0,1,0,0,1,4,"2015: Cleveland Cavaliers (4) - Atlanta Hawks (0)","2015: Cleveland Cavaliers"
"jennibr01","Brandon Jennings",2010,2018,9,555,29.9,0,0,0,0,0,,,5,3,1,0,0,0,1,1,"2017: Boston Celtics (4) - Washington Wizards (3)","2017: Boston Celtics"
"jennike01","Keith Jennings",1993,1995,3,164,7.7,0,0,0,0,0,,,2,1,0,0,0,0,1,3,"1994: Phoenix Suns (3) - Golden State Warriors (0)","1994: Phoenix Suns"
"jentch01","Chris Jent",1994,1997,2,6,0.2,0,0,0,0,0,,,1,0,0,0,0,1,,,,
"jepsele01","Les Jepsen",1991,1992,2,52,0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jerebjo01","Jonas Jerebko",2010,2019,9,635,25.8,0,0,0,0,0,,,4,2,1,1,1,0,1,2,"2019: Toronto Raptors (4) - Golden State Warriors (2)","2019: Toronto Raptors"
"jerregr01","Grant Jerrett",2015,2015,1,8,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jetereu01","Eugene Jeter",2011,2011,1,62,0.7,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jianlyi01","Yi Jianlian",2008,2012,5,272,3.1,0,0,0,0,0,,,4,1,0,0,0,0,1,4,"2012: Oklahoma City Thunder (4) - Dallas Mavericks (0)","2012: Oklahoma City Thunder"
"johnsal01","Alexander Johnson",2007,2008,2,102,1.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"johnsal02","Alize Johnson",2019,2019,1,14,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsam01","Amir Johnson",2006,2019,14,870,55.3,0,0,0,0,0,,,6,4,2,2,0,0,1,2,"2008: Boston Celtics (4) - Detroit Pistons (2)","2008: Boston Celtics"
"johnsan01","Andy Johnson",1959,1962,4,292,8,0,0,0,0,0,,,2,0,1,1,0,0,1,2,"1960: Boston Celtics (4) - Philadelphia Warriors (2)","1960: Boston Celtics"
"johnsan02","Anthony Johnson",1998,2010,13,793,23.2,0,0,0,0,0,,,5,1,2,2,3,0,1,2,"2003: San Antonio Spurs (4) - New Jersey Nets (2)","2003: San Antonio Spurs"
"johnsar01","Arnie Johnson",1949,1953,5,332,39.2,0,0,0,0,0,,,0,1,1,2,0,1,,,,
"johnsar02","Armon Johnson",2011,2012,2,47,-0.2,0,0,0,0,0,,,1,1,0,0,0,0,1,2,"2011: Dallas Mavericks (4) - Portland Trail Blazers (2)","2011: Dallas Mavericks"
"johnsav01","Avery Johnson",1989,2004,16,1054,56.6,0,0,0,0,0,,488,6,3,4,2,0,1,,,,
"johnsbj01","B.J. Johnson",2019,2019,1,7,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsbr01","Britton Johnsen",2004,2005,2,26,-0.8,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"johnsbr02","Brice Johnson",2017,2018,2,21,0.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"johnsbu01","Buck Johnson",1987,1993,7,505,20.7,0,0,0,0,0,,,2,4,1,0,0,0,1,2,"1987: Seattle SuperSonics (4) - Houston Rockets (2)","1987: Seattle SuperSonics"
"johnsca01","Carldell Johnson",2012,2012,1,15,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsch01","Charles Johnson",1973,1979,7,521,13.3,0,0,0,0,0,,,1,0,1,2,1,2,,,,
"johnsch02","Cheese Johnson",1980,1980,1,9,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsch03","Chris Johnson",2011,2013,3,71,1.4,0,0,0,0,0,,,2,1,0,0,0,0,1,2,"2011: Dallas Mavericks (4) - Portland Trail Blazers (2)","2011: Dallas Mavericks"
"johnsch04","Chris Johnson",2013,2016,4,147,3.5,0,0,0,0,0,,,4,0,0,0,0,0,,,,
"johnscl01","Clemon Johnson",1979,1988,10,761,25.5,0,0,0,0,0,,,2,4,1,2,0,1,,,,
"johnscl02","Clay Johnson",1982,1984,3,80,0.7,0,0,0,0,0,,,0,1,0,0,1,1,,,,
"johnsda01","Dave Johnson",1993,1994,2,59,-0.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"johnsda02","Darryl Johnson",1996,1996,1,11,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsda03","Darius Johnson-Odom",2013,2014,2,7,-0.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"johnsda04","Dakari Johnson",2018,2018,1,31,0.6,0,0,0,0,0,,,0,1,0,0,0,0,1,2,"2018: Utah Jazz (4) - Oklahoma City Thunder (2)","2018: Utah Jazz"
"johnsde01","Dennis Johnson",1977,1990,14,1100,82.7,2,1,1,0,5,54,53,1,3,2,2,3,3,,,,
"johnsde02","DeMarco Johnson",2000,2000,1,5,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsde03","DerMarr Johnson",2001,2008,7,344,6.4,0,0,0,0,0,,,4,3,0,0,0,0,2,3,"2005: San Antonio Spurs (4) - Denver Nuggets (1) / 2006: Los Angeles Clippers (4) - Denver Nuggets (1)","2005: San Antonio Spurs / 2006: Los Angeles Clippers"
"johnsed02","Eddie Johnson",1978,1987,10,675,40.9,0,0,0,0,2,,282,4,3,2,1,0,0,1,4,"1987: Los Angeles Lakers (4) - Seattle SuperSonics (0)","1987: Los Angeles Lakers"
"johnsed03","Eddie Johnson",1982,1999,17,1199,65.6,0,0,0,0,0,,283,7,5,1,4,0,0,1,1,"1993: Phoenix Suns (4) - Seattle SuperSonics (3)","1993: Phoenix Suns"
"johnser01","Eric Johnson",1990,1990,1,48,-0.4,0,0,0,0,0,,,0,1,0,0,0,0,1,1,"1990: Phoenix Suns (3) - Utah Jazz (2)","1990: Phoenix Suns"
"johnser02","Ervin Johnson",1994,2006,13,845,37.8,0,0,0,0,0,,,4,6,0,2,1,0,1,2,"1996: Chicago Bulls (4) - Seattle SuperSonics (2)","1996: Chicago Bulls"
"johnsfr01","Frank Johnson",1982,1994,10,596,17.2,0,0,0,0,0,,,2,5,2,0,1,0,1,2,"1993: Chicago Bulls (4) - Phoenix Suns (2)","1993: Chicago Bulls"
"johnsge01","George Johnson",1971,1974,3,69,0.6,0,0,0,0,0,,,2,0,0,0,1,0,1,4,"1971: Milwaukee Bucks (4) - Baltimore Bullets (0)","1971: Milwaukee Bucks"
"johnsge02","George Johnson",1973,1986,13,904,32.9,0,0,0,0,0,,,5,3,1,3,0,1,,,,
"johnsge03","George Johnson",1979,1986,8,464,14,0,0,0,0,0,,,6,1,0,1,0,0,1,3,"1985: Boston Celtics (4) - Philadelphia 76ers (1)","1985: Boston Celtics"
"johnsgu01","Gus Johnson",1964,1973,10,581,35.7,4,0,4,0,5,,66,5,0,3,1,1,0,1,4,"1971: Milwaukee Bucks (4) - Baltimore Bullets (0)","1971: Milwaukee Bucks"
"johnsha01","Harold Johnson",1947,1947,1,27,0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsiv01","Ivan Johnson",2012,2013,2,125,4.5,0,0,0,0,0,,,0,2,0,0,0,0,2,2,"2012: Boston Celtics (4) - Atlanta Hawks (2) / 2013: Indiana Pacers (4) - Atlanta Hawks (2)","2012: Boston Celtics / 2013: Indiana Pacers"
"johnsja01","James Johnson",2010,2019,10,602,23.5,0,0,0,0,0,,,5,4,0,1,0,0,1,2,"2016: Cleveland Cavaliers (4) - Toronto Raptors (2)","2016: Cleveland Cavaliers"
"johnsja02","JaJuan Johnson",2012,2012,1,36,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsji01","Jim Johnstone",1983,1983,1,23,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsjo01","John Johnson",1971,1982,12,869,37.1,0,0,0,0,2,,362,7,0,1,2,1,1,,,,
"johnsjo02","Joe Johnson",2002,2018,17,1276,83,1,0,0,1,7,,184,4,5,6,2,0,0,1,1,"2018: Golden State Warriors (4) - Houston Rockets (3)","2018: Golden State Warriors"
"johnska01","Kannard Johnson",1988,1988,1,4,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnske01","Ken Johnson",1986,1986,1,64,0.8,0,0,0,0,0,,,0,1,0,0,0,0,1,2,"1986: Denver Nuggets (3) - Portland Trail Blazers (1)","1986: Denver Nuggets"
"johnske02","Kevin Johnson",1988,2000,12,735,93,5,0,4,1,3,93,102,1,4,4,2,1,0,1,2,"1993: Chicago Bulls (4) - Phoenix Suns (2)","1993: Chicago Bulls"
"johnske03","Ken Johnson",2003,2003,1,16,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsla01","Larry Johnson",1978,1978,1,4,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsla02","Larry Johnson",1992,2001,10,707,69.7,1,0,1,0,2,,173,4,1,3,1,1,0,1,3,"1999: San Antonio Spurs (4) - New York Knicks (1)","1999: San Antonio Spurs"
"johnsle01","Lee Johnson",1981,1981,1,12,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsli01","Linton Johnson",2004,2009,6,151,2.7,0,0,0,0,0,,,5,1,0,0,0,0,1,1,"2009: Boston Celtics (4) - Chicago Bulls (3)","2009: Boston Celtics"
"johnsma01","Marques Johnson",1978,1990,11,691,79.7,3,1,2,0,5,,117,5,0,4,2,0,0,2,3,"1983: Philadelphia 76ers (4) - Milwaukee Bucks (1) / 1984: Boston Celtics (4) - Milwaukee Bucks (1)","1983: Philadelphia 76ers / 1984: Boston Celtics"
"johnsma02","Magic Johnson",1980,1996,13,906,155.7,10,9,1,0,12,4,6,0,2,1,1,4,5,,,,
"johnsmi01","Mickey Johnson",1975,1986,12,904,58.6,0,0,0,0,0,,229,7,2,2,1,0,0,1,1,"1975: Golden State Warriors (4) - Chicago Bulls (3)","1975: Golden State Warriors"
"johnsna01","Nate Johnston",1990,1990,1,21,0.1,0,0,0,0,0,,,0,0,0,0,1,0,1,3,"1990: Detroit Pistons (4) - Portland Trail Blazers (1)","1990: Detroit Pistons"
"johnsne01","Neil Johnston",1952,1959,8,516,92,5,4,1,0,6,,75,4,0,2,1,0,1,,,,
"johnsne02","Neil Johnson",1967,1970,4,202,1.9,0,0,0,0,0,,,1,0,3,0,0,0,1,1,"1970: Los Angeles Lakers (4) - Phoenix Suns (3)","1970: Los Angeles Lakers"
"johnsni01","Nick Johnson",2015,2015,1,28,-0.1,0,0,0,0,0,,,0,0,0,1,0,0,1,3,"2015: Golden State Warriors (4) - Houston Rockets (1)","2015: Golden State Warriors"
"johnsol01","Ollie Johnson",1973,1982,10,690,26.9,0,0,0,0,0,,,7,1,1,1,0,0,1,1,"1981: Boston Celtics (4) - Philadelphia 76ers (3)","1981: Boston Celtics"
"johnsom01","Omari Johnson",2018,2018,1,4,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsor01","Orlando Johnson",2013,2016,3,103,1.4,0,0,0,0,0,,,2,0,0,1,0,0,1,1,"2013: Miami Heat (4) - Indiana Pacers (3)","2013: Miami Heat"
"johnsra01","Ralph Johnson",1950,1953,4,204,5.3,0,0,0,0,0,,,1,0,3,0,0,0,1,1,"1951: Rochester Royals (2) - Fort Wayne Pistons (1)","1951: Rochester Royals"
"johnsre01","Reggie Johnson",1981,1984,4,305,10.9,0,0,0,0,0,,,1,0,2,0,0,1,,,,
"johnsri01","Rich Johnson",1969,1971,3,97,1.4,0,0,0,0,0,,,2,0,0,0,0,1,,,,
"johnsro01","Ron Johnson",1961,1961,1,14,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsst02","Steffond Johnson",1987,1987,1,29,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"johnsst03","Steve Johnson",1982,1991,10,626,26.8,0,0,0,0,1,,397,6,4,0,0,0,0,2,2,"1985: Milwaukee Bucks (3) - Chicago Bulls (1) / 1987: Houston Rockets (3) - Portland Trail Blazers (1)","1985: Milwaukee Bucks / 1987: Houston Rockets"
"johnsst04","Stanley Johnson",2016,2019,4,285,3.3,0,0,0,0,0,,,3,1,0,0,0,0,1,4,"2016: Cleveland Cavaliers (4) - Detroit Pistons (0)","2016: Cleveland Cavaliers"
"johnstr01","Trey Johnson",2009,2012,3,23,0,0,0,0,0,0,,,2,0,1,0,0,0,1,4,"2011: Dallas Mavericks (4) - Los Angeles Lakers (0)","2011: Dallas Mavericks"
"johnsty01","Tyler Johnson",2015,2019,5,270,15.1,0,0,0,0,0,,,3,1,1,0,0,0,1,1,"2016: Toronto Raptors (4) - Miami Heat (3)","2016: Toronto Raptors"
"johnsvi01","Vinnie Johnson",1980,1992,13,984,50.7,0,0,0,0,0,,340,3,3,1,3,1,2,,,,
"johnswe01","Wesley Johnson",2011,2019,9,609,10.7,0,0,0,0,0,,,7,2,0,0,0,0,1,1,"2017: Utah Jazz (4) - Los Angeles Clippers (3)","2017: Utah Jazz"
"jokicni01","Nikola Jokić",2016,2019,4,308,38.9,1,1,0,0,2,,,3,0,1,0,0,0,1,1,"2019: Portland Trail Blazers (4) - Denver Nuggets (3)","2019: Portland Trail Blazers"
"jolifho01","Howie Jolliff",1961,1963,3,138,0.7,0,0,0,0,0,,,1,0,0,1,1,0,1,1,"1962: Boston Celtics (4) - Los Angeles Lakers (3)","1962: Boston Celtics"
"jonesal01","Alvin Jones",2002,2002,1,23,0.1,0,0,0,0,0,,,0,1,0,0,0,0,1,1,"2002: Boston Celtics (3) - Philadelphia 76ers (2)","2002: Boston Celtics"
"jonesan01","Anthony Jones",1987,1990,3,164,0.8,0,0,0,0,0,,,2,1,0,0,0,0,1,3,"1990: Portland Trail Blazers (3) - Dallas Mavericks (0)","1990: Portland Trail Blazers"
"jonesas01","Askia Jones",1995,1995,1,11,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jonesbi01","Bill Jones",1989,1989,1,37,0.6,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jonesbo01","Bobby Jones",1977,1986,10,774,73.5,0,0,0,0,4,,159,0,1,3,3,2,1,,,,
"jonesbo02","Bobby Jones",2007,2008,2,91,1.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jonesca01","Caldwell Jones",1977,1990,14,1068,44.3,0,0,0,0,0,,267,2,5,2,2,3,0,3,2,"1977: Portland Trail Blazers (4) - Philadelphia 76ers (2) / 1980: Los Angeles Lakers (4) - Philadelphia 76ers (2) / 1982: Los Angeles Lakers (4) - Philadelphia 76ers (2)","1977: Portland Trail Blazers / 1980: Los Angeles Lakers / 1982: Los Angeles Lakers"
"jonesch01","Charles Jones",1984,1998,15,726,24.6,0,0,0,0,0,,,7,5,1,1,0,1,,,,
"jonesch02","Charles Jones",1985,1989,4,201,4.5,0,0,0,0,0,,,2,2,0,0,0,0,1,2,"1988: Utah Jazz (3) - Portland Trail Blazers (1)","1988: Utah Jazz"
"jonesch03","Charles Jones",1999,2000,2,85,0,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"jonesda01","Damon Jones",1999,2009,11,657,28,0,0,0,0,0,,,5,1,3,1,1,0,1,4,"2007: San Antonio Spurs (4) - Cleveland Cavaliers (0)","2007: San Antonio Spurs"
"jonesda02","Dahntay Jones",2004,2017,13,624,9.9,0,0,0,0,0,,,4,4,2,1,1,1,,,,
"jonesda03","Damian Jones",2017,2019,3,49,1.6,0,0,0,0,0,,,0,0,0,0,1,2,,,,
"jonesde01","DeQuan Jones",2013,2013,1,63,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jonesde02","Derrick Jones Jr.",2017,2019,3,112,4.4,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jonesdo01","Dontae' Jones",1998,1998,1,15,-0.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"jonesdo02","Dominique Jones",2011,2013,3,80,0.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"jonesdw01","Dwight Jones",1974,1983,10,766,27.4,0,0,0,0,0,,,6,1,1,1,1,0,1,4,"1983: Philadelphia 76ers (4) - Los Angeles Lakers (0)","1983: Philadelphia 76ers"
"jonesdw02","Dwayne Jones",2006,2010,5,82,1.4,0,0,0,0,0,,,3,0,2,1,0,0,1,2,"2010: Los Angeles Lakers (4) - Phoenix Suns (2)","2010: Los Angeles Lakers"
