"confed","tourn","year","country","number","pos","player","bcountry","is_birth"
"afc","asian cup",2000,"IRN","1","GK","Mehdi Vaezi","IRN",TRUE
"afc","asian cup",2000,"IRN","2","MF","Mehdi Mahdavikia","IRN",TRUE
"afc","asian cup",2000,"IRN","3","DF","Mehdi Hasheminasab","IRN",TRUE
"afc","asian cup",2000,"IRN","5","DF","Sohrab Bakhtiarizadeh","IRN",TRUE
"afc","asian cup",2000,"IRN","6","MF","Karim Bagheri","IRN",TRUE
"afc","asian cup",2000,"IRN","7","MF","Hamed Kavianpour","IRN",TRUE
"afc","asian cup",2000,"IRN","8","MF","Sattar Hamedani","IRN",TRUE
"afc","asian cup",2000,"IRN","9","MF","Hamid Reza Estili","IRN",TRUE
"afc","asian cup",2000,"IRN","10","FW","Ali Daei","IRN",TRUE
"afc","asian cup",2000,"IRN","11","FW","Khodadad Azizi","IRN",TRUE
"afc","asian cup",2000,"IRN","12","GK","Parviz Broumand","IRN",TRUE
"afc","asian cup",2000,"IRN","13","MF","Davoud Seyed Abbasi","IRN",TRUE
"afc","asian cup",2000,"IRN","14","MF","Mohammad Navazi","IRN",TRUE
"afc","asian cup",2000,"IRN","15","MF","Esmail Halali","IRN",TRUE
"afc","asian cup",2000,"IRN","16","FW","Vahid Hashemian","IRN",TRUE
"afc","asian cup",2000,"IRN","17","MF","Alireza Emamifar","IRN",TRUE
"afc","asian cup",2000,"IRN","18","MF","Dariush Yazdani","IRN",TRUE
"afc","asian cup",2000,"IRN","19","MF","Ali Karimi","IRN",TRUE
"afc","asian cup",2000,"IRN","20","DF","Behrouz Rahbarifar","IRN",TRUE
"afc","asian cup",2000,"IRN","22","GK","Davoud Fanaei","IRN",TRUE
"afc","asian cup",2000,"IRN","25","MF","Mehrdad Minavand","IRN",TRUE
"afc","asian cup",2000,"IRN","28","DF","Mohammad Reza Mahdavi","IRN",TRUE
"afc","asian cup",2000,"IRQ","1","GK","Hashim Khamis","IRQ",TRUE
"afc","asian cup",2000,"IRQ","2","DF","Haidar Mahmoud","IRQ",TRUE
"afc","asian cup",2000,"IRQ","3","DF","Sadiq Saadoun","IRQ",TRUE
"afc","asian cup",2000,"IRQ","4","DF","Jabbar Hashim","IRQ",TRUE
"afc","asian cup",2000,"IRQ","5","DF","Hamza Hadi","IRQ",TRUE
"afc","asian cup",2000,"IRQ","6","DF","Ziyad Tariq","IRQ",TRUE
"afc","asian cup",2000,"IRQ","7","MF","Adnan Mohammad","IRQ",TRUE
"afc","asian cup",2000,"IRQ","8","FW","Husham Mohammed","IRQ",TRUE
"afc","asian cup",2000,"IRQ","9","FW","Ahmed Abdul-Jabar","IRQ",TRUE
"afc","asian cup",2000,"IRQ","10","MF","Abbas Obeid","IRQ",TRUE
"afc","asian cup",2000,"IRQ","11","FW","Sabah Jeayer","IRQ",TRUE
"afc","asian cup",2000,"IRQ","12","GK","Emad Hashim","IRQ",TRUE
"afc","asian cup",2000,"IRQ","13","MF","Abbas Rahim","IRQ",TRUE
"afc","asian cup",2000,"IRQ","14","MF","Essam Hamad","IRQ",TRUE
"afc","asian cup",2000,"IRQ","15","FW","Qahtan Chathir","IRQ",TRUE
"afc","asian cup",2000,"IRQ","16","DF","Haidar Obeid","IRQ",TRUE
"afc","asian cup",2000,"IRQ","17","MF","Ahmed Hussein","IRQ",TRUE
"afc","asian cup",2000,"IRQ","18","DF","Ahmed Kadhim","IRQ",TRUE
"afc","asian cup",2000,"IRQ","20","FW","Hussam Fawzi","IRQ",TRUE
"afc","asian cup",2000,"IRQ","21","GK","Amer Abdul-Wahab","IRQ",TRUE
"afc","asian cup",2000,"IRQ","22","DF","Mahir Habib","IRQ",TRUE
"afc","asian cup",2000,"IRQ","25","MF","Abdul-Wahab Abu Al-Hail","IRQ",TRUE
"afc","asian cup",2000,"LIB","1","GK","Ali Fakih","LIB",TRUE
"afc","asian cup",2000,"LIB","2","DF","Gurgen Engibaryan","ARM",FALSE
"afc","asian cup",2000,"LIB","3","DF","Youssef Mohamad","LIB",TRUE
"afc","asian cup",2000,"LIB","4","MF","Jadir Morgenstern","BRA",FALSE
"afc","asian cup",2000,"LIB","5","MF","Ahmad El Naamani","KSA",FALSE
"afc","asian cup",2000,"LIB","6","MF","Jamal Taha","EGY",FALSE
"afc","asian cup",2000,"LIB","7","MF","Abbas Chahrour","LIB",TRUE
"afc","asian cup",2000,"LIB","8","DF","Fouad Hijazi","LBR",FALSE
"afc","asian cup",2000,"LIB","9","FW","Haitham Zein","IRQ",FALSE
"afc","asian cup",2000,"LIB","10","MF","Moussa Hojeij","LIB",TRUE
"afc","asian cup",2000,"LIB","11","FW","Newton","BRA",FALSE
"afc","asian cup",2000,"LIB","12","FW","Gilberto","BRA",FALSE
"afc","asian cup",2000,"LIB","13","DF","Marcílio","BRA",FALSE
"afc","asian cup",2000,"LIB","14","FW","Vardan Ghazaryan","ARM",FALSE
"afc","asian cup",2000,"LIB","15","MF","Luís Fernandes","BRA",FALSE
"afc","asian cup",2000,"LIB","17","DF","Faisal Antar","SLE",FALSE
"afc","asian cup",2000,"LIB","18","DF","Mohamad Halawi","LIB",TRUE
"afc","asian cup",2000,"LIB","19","MF","Michael Reda","AUS",FALSE
"afc","asian cup",2000,"LIB","20","MF","Roda Antar","SLE",FALSE
"afc","asian cup",2000,"LIB","21","GK","Wahid El Fattal","LIB",TRUE
"afc","asian cup",2000,"LIB","22","GK","Ahmad Sakr","LIB",TRUE
"afc","asian cup",2000,"LIB","23","MF","Nasrat Al Jamal","LIB",TRUE
"afc","asian cup",2000,"THA","1","GK","Wirat Wangchan","THA",TRUE
"afc","asian cup",2000,"THA","2","DF","Tanongsak Prajakkata","THA",TRUE
"afc","asian cup",2000,"THA","3","DF","Niweat Siriwong","THA",TRUE
"afc","asian cup",2000,"THA","5","DF","Choketawee Promrut","THA",TRUE
"afc","asian cup",2000,"THA","6","MF","Anurak Srikerd","THA",TRUE
"afc","asian cup",2000,"THA","7","DF","Chukiat Noosarung","THA",TRUE
"afc","asian cup",2000,"THA","8","MF","Therdsak Chaiman","THA",TRUE
"afc","asian cup",2000,"THA","10","MF","Tawan Sripan","THA",TRUE
"afc","asian cup",2000,"THA","11","MF","Thawatchai Damrong-Ongtrakul","THA",TRUE
"afc","asian cup",2000,"THA","12","MF","Surachai Jaturapattarapong","THA",TRUE
"afc","asian cup",2000,"THA","14","FW","Worrawoot Srimaka","THA",TRUE
"afc","asian cup",2000,"THA","15","DF","Witthaya Nabthong","THA",TRUE
"afc","asian cup",2000,"THA","16","DF","Surachai Jirasirichote","THA",TRUE
"afc","asian cup",2000,"THA","17","DF","Dusit Chalermsan","THA",TRUE
"afc","asian cup",2000,"THA","18","GK","Pansa Meesatham","THA",TRUE
"afc","asian cup",2000,"THA","19","FW","Pipat Thonkanya","THA",TRUE
"afc","asian cup",2000,"THA","20","FW","Seksan Piturat","THA",TRUE
"afc","asian cup",2000,"THA","22","GK","Kittisak Rawangpa","THA",TRUE
"afc","asian cup",2000,"THA","23","FW","Sutee Suksomkit","THA",TRUE
"afc","asian cup",2000,"THA","24","DF","Thanunchai Baribarn","THA",TRUE
"afc","asian cup",2000,"THA","25","DF","Panupong Chimpook","THA",TRUE
"afc","asian cup",2000,"CHN","1","GK","Ou Chuliang","CHN",TRUE
"afc","asian cup",2000,"CHN","2","DF","Zhang Enhua","CHN",TRUE
"afc","asian cup",2000,"CHN","4","DF","Wu Chengying","CHN",TRUE
"afc","asian cup",2000,"CHN","5","DF","Fan Zhiyi","CHN",TRUE
"afc","asian cup",2000,"CHN","6","MF","Li Ming","CHN",TRUE
"afc","asian cup",2000,"CHN","8","MF","Li Tie","CHN",TRUE
"afc","asian cup",2000,"CHN","9","MF","Ma Mingyu","CHN",TRUE
"afc","asian cup",2000,"CHN","10","FW","Su Maozhen","CHN",TRUE
"afc","asian cup",2000,"CHN","11","FW","Xie Hui","CHN",TRUE
"afc","asian cup",2000,"CHN","12","FW","Qu Shengqing","CHN",TRUE
"afc","asian cup",2000,"CHN","13","DF","Chen Gang","CHN",TRUE
"afc","asian cup",2000,"CHN","14","DF","Li Weifeng","CHN",TRUE
"afc","asian cup",2000,"CHN","15","MF","Shen Si","CHN",TRUE
"afc","asian cup",2000,"CHN","16","MF","Xu Yang","CHN",TRUE
"afc","asian cup",2000,"CHN","18","MF","Li Xiaopeng","CHN",TRUE
"afc","asian cup",2000,"CHN","19","MF","Qi Hong","CHN",TRUE
"afc","asian cup",2000,"CHN","20","FW","Yang Chen","CHN",TRUE
"afc","asian cup",2000,"CHN","21","DF","Xu Yunlong","CHN",TRUE
"afc","asian cup",2000,"CHN","22","GK","Jiang Jin","CHN",TRUE
"afc","asian cup",2000,"CHN","23","GK","Fu Bin","CHN",TRUE
"afc","asian cup",2000,"CHN","27","MF","Shao Jiayi","CHN",TRUE
"afc","asian cup",2000,"CHN","29","MF","Huang Yong","CHN",TRUE
"afc","asian cup",2000,"IDN","1","GK","Hendro Kartiko","IDN",TRUE
"afc","asian cup",2000,"IDN","3","DF","Aji Santoso","IDN",TRUE
"afc","asian cup",2000,"IDN","4","DF","Ismed Sofyan","IDN",TRUE
"afc","asian cup",2000,"IDN","5","DF","Bejo Sugiantoro","IDN",TRUE
"afc","asian cup",2000,"IDN","6","DF","Eko Purjianto","IDN",TRUE
"afc","asian cup",2000,"IDN","7","MF","I Putu Gede","IDN",TRUE
"afc","asian cup",2000,"IDN","8","MF","Seto Nurdiyantoro","IDN",TRUE
"afc","asian cup",2000,"IDN","9","MF","Uston Nawawi","IDN",TRUE
"afc","asian cup",2000,"IDN","10","FW","Kurniawan Dwi Yulianto","IDN",TRUE
"afc","asian cup",2000,"IDN","11","MF","Bima Sakti","IDN",TRUE
"afc","asian cup",2000,"IDN","12","MF","Eduard Ivakdalam","IDN",TRUE
"afc","asian cup",2000,"IDN","13","GK","I Komang Putra Adnyana","IDN",TRUE
"afc","asian cup",2000,"IDN","14","DF","Djet Donald La'ala","IDN",TRUE
"afc","asian cup",2000,"IDN","15","MF","Yaris Riyadi","IDN",TRUE
"afc","asian cup",2000,"IDN","16","MF","Imran Nahumarury","IDN",TRUE
"afc","asian cup",2000,"IDN","17","GK","Sahari Gultom","IDN",TRUE
"afc","asian cup",2000,"IDN","18","DF","Ardi Warsidi","IDN",TRUE
"afc","asian cup",2000,"IDN","19","DF","Nur'alim","IDN",TRUE
"afc","asian cup",2000,"IDN","20","FW","Bambang Pamungkas","IDN",TRUE
"afc","asian cup",2000,"IDN","21","FW","Rochy Putiray","IDN",TRUE
"afc","asian cup",2000,"IDN","22","FW","Gendut Doni Christiawan","IDN",TRUE
"afc","asian cup",2000,"IDN","23","DF","Slamet Riyadi","IDN",TRUE
"afc","asian cup",2000,"KUW","1","GK","Shebab Kankune","KUW",TRUE
"afc","asian cup",2000,"KUW","2","DF","Osama Hussain","KUW",TRUE
"afc","asian cup",2000,"KUW","3","DF","Jamal Mubarak","KUW",TRUE
"afc","asian cup",2000,"KUW","4","DF","Ali Asel","KUW",TRUE
"afc","asian cup",2000,"KUW","5","DF","Nohair Al-Shammari","KUW",TRUE
"afc","asian cup",2000,"KUW","6","DF","Husain Al-Khodari","KUW",TRUE
"afc","asian cup",2000,"KUW","7","MF","Bader Haji","KUW",TRUE
"afc","asian cup",2000,"KUW","8","MF","Saleh Al-Buraiki","KUW",TRUE
"afc","asian cup",2000,"KUW","9","FW","Bashar Abdullah","KUW",TRUE
"afc","asian cup",2000,"KUW","10","MF","Naser Al Sohi","KUW",TRUE
"afc","asian cup",2000,"KUW","11","MF","Abdullah Wabran","KUW",TRUE
"afc","asian cup",2000,"KUW","12","MF","Falah Farhan",,
"afc","asian cup",2000,"KUW","13","MF","Ahmad Al-Mutairi",,
"afc","asian cup",2000,"KUW","14","FW","Khalaf Al-Salamah","KUW",TRUE
"afc","asian cup",2000,"KUW","15","DF","Salammah Al-Enazy","KUW",TRUE
"afc","asian cup",2000,"KUW","16","MF","Naser Al-Omran",,
"afc","asian cup",2000,"KUW","17","DF","Esam Sakeen","KUW",TRUE
"afc","asian cup",2000,"KUW","18","FW","Ahmed Musa Mirza","KUW",TRUE
"afc","asian cup",2000,"KUW","19","FW","Faraj Laheeb","KUW",TRUE
"afc","asian cup",2000,"KUW","20","FW","Jassem Al Houwaidi","KUW",TRUE
"afc","asian cup",2000,"KUW","21","GK","Falah Al Majidi","KUW",TRUE
"afc","asian cup",2000,"KUW","22","GK","Ahmad Al-Jasem",,
"afc","asian cup",2000,"KOR","1","GK","Lee Woon-Jae","KOR",TRUE
"afc","asian cup",2000,"KOR","2","DF","Kang Chul","KOR",TRUE
"afc","asian cup",2000,"KOR","3","DF","Ha Seok-Ju","KOR",TRUE
"afc","asian cup",2000,"KOR","4","DF","Park Jin-sub","KOR",TRUE
"afc","asian cup",2000,"KOR","5","DF","Lee Lim-Saeng","KOR",TRUE
"afc","asian cup",2000,"KOR","6","MF","Yoo Sang-Chul","KOR",TRUE
"afc","asian cup",2000,"KOR","7","DF","Kim Tae-young","KOR",TRUE
"afc","asian cup",2000,"KOR","8","MF","Yoon Jung-hwan","KOR",TRUE
"afc","asian cup",2000,"KOR","9","FW","Seol Ki-hyeon","KOR",TRUE
"afc","asian cup",2000,"KOR","10","MF","Noh Jung-yoon","KOR",TRUE
"afc","asian cup",2000,"KOR","11","FW","Lee Dong-gook","KOR",TRUE
"afc","asian cup",2000,"KOR","12","DF","Lee Young-pyo","KOR",TRUE
"afc","asian cup",2000,"KOR","15","DF","Lee Min-sung","KOR",TRUE
"afc","asian cup",2000,"KOR","16","MF","Kim Sang-sik","KOR",TRUE
"afc","asian cup",2000,"KOR","17","DF","Choi Sung-yong","KOR",TRUE
"afc","asian cup",2000,"KOR","18","GK","Kim Yong-dae","KOR",TRUE
"afc","asian cup",2000,"KOR","20","DF","Hong Myung-bo","KOR",TRUE
"afc","asian cup",2000,"KOR","21","GK","Kim Hae-woon","KOR",TRUE
"afc","asian cup",2000,"KOR","23","MF","Park Ji-sung","KOR",TRUE
"afc","asian cup",2000,"KOR","24","DF","Park Jae-hong","KOR",TRUE
"afc","asian cup",2000,"KOR","28","FW","Choi Chul-woo","KOR",TRUE
"afc","asian cup",2000,"KOR","30","DF","Sim Jae-won","KOR",TRUE
"afc","asian cup",2000,"JPN","1","GK","Yoshikatsu Kawaguchi","JPN",TRUE
"afc","asian cup",2000,"JPN","3","DF","Naoki Matsuda","JPN",TRUE
"afc","asian cup",2000,"JPN","4","DF","Ryuzo Morioka","JPN",TRUE
"afc","asian cup",2000,"JPN","6","DF","Toshihiro Hattori","JPN",TRUE
"afc","asian cup",2000,"JPN","8","MF","Shigeyoshi Mochizuki","JPN",TRUE
"afc","asian cup",2000,"JPN","9","FW","Akinori Nishizawa","JPN",TRUE
"afc","asian cup",2000,"JPN","10","MF","Hiroshi Nanami","JPN",TRUE
"afc","asian cup",2000,"JPN","11","MF","Atsuhiro Miura","JPN",TRUE
"afc","asian cup",2000,"JPN","12","MF","Hiroaki Morishima","JPN",TRUE
"afc","asian cup",2000,"JPN","13","FW","Atsushi Yanagisawa","JPN",TRUE
"afc","asian cup",2000,"JPN","14","MF","Shunsuke Nakamura","JPN",TRUE
"afc","asian cup",2000,"JPN","15","MF","Daisuke Oku","JPN",TRUE
"afc","asian cup",2000,"JPN","17","MF","Junichi Inamoto","JPN",TRUE
"afc","asian cup",2000,"JPN","19","FW","Tatsuhiko Kubo","JPN",TRUE
"afc","asian cup",2000,"JPN","20","GK","Daijiro Takakuwa","JPN",TRUE
"afc","asian cup",2000,"JPN","21","GK","Takashi Shimoda","JPN",TRUE
"afc","asian cup",2000,"JPN","22","DF","Yuji Nakazawa","JPN",TRUE
"afc","asian cup",2000,"JPN","24","MF","Tomokazu Myojin","JPN",TRUE
"afc","asian cup",2000,"JPN","26","DF","Keiji Kaimoto","JPN",TRUE
"afc","asian cup",2000,"JPN","27","FW","Hideaki Kitajima","JPN",TRUE
"afc","asian cup",2000,"JPN","29","FW","Naohiro Takahara","JPN",TRUE
"afc","asian cup",2000,"JPN","30","MF","Shinji Ono","JPN",TRUE
"afc","asian cup",2000,"QAT","1","GK","Amer Al-Kaabi","QAT",TRUE
"afc","asian cup",2000,"QAT","4","DF","Saoud Fath","QAT",TRUE
"afc","asian cup",2000,"QAT","5","MF","Abdulnasser Al-Obaidly","QAT",TRUE
"afc","asian cup",2000,"QAT","6","FW","Dahi Saad Al-Naemi","QAT",TRUE
"afc","asian cup",2000,"QAT","7","FW","Abdullah Al-Ishaq","QAT",TRUE
"afc","asian cup",2000,"QAT","8","DF","Saad Al-Shammari","KSA",FALSE
"afc","asian cup",2000,"QAT","9","FW","Mohammed Salem Al-Enazi","QAT",TRUE
"afc","asian cup",2000,"QAT","10","MF","Fahad Al Kuwari","QAT",TRUE
"afc","asian cup",2000,"QAT","11","FW","Adel Al Mulla","QAT",TRUE
"afc","asian cup",2000,"QAT","12","DF","Ahmed Khalid Salih","QAT",TRUE
"afc","asian cup",2000,"QAT","13","MF","Raed Yaquoub","QAT",TRUE
"afc","asian cup",2000,"QAT","14","MF","Abdulaziz Hassan","QAT",TRUE
"afc","asian cup",2000,"QAT","15","DF","Yousef Adam","QAT",TRUE
"afc","asian cup",2000,"QAT","16","FW","Mohammed Gholam","QAT",TRUE
"afc","asian cup",2000,"QAT","17","MF","Jassim Al-Tamimi","QAT",TRUE
"afc","asian cup",2000,"QAT","18","MF","Yasser Nazmi","QAT",TRUE
"afc","asian cup",2000,"QAT","19","MF","Abdul Rahman Mahmoud","QAT",TRUE
"afc","asian cup",2000,"QAT","21","GK","Hussain Al-Romaihi","QAT",TRUE
"afc","asian cup",2000,"QAT","23","MF","Adel Jadou","QAT",TRUE
"afc","asian cup",2000,"QAT","25","FW","Waleed Hamzah","QAT",TRUE
"afc","asian cup",2000,"QAT","26","GK","Salman Ahmed Al-Ansari","QAT",TRUE
"afc","asian cup",2000,"QAT","27","DF","Meshal Mubarak Budawood","QAT",TRUE
"afc","asian cup",2000,"KSA","1","GK","Mohammed Al-Deayea","KSA",TRUE
"afc","asian cup",2000,"KSA","2","DF","Mohammed Shliya Al-Jahani","KSA",TRUE
"afc","asian cup",2000,"KSA","3","DF","Mohammed Al-Khilaiwi","KSA",TRUE
"afc","asian cup",2000,"KSA","4","DF","Abdullah Zubromawi","KSA",TRUE
"afc","asian cup",2000,"KSA","5","DF","Tariq Al-Muwallid","KSA",TRUE
"afc","asian cup",2000,"KSA","6","MF","Omar Al-Ghamdi","KSA",TRUE
"afc","asian cup",2000,"KSA","8","MF","Mohammed Noor","KSA",TRUE
"afc","asian cup",2000,"KSA","9","FW","Sami Al-Jaber","KSA",TRUE
"afc","asian cup",2000,"KSA","11","FW","Obeid Al-Dosari","KSA",TRUE
"afc","asian cup",2000,"KSA","12","DF","Ahmed Dokhi","KSA",TRUE
"afc","asian cup",2000,"KSA","13","DF","Saleh Al-Saqri","KSA",TRUE
"afc","asian cup",2000,"KSA","14","FW","Marzouk Al-Otaibi","KSA",TRUE
"afc","asian cup",2000,"KSA","16","DF","Fouzi Al-Shehri","KSA",TRUE
"afc","asian cup",2000,"KSA","17","MF","Abdullah Al-Waked","KSA",TRUE
"afc","asian cup",2000,"KSA","18","MF","Nawaf Al-Temyat","KSA",TRUE
"afc","asian cup",2000,"KSA","19","FW","Hamzah Idris","KSA",TRUE
"afc","asian cup",2000,"KSA","20","MF","Mohammad Al-Shalhoub","KSA",TRUE
"afc","asian cup",2000,"KSA","21","GK","Tisir Al-Antaif","KSA",TRUE
"afc","asian cup",2000,"KSA","22","GK","Mohammed Al-Khojali","KSA",TRUE
"afc","asian cup",2000,"KSA","23","MF","Ahmad Khaleel","KSA",TRUE
"afc","asian cup",2000,"KSA","28","FW","Abdullah Jumaan Al-Dosari","KSA",TRUE
"afc","asian cup",2000,"KSA","29","FW","Talal Al-Meshal","KSA",TRUE
"afc","asian cup",2000,"UZB","1","GK","Pavel Bugalo","UZB",TRUE
"afc","asian cup",2000,"UZB","2","DF","Bakhtier Ashurmatov","UZB",TRUE
"afc","asian cup",2000,"UZB","3","DF","Andrei Fyodorov","UZB",TRUE
"afc","asian cup",2000,"UZB","4","MF","Mirdjalal Kasimov","UZB",TRUE
"afc","asian cup",2000,"UZB","5","DF","Sergey Lushan","UZB",TRUE
"afc","asian cup",2000,"UZB","7","MF","Otabek Shamuradov","UZB",TRUE
"afc","asian cup",2000,"UZB","8","MF","Nikolay Shirshov","UZB",TRUE
"afc","asian cup",2000,"UZB","9","MF","Mukhtar Kurbanov","UZB",TRUE
"afc","asian cup",2000,"UZB","10","FW","Maksim Shatskikh","UZB",TRUE
"afc","asian cup",2000,"UZB","11","FW","Andrei Akopyants","UZB",TRUE
"afc","asian cup",2000,"UZB","12","DF","Davranjon Faiziev","UZB",TRUE
"afc","asian cup",2000,"UZB","14","DF","Abdimajit Tairov","UZB",TRUE
"afc","asian cup",2000,"UZB","15","MF","Sergey Lebedev","UZB",TRUE
"afc","asian cup",2000,"UZB","16","GK","Nariman Osmanov","UZB",TRUE
"afc","asian cup",2000,"UZB","17","DF","Fevzi Davletov","UZB",TRUE
"afc","asian cup",2000,"UZB","18","MF","Alexander Khvostunov","UZB",TRUE
"afc","asian cup",2000,"UZB","20","GK","Georgiy Zabirov","UZB",TRUE
"afc","asian cup",2000,"UZB","23","FW","Nagmetulla Kutibayev","UZB",TRUE
"afc","asian cup",2000,"UZB","24","FW","Umid Isogov","UZB",TRUE
"afc","asian cup",2000,"UZB","25","FW","Rustam Durmonov","UZB",TRUE
"afc","asian cup",2000,"UZB","26","FW","Igor Shkvirin","UZB",TRUE
"afc","asian cup",2000,"UZB","27","MF","Shukhratjon Rakhmonqulov","UZB",TRUE
"afc","asian cup",2004,"BHR","1","GK","Abdulrahman Abdulkarim","BHR",TRUE
"afc","asian cup",2004,"BHR","2","DF","Mohamed Husain","BHR",TRUE
"afc","asian cup",2004,"BHR","5","DF","Hassan Al Mosawi",,
"afc","asian cup",2004,"BHR","6","DF","Ghazi Al Kuwari","BHR",TRUE
"afc","asian cup",2004,"BHR","7","MF","Sayed Mahmood Jalal","BHR",TRUE
"afc","asian cup",2004,"BHR","8","MF","Rashid Al-Dosari","BHR",TRUE
"afc","asian cup",2004,"BHR","9","FW","Husain Ali","BHR",TRUE
"afc","asian cup",2004,"BHR","10","MF","Mohamed Salmeen","BHR",TRUE
"afc","asian cup",2004,"BHR","11","DF","Faisal Abdulaziz","BHR",TRUE
"afc","asian cup",2004,"BHR","12","DF","Mohamed Juma",,
"afc","asian cup",2004,"BHR","13","MF","Talal Yousef","BHR",TRUE
"afc","asian cup",2004,"BHR","14","DF","Salman Isa","BHR",TRUE
"afc","asian cup",2004,"BHR","15","MF","Saleh Farhan","BHR",TRUE
"afc","asian cup",2004,"BHR","16","DF","Sayed Mohamed","MDV",FALSE
"afc","asian cup",2004,"BHR","17","DF","Hussain Baba","BHR",TRUE
"afc","asian cup",2004,"BHR","19","FW","Mohamed Jaffar",,
"afc","asian cup",2004,"BHR","20","DF","Adel Abbas",,
"afc","asian cup",2004,"BHR","21","GK","Sayed Mohammed Jaffer","BHR",TRUE
"afc","asian cup",2004,"BHR","22","GK","Ali Saeed Abdulla",,
"afc","asian cup",2004,"BHR","23","FW","Duaij Naser","BHR",TRUE
"afc","asian cup",2004,"BHR","29","MF","Mohamed Hubail","BHR",TRUE
"afc","asian cup",2004,"BHR","30","FW","A'ala Hubail","BHR",TRUE
"afc","asian cup",2004,"CHN","1","GK","Liu Yunfei","CHN",TRUE
"afc","asian cup",2004,"CHN","3","DF","Sun Xiang","CHN",TRUE
"afc","asian cup",2004,"CHN","4","DF","Zhang Yaokun","CHN",TRUE
"afc","asian cup",2004,"CHN","5","MF","Zheng Zhi","CHN",TRUE
"afc","asian cup",2004,"CHN","6","MF","Shao Jiayi","CHN",TRUE
"afc","asian cup",2004,"CHN","7","DF","Sun Jihai","CHN",TRUE
"afc","asian cup",2004,"CHN","8","MF","Zheng Bin","CHN",TRUE
"afc","asian cup",2004,"CHN","9","FW","Hao Haidong","CHN",TRUE
"afc","asian cup",2004,"CHN","11","FW","Li Yi","CHN",TRUE
"afc","asian cup",2004,"CHN","12","DF","Wei Xin","CHN",TRUE
"afc","asian cup",2004,"CHN","13","DF","Xu Yunlong","CHN",TRUE
"afc","asian cup",2004,"CHN","14","DF","Li Weifeng","CHN",TRUE
"afc","asian cup",2004,"CHN","15","MF","Zhao Junzhe","CHN",TRUE
"afc","asian cup",2004,"CHN","16","DF","Ji Mingyi","CHN",TRUE
"afc","asian cup",2004,"CHN","18","MF","Li Xiaopeng","CHN",TRUE
"afc","asian cup",2004,"CHN","19","FW","Zhang Shuo","CHN",TRUE
"afc","asian cup",2004,"CHN","21","MF","Li Ming","CHN",TRUE
"afc","asian cup",2004,"CHN","22","MF","Yan Song","CHN",TRUE
"afc","asian cup",2004,"CHN","23","GK","Li Jian","CHN",TRUE
"afc","asian cup",2004,"CHN","25","MF","Zhou Haibin","CHN",TRUE
"afc","asian cup",2004,"CHN","27","DF","Zhou Ting","CHN",TRUE
"afc","asian cup",2004,"CHN","29","FW","Li Jinyu","CHN",TRUE
"afc","asian cup",2004,"IDN","1","GK","Hendro Kartiko","IDN",TRUE
"afc","asian cup",2004,"IDN","2","DF","Agung Setyabudi","IDN",TRUE
"afc","asian cup",2004,"IDN","3","DF","Alexander Pulalo","IDN",TRUE
"afc","asian cup",2004,"IDN","4","DF","Ismed Sofyan","IDN",TRUE
"afc","asian cup",2004,"IDN","5","DF","Aples Gideon Tecuari","IDN",TRUE
"afc","asian cup",2004,"IDN","6","DF","Ardi Warsidi","IDN",TRUE
"afc","asian cup",2004,"IDN","7","FW","Jaenal Ichwan","IDN",TRUE
"afc","asian cup",2004,"IDN","8","FW","Elie Aiboy","IDN",TRUE
"afc","asian cup",2004,"IDN","10","FW","Aliyudin","IDN",TRUE
"afc","asian cup",2004,"IDN","11","MF","Ponaryo Astaman","IDN",TRUE
"afc","asian cup",2004,"IDN","12","GK","Yandri Pitoy","IDN",TRUE
"afc","asian cup",2004,"IDN","13","FW","Budi Sudarsono","IDN",TRUE
"afc","asian cup",2004,"IDN","14","MF","Syamsul Chaeruddin","IDN",TRUE
"afc","asian cup",2004,"IDN","15","DF","Maman Abdurrahman","IDN",TRUE
"afc","asian cup",2004,"IDN","16","GK","I Komang Putra Adnyana","IDN",TRUE
"afc","asian cup",2004,"IDN","17","DF","Harry Saputra","IDN",TRUE
"afc","asian cup",2004,"IDN","18","DF","Agus Firmansyah","IDN",TRUE
"afc","asian cup",2004,"IDN","19","MF","Amir Yusuf Pohan","IDN",TRUE
"afc","asian cup",2004,"IDN","20","FW","Bambang Pamungkas","IDN",TRUE
"afc","asian cup",2004,"IDN","21","FW","Rochy Putiray","IDN",TRUE
"afc","asian cup",2004,"IDN","22","MF","Agus Indra Kurniawan","IDN",TRUE
"afc","asian cup",2004,"IDN","23","DF","Hamka Hamzah","IDN",TRUE
"afc","asian cup",2004,"QAT","2","MF","Wesam Rizik","KUW",FALSE
"afc","asian cup",2004,"QAT","3","DF","Abdulrahman Mesbeh","QAT",TRUE
"afc","asian cup",2004,"QAT","5","MF","Ezzat Jadoua","QAT",TRUE
"afc","asian cup",2004,"QAT","6","DF","Nayef Al-Khater","QAT",TRUE
"afc","asian cup",2004,"QAT","7","MF","Ahmad Musa","QAT",TRUE
"afc","asian cup",2004,"QAT","8","DF","Saad Al-Shammari","KSA",FALSE
"afc","asian cup",2004,"QAT","9","FW","Sayed Ali Bechir","MTN",FALSE
"afc","asian cup",2004,"QAT","10","FW","Waleed Hamzah","QAT",TRUE
"afc","asian cup",2004,"QAT","12","MF","Magid Mohamed","SDN",FALSE
