"confed","tourn","year","country","number","pos","player","bcountry","is_birth"
"afc","asian cup",2023,"AUS","7","FW","Samuel Silvera","ENG",FALSE
"afc","asian cup",2023,"AUS","8","MF","Connor Metcalfe","AUS",TRUE
"afc","asian cup",2023,"AUS","9","FW","Bruno Fornaroli","URU",FALSE
"afc","asian cup",2023,"AUS","10","FW","Kusini Yengi","AUS",TRUE
"afc","asian cup",2023,"AUS","11","FW","Marco Tilio","AUS",TRUE
"afc","asian cup",2023,"AUS","12","GK","Lawrence Thomas","AUS",TRUE
"afc","asian cup",2023,"AUS","13","MF","Aiden O'Neill","AUS",TRUE
"afc","asian cup",2023,"AUS","14","MF","Riley McGree","AUS",TRUE
"afc","asian cup",2023,"AUS","15","FW","Mitchell Duke","AUS",TRUE
"afc","asian cup",2023,"AUS","16","DF","Aziz Behich","AUS",TRUE
"afc","asian cup",2023,"AUS","17","MF","Keanu Baccus","RSA",FALSE
"afc","asian cup",2023,"AUS","18","GK","Joe Gauci","AUS",TRUE
"afc","asian cup",2023,"AUS","19","DF","Harry Souttar","SCO",FALSE
"afc","asian cup",2023,"AUS","20","DF","Lewis Miller","AUS",TRUE
"afc","asian cup",2023,"AUS","21","DF","Cameron Burgess","SCO",FALSE
"afc","asian cup",2023,"AUS","22","MF","Jackson Irvine","AUS",TRUE
"afc","asian cup",2023,"AUS","23","FW","Craig Goodwin","AUS",TRUE
"afc","asian cup",2023,"AUS","24","MF","Patrick Yazbek","AUS",TRUE
"afc","asian cup",2023,"AUS","25","DF","Gethin Jones","AUS",TRUE
"afc","asian cup",2023,"AUS","26","FW","John Iredale","AUS",TRUE
"afc","asian cup",2023,"UZB","1","GK","Utkir Yusupov","KAZ",FALSE
"afc","asian cup",2023,"UZB","2","DF","Mukhammadkodir Khamraliev","UZB",TRUE
"afc","asian cup",2023,"UZB","3","DF","Khojiakbar Alijonov","UZB",TRUE
"afc","asian cup",2023,"UZB","4","DF","Farrukh Sayfiev","UZB",TRUE
"afc","asian cup",2023,"UZB","5","DF","Rustam Ashurmatov","UZB",TRUE
"afc","asian cup",2023,"UZB","6","MF","Diyor Kholmatov","UZB",TRUE
"afc","asian cup",2023,"UZB","7","MF","Otabek Shukurov","UZB",TRUE
"afc","asian cup",2023,"UZB","8","MF","Jamshid Iskanderov","UZB",TRUE
"afc","asian cup",2023,"UZB","9","MF","Odiljon Hamrobekov","UZB",TRUE
"afc","asian cup",2023,"UZB","10","MF","Jaloliddin Masharipov","UZB",TRUE
"afc","asian cup",2023,"UZB","11","MF","Oston Urunov","UZB",TRUE
"afc","asian cup",2023,"UZB","12","GK","Abduvohid Nematov","UZB",TRUE
"afc","asian cup",2023,"UZB","13","DF","Sherzod Nasrullaev","UZB",TRUE
"afc","asian cup",2023,"UZB","14","MF","Jamshid Boltaboev","UZB",TRUE
"afc","asian cup",2023,"UZB","15","DF","Umar Eshmurodov","UZB",TRUE
"afc","asian cup",2023,"UZB","16","GK","Botirali Ergashev","UZB",TRUE
"afc","asian cup",2023,"UZB","17","FW","Bobur Abdikholikov","UZB",TRUE
"afc","asian cup",2023,"UZB","18","DF","Abdulla Abdullaev","UZB",TRUE
"afc","asian cup",2023,"UZB","19","MF","Azizbek Turgunboev","UZB",TRUE
"afc","asian cup",2023,"UZB","20","MF","Khojimat Erkinov","UZB",TRUE
"afc","asian cup",2023,"UZB","21","FW","Igor Sergeyev","UZB",TRUE
"afc","asian cup",2023,"UZB","22","MF","Abbosbek Fayzullaev","UZB",TRUE
"afc","asian cup",2023,"UZB","23","MF","Shokhboz Umarov","UZB",TRUE
"afc","asian cup",2023,"UZB","24","FW","Azizbek Amonov","UZB",TRUE
"afc","asian cup",2023,"UZB","25","DF","Abdukodir Khusanov","UZB",TRUE
"afc","asian cup",2023,"UZB","26","DF","Zafarmurod Abdurakhmatov","UZB",TRUE
"afc","asian cup",2023,"SYR","1","GK","Ibrahim Alma","SYR",TRUE
"afc","asian cup",2023,"SYR","2","DF","Aiham Ousou","SWE",FALSE
"afc","asian cup",2023,"SYR","3","DF","Moayad Ajan","SYR",TRUE
"afc","asian cup",2023,"SYR","4","MF","Ezequiel Ham","ARG",FALSE
"afc","asian cup",2023,"SYR","5","DF","Omar Midani","SYR",TRUE
"afc","asian cup",2023,"SYR","6","DF","Amro Jenyat","SYR",TRUE
"afc","asian cup",2023,"SYR","7","FW","Omar Khribin","SYR",TRUE
"afc","asian cup",2023,"SYR","8","MF","Kamel Hmeisheh","SYR",TRUE
"afc","asian cup",2023,"SYR","9","FW","Alaa Al Dali","SYR",TRUE
"afc","asian cup",2023,"SYR","10","MF","Mohammad Al Marmour","SYR",TRUE
"afc","asian cup",2023,"SYR","11","FW","Pablo Sabbag","COL",FALSE
"afc","asian cup",2023,"SYR","12","MF","Ammar Ramadan","SYR",TRUE
"afc","asian cup",2023,"SYR","13","DF","Thaer Krouma","SYR",TRUE
"afc","asian cup",2023,"SYR","14","MF","Mouhamad Anez","SYR",TRUE
"afc","asian cup",2023,"SYR","15","DF","Khaled Kurdaghli","SYR",TRUE
"afc","asian cup",2023,"SYR","16","MF","Elmar Abraham","SWE",FALSE
"afc","asian cup",2023,"SYR","17","MF","Fahd Youssef","SYR",TRUE
"afc","asian cup",2023,"SYR","18","MF","Jalil Elías","ARG",FALSE
"afc","asian cup",2023,"SYR","19","DF","Muayad Al Khouli","SYR",TRUE
"afc","asian cup",2023,"SYR","20","FW","Antonio Yakoub","SWE",FALSE
"afc","asian cup",2023,"SYR","21","MF","Ibrahim Hesar","ARG",FALSE
"afc","asian cup",2023,"SYR","22","GK","Ahmad Madania","SYR",TRUE
"afc","asian cup",2023,"SYR","23","GK","Taha Mosa","SYR",TRUE
"afc","asian cup",2023,"SYR","24","DF","Abdul Rahman Weiss","GRE",FALSE
"afc","asian cup",2023,"SYR","25","FW","Mahmoud Al Aswad","SYR",TRUE
"afc","asian cup",2023,"SYR","26","GK","Maksim Sarraf","RUS",FALSE
"afc","asian cup",2023,"IND","1","GK","Gurpreet Singh Sandhu","IND",TRUE
"afc","asian cup",2023,"IND","2","DF","Rahul Bheke","IND",TRUE
"afc","asian cup",2023,"IND","3","DF","Subhasish Bose","IND",TRUE
"afc","asian cup",2023,"IND","4","DF","Lalchungnunga","IND",TRUE
"afc","asian cup",2023,"IND","5","DF","Sandesh Jhingan","IND",TRUE
"afc","asian cup",2023,"IND","6","DF","Akash Mishra","IND",TRUE
"afc","asian cup",2023,"IND","7","MF","Anirudh Thapa","IND",TRUE
"afc","asian cup",2023,"IND","8","MF","Suresh Singh Wangjam","IND",TRUE
"afc","asian cup",2023,"IND","9","FW","Manvir Singh","IND",TRUE
"afc","asian cup",2023,"IND","10","MF","Brandon Fernandes","IND",TRUE
"afc","asian cup",2023,"IND","11","FW","Sunil Chhetri","IND",TRUE
"afc","asian cup",2023,"IND","12","MF","Liston Colaco","IND",TRUE
"afc","asian cup",2023,"IND","13","GK","Vishal Kaith","IND",TRUE
"afc","asian cup",2023,"IND","14","MF","Naorem Mahesh Singh","IND",TRUE
"afc","asian cup",2023,"IND","15","MF","Udanta Singh Kumam","IND",TRUE
"afc","asian cup",2023,"IND","16","MF","Rahul K. P.","IND",TRUE
"afc","asian cup",2023,"IND","17","MF","Lallianzuala Chhangte","IND",TRUE
"afc","asian cup",2023,"IND","18","MF","Sahal Abdul Samad","UAE",FALSE
"afc","asian cup",2023,"IND","19","MF","Lalengmawia Ralte","IND",TRUE
"afc","asian cup",2023,"IND","20","DF","Pritam Kotal","IND",TRUE
"afc","asian cup",2023,"IND","21","DF","Nikhil Poojary","IND",TRUE
"afc","asian cup",2023,"IND","22","DF","Mehtab Singh","IND",TRUE
"afc","asian cup",2023,"IND","23","GK","Amrinder Singh","IND",TRUE
"afc","asian cup",2023,"IND","24","FW","Vikram Partap Singh","IND",TRUE
"afc","asian cup",2023,"IND","25","MF","Deepak Tangri","IND",TRUE
"afc","asian cup",2023,"IND","26","FW","Ishan Pandita","IND",TRUE
"afc","asian cup",2023,"IRN","1","GK","Alireza Beiranvand","IRN",TRUE
"afc","asian cup",2023,"IRN","2","DF","Sadegh Moharrami","IRN",TRUE
"afc","asian cup",2023,"IRN","3","DF","Ehsan Hajsafi","IRN",TRUE
"afc","asian cup",2023,"IRN","4","DF","Shojae Khalilzadeh","IRN",TRUE
"afc","asian cup",2023,"IRN","5","DF","Milad Mohammadi","IRN",TRUE
"afc","asian cup",2023,"IRN","6","MF","Saeid Ezatolahi","IRN",TRUE
"afc","asian cup",2023,"IRN","7","MF","Alireza Jahanbakhsh","IRN",TRUE
"afc","asian cup",2023,"IRN","8","MF","Omid Ebrahimi","IRN",TRUE
"afc","asian cup",2023,"IRN","9","FW","Mehdi Taremi","IRN",TRUE
"afc","asian cup",2023,"IRN","10","FW","Karim Ansarifard","IRN",TRUE
"afc","asian cup",2023,"IRN","11","FW","Reza Asadi","IRN",TRUE
"afc","asian cup",2023,"IRN","12","GK","Payam Niazmand","IRN",TRUE
"afc","asian cup",2023,"IRN","13","DF","Hossein Kanaanizadegan","IRN",TRUE
"afc","asian cup",2023,"IRN","14","MF","Saman Ghoddos","SWE",FALSE
"afc","asian cup",2023,"IRN","15","MF","Rouzbeh Cheshmi","IRN",TRUE
"afc","asian cup",2023,"IRN","16","MF","Mehdi Torabi","IRN",TRUE
"afc","asian cup",2023,"IRN","17","MF","Ali Gholizadeh","IRN",TRUE
"afc","asian cup",2023,"IRN","18","FW","Mehdi Ghayedi","IRN",TRUE
"afc","asian cup",2023,"IRN","19","DF","Majid Hosseini","IRN",TRUE
"afc","asian cup",2023,"IRN","20","FW","Sardar Azmoun","IRN",TRUE
"afc","asian cup",2023,"IRN","21","MF","Mohammad Mohebi","IRN",TRUE
"afc","asian cup",2023,"IRN","22","GK","Hossein Hosseini","IRN",TRUE
"afc","asian cup",2023,"IRN","23","MF","Ramin Rezaeian","IRN",TRUE
"afc","asian cup",2023,"IRN","24","DF","Aria Yousefi","IRN",TRUE
"afc","asian cup",2023,"IRN","25","DF","Saman Fallah","IRN",TRUE
"afc","asian cup",2023,"IRN","26","FW","Shahriyar Moghanlou","IRN",TRUE
"afc","asian cup",2023,"UAE","1","GK","Ali Khasif","UAE",TRUE
"afc","asian cup",2023,"UAE","2","DF","Abdulla Idrees","UAE",TRUE
"afc","asian cup",2023,"UAE","3","DF","Zayed Sultan","UAE",TRUE
"afc","asian cup",2023,"UAE","4","DF","Khalid Al-Hashemi","UAE",TRUE
"afc","asian cup",2023,"UAE","5","MF","Ali Salmeen","UAE",TRUE
"afc","asian cup",2023,"UAE","6","MF","Majid Rashid","UAE",TRUE
"afc","asian cup",2023,"UAE","7","FW","Ali Mabkhout","UAE",TRUE
"afc","asian cup",2023,"UAE","8","MF","Tahnoon Al-Zaabi","UAE",TRUE
"afc","asian cup",2023,"UAE","9","FW","Ali Saleh","UAE",TRUE
"afc","asian cup",2023,"UAE","10","FW","Fábio Lima","BRA",FALSE
"afc","asian cup",2023,"UAE","11","FW","Caio Canedo","BRA",FALSE
"afc","asian cup",2023,"UAE","12","DF","Khalifa Al Hammadi","UAE",TRUE
"afc","asian cup",2023,"UAE","13","DF","Mohammed Al-Attas","UAE",TRUE
"afc","asian cup",2023,"UAE","14","MF","Abdulla Hamad","UAE",TRUE
"afc","asian cup",2023,"UAE","15","MF","Yahia Nader","UAE",TRUE
"afc","asian cup",2023,"UAE","16","MF","Mohammed Abbas","UAE",TRUE
"afc","asian cup",2023,"UAE","17","GK","Khalid Eisa","UAE",TRUE
"afc","asian cup",2023,"UAE","18","MF","Abdullah Ramadan","UAE",TRUE
"afc","asian cup",2023,"UAE","19","DF","Khaled Ibrahim","UAE",TRUE
"afc","asian cup",2023,"UAE","20","FW","Yahya Al-Ghassani","UAE",TRUE
"afc","asian cup",2023,"UAE","21","FW","Harib Abdalla","UAE",TRUE
"afc","asian cup",2023,"UAE","22","GK","Hassan Hamza","UAE",TRUE
"afc","asian cup",2023,"UAE","23","FW","Sultan Adil","UAE",TRUE
"afc","asian cup",2023,"UAE","24","DF","Ahmed Jamil","UAE",TRUE
"afc","asian cup",2023,"UAE","25","DF","Abdulrahman Saleh","UAE",TRUE
"afc","asian cup",2023,"UAE","26","DF","Bader Nasser","UAE",TRUE
"afc","asian cup",2023,"HKG","1","GK","Yapp Hung Fai","HKG",TRUE
"afc","asian cup",2023,"HKG","2","DF","Sean Tse","ENG",FALSE
"afc","asian cup",2023,"HKG","3","DF","Oliver Gerbig","HKG",TRUE
"afc","asian cup",2023,"HKG","4","DF","Vas Nuñez","HKG",TRUE
"afc","asian cup",2023,"HKG","5","DF","Hélio","BRA",FALSE
"afc","asian cup",2023,"HKG","6","MF","Wu Chun Ming","HKG",TRUE
"afc","asian cup",2023,"HKG","7","DF","Law Tsz Chun","HKG",TRUE
"afc","asian cup",2023,"HKG","8","MF","Tan Chun Lok","HKG",TRUE
"afc","asian cup",2023,"HKG","9","FW","Matt Orr","HKG",TRUE
"afc","asian cup",2023,"HKG","10","MF","Wong Wai","HKG",TRUE
"afc","asian cup",2023,"HKG","11","FW","Everton Camargo","BRA",FALSE
"afc","asian cup",2023,"HKG","12","MF","Lam Hin Ting","HKG",TRUE
"afc","asian cup",2023,"HKG","13","DF","Li Ngai Hoi","HKG",TRUE
"afc","asian cup",2023,"HKG","14","FW","Poon Pui Hin","HKG",TRUE
"afc","asian cup",2023,"HKG","15","MF","Chang Hei Yin","HKG",TRUE
"afc","asian cup",2023,"HKG","16","MF","Chan Siu Kwan","HKG",TRUE
"afc","asian cup",2023,"HKG","17","DF","Shinichi Chan","JPN",FALSE
"afc","asian cup",2023,"HKG","18","GK","Ng Wai Him","HKG",TRUE
"afc","asian cup",2023,"HKG","19","GK","Tse Ka Wing","HKG",TRUE
"afc","asian cup",2023,"HKG","20","FW","Michael Udebuluzor","HKG",TRUE
"afc","asian cup",2023,"HKG","21","DF","Yue Tze Nam","HKG",TRUE
"afc","asian cup",2023,"HKG","22","MF","Yu Joy Yin","HKG",TRUE
"afc","asian cup",2023,"HKG","23","DF","Sun Ming Him","HKG",TRUE
"afc","asian cup",2023,"HKG","24","MF","Ju Yingzhi","CHN",FALSE
"afc","asian cup",2023,"HKG","25","FW","Stefan Pereira","BRA",FALSE
"afc","asian cup",2023,"HKG","26","FW","Juninho","BRA",FALSE
"afc","asian cup",2023,"PLE","1","GK","Amr Kaddoura","SWE",FALSE
"afc","asian cup",2023,"PLE","2","DF","Mohammed Khalil","PLE",TRUE
"afc","asian cup",2023,"PLE","3","MF","Mohammed Rashid","PLE",TRUE
"afc","asian cup",2023,"PLE","4","DF","Yaser Hamed","ESP",FALSE
"afc","asian cup",2023,"PLE","5","DF","Mohammed Saleh","PLE",TRUE
"afc","asian cup",2023,"PLE","6","MF","Oday Kharoub","PLE",TRUE
"afc","asian cup",2023,"PLE","7","DF","Musab Al-Battat","PLE",TRUE
"afc","asian cup",2023,"PLE","8","FW","Alaa Aldeen Hassan","ISR",FALSE
"afc","asian cup",2023,"PLE","9","MF","Tamer Seyam","PLE",TRUE
"afc","asian cup",2023,"PLE","10","MF","Mahmoud Abu Warda","PLE",TRUE
"afc","asian cup",2023,"PLE","11","FW","Oday Dabbagh","PLE",TRUE
"afc","asian cup",2023,"PLE","12","DF","Camilo Saldaña","CHI",FALSE
"afc","asian cup",2023,"PLE","13","FW","Shehab Qunbar","PLE",TRUE
"afc","asian cup",2023,"PLE","14","MF","Samer Zubaida","PLE",TRUE
"afc","asian cup",2023,"PLE","15","DF","Michel Termanini","SWE",FALSE
"afc","asian cup",2023,"PLE","16","GK","Naim Abu Aker","PLE",TRUE
"afc","asian cup",2023,"PLE","17","DF","Mousa Farawi","PLE",TRUE
"afc","asian cup",2023,"PLE","18","DF","Amid Mahajna","ISR",FALSE
"afc","asian cup",2023,"PLE","19","FW","Mahmoud Wadi","PLE",TRUE
"afc","asian cup",2023,"PLE","20","FW","Zaid Qunbar","PLE",TRUE
"afc","asian cup",2023,"PLE","21","MF","Islam Batran","PLE",TRUE
"afc","asian cup",2023,"PLE","22","GK","Rami Hamadeh","ISR",FALSE
"afc","asian cup",2023,"PLE","23","MF","Ataa Jaber","ISR",FALSE
"afc","asian cup",2023,"PLE","24","DF","Mahdi Issa","PLE",TRUE
"afc","asian cup",2023,"PLE","25","DF","Samer Jundi","PLE",TRUE
"afc","asian cup",2023,"PLE","26","GK","Baraa Kharoub","PLE",TRUE
"afc","asian cup",2023,"JPN","1","GK","Daiya Maekawa","JPN",TRUE
"afc","asian cup",2023,"JPN","2","DF","Yukinari Sugawara","JPN",TRUE
"afc","asian cup",2023,"JPN","3","DF","Shōgo Taniguchi","JPN",TRUE
"afc","asian cup",2023,"JPN","4","DF","Kō Itakura","JPN",TRUE
"afc","asian cup",2023,"JPN","5","MF","Hidemasa Morita","JPN",TRUE
"afc","asian cup",2023,"JPN","6","MF","Wataru Endō","JPN",TRUE
"afc","asian cup",2023,"JPN","7","MF","Kaoru Mitoma","JPN",TRUE
"afc","asian cup",2023,"JPN","8","MF","Takumi Minamino","JPN",TRUE
"afc","asian cup",2023,"JPN","9","FW","Ayase Ueda","JPN",TRUE
"afc","asian cup",2023,"JPN","10","MF","Ritsu Dōan","JPN",TRUE
"afc","asian cup",2023,"JPN","11","FW","Mao Hosoya","JPN",TRUE
"afc","asian cup",2023,"JPN","12","GK","Taishi Brandon Nozawa","JPN",TRUE
"afc","asian cup",2023,"JPN","13","MF","Keito Nakamura","JPN",TRUE
"afc","asian cup",2023,"JPN","14","MF","Junya Itō","JPN",TRUE
"afc","asian cup",2023,"JPN","15","DF","Kōki Machida","JPN",TRUE
"afc","asian cup",2023,"JPN","16","DF","Seiya Maikuma","JPN",TRUE
"afc","asian cup",2023,"JPN","17","MF","Reo Hatate","JPN",TRUE
"afc","asian cup",2023,"JPN","18","FW","Takuma Asano","JPN",TRUE
"afc","asian cup",2023,"JPN","19","DF","Yūta Nakayama","JPN",TRUE
"afc","asian cup",2023,"JPN","20","MF","Takefusa Kubo","JPN",TRUE
"afc","asian cup",2023,"JPN","21","DF","Hiroki Itō","JPN",TRUE
"afc","asian cup",2023,"JPN","22","DF","Takehiro Tomiyasu","JPN",TRUE
"afc","asian cup",2023,"JPN","23","GK","Zion Suzuki","USA",FALSE
"afc","asian cup",2023,"JPN","24","DF","Tsuyoshi Watanabe","JPN",TRUE
"afc","asian cup",2023,"JPN","25","FW","Daizen Maeda","JPN",TRUE
"afc","asian cup",2023,"JPN","26","MF","Kaishū Sano","JPN",TRUE
"afc","asian cup",2023,"IDN","1","GK","Muhammad Riyandi","IDN",TRUE
"afc","asian cup",2023,"IDN","2","MF","Yakob Sayuri","IDN",TRUE
"afc","asian cup",2023,"IDN","3","DF","Elkan Baggott","THA",FALSE
"afc","asian cup",2023,"IDN","4","DF","Jordi Amat","ESP",FALSE
"afc","asian cup",2023,"IDN","5","DF","Rizky Ridho","IDN",TRUE
"afc","asian cup",2023,"IDN","6","DF","Sandy Walsh","BEL",FALSE
"afc","asian cup",2023,"IDN","7","MF","Marselino Ferdinan","IDN",TRUE
"afc","asian cup",2023,"IDN","8","MF","Witan Sulaeman","IDN",TRUE
"afc","asian cup",2023,"IDN","9","FW","Dimas Drajad","IDN",TRUE
"afc","asian cup",2023,"IDN","10","MF","Egy Maulana Vikri","IDN",TRUE
"afc","asian cup",2023,"IDN","11","FW","Rafael Struick","NED",FALSE
"afc","asian cup",2023,"IDN","12","DF","Pratama Arhan","IDN",TRUE
"afc","asian cup",2023,"IDN","13","DF","Edo Febriansah","IDN",TRUE
"afc","asian cup",2023,"IDN","14","DF","Asnawi Mangkualam","IDN",TRUE
"afc","asian cup",2023,"IDN","15","MF","Ricky Kambuaya","IDN",TRUE
"afc","asian cup",2023,"IDN","16","FW","Hokky Caraka","IDN",TRUE
"afc","asian cup",2023,"IDN","17","MF","Adam Alis","IDN",TRUE
"afc","asian cup",2023,"IDN","18","FW","Ramadhan Sananta","IDN",TRUE
"afc","asian cup",2023,"IDN","19","DF","Wahyu Prasetyo","IDN",TRUE
"afc","asian cup",2023,"IDN","20","DF","Shayne Pattynama","NED",FALSE
"afc","asian cup",2023,"IDN","21","GK","Ernando Ari","IDN",TRUE
"afc","asian cup",2023,"IDN","22","FW","Dendy Sulistyawan","IDN",TRUE
"afc","asian cup",2023,"IDN","23","MF","Marc Klok","NED",FALSE
"afc","asian cup",2023,"IDN","24","MF","Ivar Jenner","NED",FALSE
"afc","asian cup",2023,"IDN","25","DF","Justin Hubner","NED",FALSE
"afc","asian cup",2023,"IDN","26","GK","Nadeo Argawinata","IDN",TRUE
"afc","asian cup",2023,"IRQ","1","GK","Fahad Talib","IRQ",TRUE
"afc","asian cup",2023,"IRQ","2","DF","Rebin Sulaka","IRQ",TRUE
"afc","asian cup",2023,"IRQ","3","DF","Hussein Ali","SWE",FALSE
"afc","asian cup",2023,"IRQ","4","DF","Saad Natiq","IRQ",TRUE
"afc","asian cup",2023,"IRQ","5","DF","Frans Putros","DEN",FALSE
"afc","asian cup",2023,"IRQ","6","DF","Ali Adnan","IRQ",TRUE
"afc","asian cup",2023,"IRQ","7","MF","Youssef Amyn","GER",FALSE
"afc","asian cup",2023,"IRQ","8","MF","Ibrahim Bayesh","IRQ",TRUE
"afc","asian cup",2023,"IRQ","9","FW","Ali Al-Hamadi","IRQ",TRUE
"afc","asian cup",2023,"IRQ","10","FW","Mohanad Ali","IRQ",TRUE
"afc","asian cup",2023,"IRQ","11","MF","Zidane Iqbal","ENG",FALSE
"afc","asian cup",2023,"IRQ","12","GK","Jalal Hassan","IRQ",TRUE
"afc","asian cup",2023,"IRQ","13","MF","Bashar Resan","IRQ",TRUE
"afc","asian cup",2023,"IRQ","14","MF","Akam Hashim","IRQ",TRUE
"afc","asian cup",2023,"IRQ","15","DF","Allan Mohideen","SWE",FALSE
"afc","asian cup",2023,"IRQ","16","MF","Amir Al-Ammari","SWE",FALSE
"afc","asian cup",2023,"IRQ","17","MF","Ali Jasim","IRQ",TRUE
"afc","asian cup",2023,"IRQ","18","FW","Aymen Hussein","IRQ",TRUE
"afc","asian cup",2023,"IRQ","19","MF","Danilo Al-Saed","SWE",FALSE
"afc","asian cup",2023,"IRQ","20","MF","Osama Rashid","IRQ",TRUE
"afc","asian cup",2023,"IRQ","21","MF","Ahmad Allée","IRQ",TRUE
"afc","asian cup",2023,"IRQ","22","GK","Ahmed Basil","IRQ",TRUE
"afc","asian cup",2023,"IRQ","23","DF","Merchas Doski","GER",FALSE
"afc","asian cup",2023,"IRQ","24","DF","Zaid Tahseen","IRQ",TRUE
"afc","asian cup",2023,"IRQ","25","DF","Ahmed Yahya","IRQ",TRUE
"afc","asian cup",2023,"IRQ","26","MF","Montader Madjed","SWE",FALSE
"afc","asian cup",2023,"VIE","1","GK","Nguyễn Filip","CZE",FALSE
"afc","asian cup",2023,"VIE","2","DF","Đỗ Duy Mạnh","VIE",TRUE
"afc","asian cup",2023,"VIE","3","DF","Võ Minh Trọng","VIE",TRUE
"afc","asian cup",2023,"VIE","4","DF","Hồ Tấn Tài","VIE",TRUE
"afc","asian cup",2023,"VIE","5","DF","Giáp Tuấn Dương","VIE",TRUE
"afc","asian cup",2023,"VIE","6","DF","Nguyễn Thanh Bình","VIE",TRUE
"afc","asian cup",2023,"VIE","7","MF","Phạm Xuân Mạnh","VIE",TRUE
"afc","asian cup",2023,"VIE","8","MF","Đỗ Hùng Dũng","VIE",TRUE
"afc","asian cup",2023,"VIE","9","FW","Nguyễn Văn Toàn","VIE",TRUE
"afc","asian cup",2023,"VIE","10","FW","Phạm Tuấn Hải","VIE",TRUE
"afc","asian cup",2023,"VIE","11","MF","Nguyễn Tuấn Anh","VIE",TRUE
"afc","asian cup",2023,"VIE","12","DF","Phan Tuấn Tài","VIE",TRUE
"afc","asian cup",2023,"VIE","13","MF","Trương Tiến Anh","VIE",TRUE
"afc","asian cup",2023,"VIE","14","FW","Nguyễn Văn Trường","VIE",TRUE
"afc","asian cup",2023,"VIE","15","FW","Nguyễn Đình Bắc","VIE",TRUE
"afc","asian cup",2023,"VIE","16","MF","Nguyễn Thái Sơn","VIE",TRUE
"afc","asian cup",2023,"VIE","17","DF","Vũ Văn Thanh","VIE",TRUE
"afc","asian cup",2023,"VIE","18","MF","Nguyễn Hai Long","VIE",TRUE
"afc","asian cup",2023,"VIE","19","MF","Nguyễn Quang Hải","VIE",TRUE
"afc","asian cup",2023,"VIE","20","DF","Bùi Hoàng Việt Anh","VIE",TRUE
"afc","asian cup",2023,"VIE","21","GK","Nguyễn Đình Triệu","VIE",TRUE
"afc","asian cup",2023,"VIE","22","FW","Khuất Văn Khang","VIE",TRUE
"afc","asian cup",2023,"VIE","23","GK","Nguyễn Văn Việt","VIE",TRUE
"afc","asian cup",2023,"VIE","24","FW","Nguyễn Văn Tùng","VIE",TRUE
"afc","asian cup",2023,"VIE","25","MF","Lê Phạm Thành Long","VIE",TRUE
"afc","asian cup",2023,"VIE","26","DF","Lê Ngọc Bảo","VIE",TRUE
"afc","asian cup",2023,"KOR","1","GK","Kim Seung-gyu","KOR",TRUE
"afc","asian cup",2023,"KOR","2","DF","Lee Ki-je","KOR",TRUE
"afc","asian cup",2023,"KOR","3","DF","Kim Jin-su","KOR",TRUE
"afc","asian cup",2023,"KOR","4","DF","Kim Min-jae","KOR",TRUE
"afc","asian cup",2023,"KOR","5","MF","Park Yong-woo","KOR",TRUE
"afc","asian cup",2023,"KOR","6","MF","Hwang In-beom","KOR",TRUE
"afc","asian cup",2023,"KOR","7","FW","Son Heung-min","KOR",TRUE
"afc","asian cup",2023,"KOR","8","MF","Hong Hyun-seok","KOR",TRUE
"afc","asian cup",2023,"KOR","9","FW","Cho Gue-sung","KOR",TRUE
"afc","asian cup",2023,"KOR","10","MF","Lee Jae-sung","KOR",TRUE
"afc","asian cup",2023,"KOR","11","FW","Hwang Hee-chan","KOR",TRUE
"afc","asian cup",2023,"KOR","12","GK","Song Bum-keun","KOR",TRUE
"afc","asian cup",2023,"KOR","13","MF","Lee Soon-min","KOR",TRUE
"afc","asian cup",2023,"KOR","14","MF","Moon Seon-min","KOR",TRUE
"afc","asian cup",2023,"KOR","15","DF","Jung Seung-hyun","KOR",TRUE
"afc","asian cup",2023,"KOR","16","MF","Park Jin-seob","KOR",TRUE
"afc","asian cup",2023,"KOR","17","MF","Jeong Woo-yeong","KOR",TRUE
"afc","asian cup",2023,"KOR","18","MF","Lee Kang-in","KOR",TRUE
"afc","asian cup",2023,"KOR","19","DF","Kim Young-gwon","KOR",TRUE
"afc","asian cup",2023,"KOR","20","FW","Oh Hyeon-gyu","KOR",TRUE
"afc","asian cup",2023,"KOR","21","GK","Jo Hyeon-woo","KOR",TRUE
"afc","asian cup",2023,"KOR","22","DF","Seol Young-woo","KOR",TRUE
"afc","asian cup",2023,"KOR","23","DF","Kim Tae-hwan","KOR",TRUE
"afc","asian cup",2023,"KOR","24","DF","Kim Ju-sung","KOR",TRUE
"afc","asian cup",2023,"KOR","25","DF","Kim Ji-soo","KOR",TRUE
"afc","asian cup",2023,"KOR","26","MF","Yang Hyun-jun","KOR",TRUE
"afc","asian cup",2023,"MAS","1","GK","Azri Ghani","MAS",TRUE
"afc","asian cup",2023,"MAS","2","DF","Matthew Davies","AUS",FALSE
"afc","asian cup",2023,"MAS","3","DF","Shahrul Saad","MAS",TRUE
"afc","asian cup",2023,"MAS","4","DF","Daniel Ting","ENG",FALSE
"afc","asian cup",2023,"MAS","5","DF","Syahmi Safari","MAS",TRUE
"afc","asian cup",2023,"MAS","6","DF","Dominic Tan","MAS",TRUE
"afc","asian cup",2023,"MAS","7","FW","Faisal Halim","MAS",TRUE
"afc","asian cup",2023,"MAS","8","MF","Stuart Wilkin","ENG",FALSE
