"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"NY","46540","Utica-Rome, NY","Metropolitan Statistical Area",299397,299896,316633,320180,340670,330771,284262,263163,262769,247795,210513,183849,168530,158144,149937,145763,137810,122787,107196,82014,55838,36761,0,"Utica, NY"
"NY","48060","Watertown-Fort Drum, NY","Metropolitan Statistical Area",116229,111738,110943,88151,88508,87835,85521,84003,83574,82250,80382,76748,68806,66103,65415,69825,68153,60984,48493,32952,15140,0,0,"Watertown, NY"
"NY-NJ-PA","35620","New York-Newark-Jersey City, NY-NJ-PA","Metropolitan Statistical Area",18897109,18323002,16846046,16363540,17062309,15346313,13299834,11950188,11123506,8693184,7248147,5231748,3845131,2952270,2319319,1801668,1142364,740120,552235,437165,360278,290743,229343,"New York, NY"
"OH","10420","Akron, OH","Metropolitan Statistical Area",703200,694960,657575,660328,679239,605367,473986,386065,386813,322334,138560,100961,81957,71288,59258,51552,51904,45525,18826,10095,2995,0,0,"Akron, OH"
"OH","11740","Ashland, OH","Micropolitan Statistical Area",53139,52523,47507,46178,43303,38771,33040,29785,26867,24627,22975,21184,22223,23883,21933,22951,23813,0,0,0,0,0,0,"Ashland, OH"
"OH","11780","Ashtabula, OH","Micropolitan Statistical Area",101497,102728,99821,104215,98237,93067,78695,68674,68361,65545,59547,51448,43655,37139,32517,31814,28767,23724,14584,7382,0,0,0,"Ashtabula, OH"
"OH","11900","Athens, OH","Micropolitan Statistical Area",64757,62223,59549,56399,54889,46998,45839,46166,44175,50430,47798,38730,35194,28411,23768,21364,18215,19109,9787,6338,2791,0,0,"Athens, OH"
"OH","13340","Bellefontaine, OH","Micropolitan Statistical Area",45858,46005,42310,39155,35072,34803,31329,29624,28981,30104,30084,30420,27386,26267,23028,20996,19162,14015,6440,3159,0,0,0,"Bellefontaine, OH"
"OH","15340","Bucyrus-Galion, OH","Micropolitan Statistical Area",43784,46966,47870,50075,50364,46775,38738,35571,35345,36054,34036,33915,31927,30583,25556,23881,18177,13152,4791,0,0,0,0,"Bucyrus, OH"
"OH","15740","Cambridge, OH","Micropolitan Statistical Area",40087,40792,39024,42024,37665,38579,38452,38822,41486,45352,42716,34425,28645,27197,23838,24474,30438,27748,18036,9292,3051,0,0,"Cambridge, OH"
"OH","15940","Canton-Massillon, OH","Metropolitan Statistical Area",404422,406934,394106,404421,393789,361202,302233,252336,237841,193160,138748,111558,101736,80447,66999,58716,57563,52711,26588,12406,2734,0,0,"Canton, OH"
"OH","16380","Celina, OH","Micropolitan Statistical Area",40814,40924,39443,38334,35265,32559,28311,26256,25096,26872,27536,28021,27220,21808,17254,14104,7712,8277,1110,95,0,0,0,"Celina, OH"
"OH","17060","Chillicothe, OH","Micropolitan Statistical Area",78064,73345,69330,65004,61211,61215,54424,52147,45181,41556,40069,40940,39454,40307,37097,35071,32074,27460,24068,20619,15514,8540,0,"Chillicothe, OH"
"OH","17460","Cleveland-Elyria, OH","Metropolitan Statistical Area",2077240,2148143,2102248,2173734,2321037,2126983,1680736,1432124,1397426,1103877,774657,552359,403731,284499,212535,161687,131107,93341,39442,17201,4376,0,0,"Cleveland, OH"
"OH","18140","Columbus, OH","Metropolitan Statistical Area",1901974,1675013,1462258,1325649,1218536,1025822,794489,664210,624067,548201,487332,416256,370299,327247,269287,251983,232235,180386,115261,76928,29426,0,0,"Columbus, OH"
"OH","18740","Coshocton, OH","Micropolitan Statistical Area",36901,36655,35427,36024,33486,32224,31141,30594,28976,29595,30121,29337,26703,26642,23600,25032,25674,21590,11161,7086,0,0,0,"Coshocton, OH"
"OH","19430","Dayton-Kettering, OH","Metropolitan Statistical Area",799232,805816,803722,791847,815547,694623,518642,383975,358041,289181,238543,204864,170426,146057,124784,108386,85163,69154,51970,35379,17533,0,0,"Dayton, OH"
"OH","19580","Defiance, OH","Micropolitan Statistical Area",39037,39500,39350,39987,36949,31508,25925,24367,22714,24549,24498,26387,25769,22515,15719,11886,6966,0,0,0,0,0,0,"Defiance, OH"
"OH","22300","Findlay, OH","Micropolitan Statistical Area",74782,71295,65536,64581,61217,53686,44280,40793,40404,38394,37860,41993,42563,27784,23847,22886,16751,9986,813,0,0,0,0,"Findlay, OH"
"OH","23380","Fremont, OH","Micropolitan Statistical Area",60944,61792,61963,63267,60983,56486,46114,41014,39731,37109,35171,34311,30617,32057,25503,21429,14305,10182,2851,852,0,0,0,"Fremont, OH"
"OH","24820","Greenville, OH","Micropolitan Statistical Area",52959,53309,53619,55096,49141,45612,41799,38831,38009,42911,42933,42532,42961,40496,32278,26009,20276,13282,6204,3622,0,0,0,"Greenville, OH"
"OH","27160","Jackson, OH","Micropolitan Statistical Area",33225,32641,30230,30592,27174,29372,27767,27004,25040,27342,30791,34248,28408,23686,21759,17941,12719,9744,5941,3746,0,0,0,"Jackson, OH"
"OH","30620","Lima, OH","Metropolitan Statistical Area",106331,108473,109755,112241,111144,103691,88183,73303,69419,68223,56580,47976,40644,31314,23623,19185,12109,9079,578,0,0,0,0,"Lima, OH"
"OH","31900","Mansfield, OH","Metropolitan Statistical Area",124475,128852,126137,131205,129997,117761,91305,73853,65902,55178,47667,44289,38072,36306,32516,31158,30879,44532,24006,9169,0,0,0,"Mansfield, OH"
"OH","31930","Marietta, OH","Micropolitan Statistical Area",61778,63251,62254,64266,57160,51689,44407,43537,42437,43049,45422,48245,42380,43244,40609,36268,29540,20823,11731,10425,5991,5427,0,"Marietta, OH"
"OH","32020","Marion, OH","Micropolitan Statistical Area",66501,66217,64274,67974,64724,60221,49959,44898,45420,42004,33971,28678,24727,20565,16184,15490,12618,14765,6551,0,0,0,0,"Marion, OH"
"OH","34540","Mount Vernon, OH","Micropolitan Statistical Area",60921,54500,47473,46304,41795,38808,35287,31024,29338,29580,30181,27768,27600,27431,26333,27735,28872,29579,17085,8326,2149,0,0,"Mount Vernon, OH"
"OH","35420","New Philadelphia-Dover, OH","Micropolitan Statistical Area",92582,90914,84090,84614,77211,76789,70320,68816,68193,63578,57035,53751,46618,40198,33840,32463,31761,25631,14298,8328,3045,0,0,"New Philadelphia, OH"
"OH","35940","Norwalk, OH","Micropolitan Statistical Area",59626,59487,56240,54608,49587,47326,39353,34800,33700,32424,34206,32330,31949,31609,28532,29616,26203,23933,13341,6675,0,0,0,"Norwalk, OH"
"OH","39020","Portsmouth, OH","Micropolitan Statistical Area",79499,79195,80327,84545,76951,84216,82910,86565,81221,62850,48463,40981,35377,33511,29302,24297,18428,11192,8740,5750,3399,0,0,"Portsmouth, OH"
"OH","41400","Salem, OH","Micropolitan Statistical Area",107841,112075,108276,113572,108310,107004,98920,90121,86484,83131,76619,68590,59029,48602,38299,32836,33621,40378,35592,22033,10878,0,0,"Salem, OH"
"OH","41780","Sandusky, OH","Micropolitan Statistical Area",77079,79551,76779,79655,75909,68000,52565,43201,42133,39789,38327,37650,35462,32640,28188,24474,18568,12599,0,0,0,0,0,"Sandusky, OH"
"OH","43380","Sidney, OH","Micropolitan Statistical Area",49423,47910,44915,43089,37748,33586,28488,26071,24924,25923,24663,24625,24707,24137,20748,17493,13958,12154,3671,2106,0,0,0,"Sidney, OH"
"OH","44220","Springfield, OH","Metropolitan Statistical Area",138333,144742,147548,150236,157115,131440,111661,95647,90936,80728,66435,58939,52277,41948,32070,25300,22178,16882,13114,9533,0,0,0,"Springfield, OH"
"OH","45660","Tiffin, OH","Micropolitan Statistical Area",56745,58683,59733,61901,60696,59326,52978,48499,47941,43176,42421,41163,40869,36947,30827,30868,27104,18128,5159,0,0,0,0,"Tiffin, OH"
"OH","45780","Toledo, OH","Metropolitan Statistical Area",651429,659188,654157,656940,644262,594151,510205,444115,445615,366251,285332,250128,190685,142214,102471,64776,32609,16987,1102,733,0,0,0,"Toledo, OH"
"OH","46500","Urbana, OH","Micropolitan Statistical Area",40097,38890,36019,33649,30491,29714,26793,25258,24103,25071,26351,26642,26980,27817,24188,22698,19782,16721,12131,8479,6303,0,0,"Urbana, OH"
"OH","46780","Van Wert, OH","Micropolitan Statistical Area",28744,29659,30464,30458,29194,28840,26971,26759,26273,28210,29119,30394,29671,23028,15823,10238,4793,1577,49,0,0,0,0,"Van Wert, OH"
"OH","47540","Wapakoneta, OH","Micropolitan Statistical Area",45949,46611,44585,42554,38602,36147,30637,28037,28034,29527,31246,31192,28100,25444,20041,17187,11338,0,0,0,0,0,0,"Wapakoneta, OH"
"OH","47920","Washington Court House, OH","Micropolitan Statistical Area",29030,28433,27466,27467,25461,24775,22554,21385,20755,21518,21744,21725,22309,20364,17170,15935,12726,10984,8182,6316,1854,0,0,"Washington Court House, OH"
"OH","48940","Wilmington, OH","Micropolitan Statistical Area",42040,40543,35415,34603,31464,30004,25572,22574,21547,23036,23680,24202,24240,24756,21914,21461,18838,15719,11436,8085,2674,0,0,"Wilmington, OH"
"OH","49300","Wooster, OH","Micropolitan Statistical Area",114520,111564,101461,97408,87123,75497,58716,50520,47024,41346,38058,37870,39005,40076,35116,32483,32981,35808,23333,11933,0,0,0,"Wooster, OH"
"OH","49780","Zanesville, OH","Micropolitan Statistical Area",86074,84585,82068,83340,77826,79159,74535,69795,67398,57980,57488,53185,51210,49774,44886,44416,45049,38749,29334,17824,10036,0,0,"Zanesville, OH"
"OH-KY-IN","17140","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",2137667,2016981,1851893,1760661,1696816,1551116,1251150,1084982,1037228,884136,833918,776304,722393,655513,562798,491118,390061,260740,210367,153564,70763,23639,0,"Cincinnati, OH"
"OH-PA","49660","Youngstown-Warren-Boardman, OH-PA","Metropolitan Statistical Area",565773,602964,613622,659649,663178,636525,528498,473605,458451,364018,246616,174112,154096,143912,119637,93406,87397,70980,45882,27227,16948,4530,0,"Youngstown, OH"
"OK","10220","Ada, OK","Micropolitan Statistical Area",37492,35143,34119,32598,27867,28089,30875,39792,32469,30949,24331,23057,0,0,0,0,0,0,0,0,0,0,0,"Ada, OK"
"OK","11060","Altus, OK","Micropolitan Statistical Area",26446,28439,28764,30356,30902,29736,20082,22708,28910,22141,23737,17087,0,0,0,0,0,0,0,0,0,0,0,"Altus, OK"
"OK","11620","Ardmore, OK","Micropolitan Statistical Area",56980,54452,51076,51079,42986,44906,44176,54725,51058,52680,35594,37536,0,0,0,0,0,0,0,0,0,0,0,"Ardmore, OK"
"OK","12780","Bartlesville, OK","Micropolitan Statistical Area",50976,48996,48066,48113,42277,42347,32880,30559,27777,27002,17484,12813,0,0,0,0,0,0,0,0,0,0,0,"Bartlesville, OK"
"OK","20340","Duncan, OK","Micropolitan Statistical Area",45048,43182,42299,43419,35902,37990,34071,31090,33069,24692,22252,20148,0,0,0,0,0,0,0,0,0,0,0,"Duncan, OK"
"OK","20460","Durant, OK","Micropolitan Statistical Area",42416,36534,32089,30535,25552,24252,28999,38138,32277,40700,29854,27865,0,0,0,0,0,0,0,0,0,0,0,"Durant, OK"
"OK","21120","Elk City, OK","Micropolitan Statistical Area",22119,19799,18812,19243,15754,17782,21627,22169,28991,18989,19699,17758,0,0,0,0,0,0,0,0,0,0,0,"Elk City, OK"
"OK","21420","Enid, OK","Metropolitan Statistical Area",60580,57813,56735,62820,55365,52975,52820,45484,45588,37500,33050,28300,22076,0,0,0,0,0,0,0,0,0,0,"Enid, OK"
"OK","25100","Guymon, OK","Micropolitan Statistical Area",20640,20107,16419,17727,16352,14162,14235,9896,14100,13975,14249,16448,0,0,0,0,0,0,0,0,0,0,0,"Guymon, OK"
"OK","30020","Lawton, OK","Metropolitan Statistical Area",130291,121610,118137,119794,114976,98834,65345,51872,49759,43308,41489,31738,0,0,0,0,0,0,0,0,0,0,0,"Lawton, OK"
"OK","32540","McAlester, OK","Micropolitan Statistical Area",45837,43953,40581,40524,37521,34360,41031,48985,50778,52570,47650,37677,0,0,0,0,0,0,0,0,0,0,0,"McAlester, OK"
"OK","33060","Miami, OK","Micropolitan Statistical Area",31848,33194,30561,32870,29800,28301,32218,35849,38542,41108,15713,12827,0,0,0,0,0,0,0,0,0,0,0,"Miami, OK"
"OK","34780","Muskogee, OK","Micropolitan Statistical Area",70990,69451,68078,66939,59542,61866,65573,65914,66424,61710,52743,37467,0,0,0,0,0,0,0,0,0,0,0,"Muskogee, OK"
"OK","36420","Oklahoma City, OK","Metropolitan Statistical Area",1252987,1095421,971042,871821,723527,591608,486264,414311,405513,272209,240063,198731,111854,38275,0,0,0,0,0,0,0,0,0,"Oklahoma City, OK"
"OK","38620","Ponca City, OK","Micropolitan Statistical Area",46562,48080,48056,49852,48791,51042,48892,47084,50186,34907,26999,24757,22530,0,0,0,0,0,0,0,0,0,0,"Ponca City, OK"
"OK","43060","Shawnee, OK","Micropolitan Statistical Area",69442,65521,58760,55239,43134,41486,43517,54377,66572,46028,43595,43272,26412,0,0,0,0,0,0,0,0,0,0,"Shawnee, OK"
"OK","44660","Stillwater, OK","Micropolitan Statistical Area",77350,68190,61507,62435,50654,44231,46430,36057,36905,30180,23735,22022,20909,7215,0,0,0,0,0,0,0,0,0,"Stillwater, OK"
"OK","45140","Tahlequah, OK","Micropolitan Statistical Area",46987,42521,34049,30684,23174,17762,18989,21030,17470,19872,16778,14274,0,0,0,0,0,0,0,0,0,0,0,"Tahlequah, OK"
"OK","46140","Tulsa, OK","Metropolitan Statistical Area",937478,859532,761019,711652,574229,503090,422350,400584,416847,321213,159588,121878,12366,0,0,0,0,0,0,0,0,0,0,"Tulsa, OK"
"OK","48220","Weatherford, OK","Micropolitan Statistical Area",27469,26142,26897,25995,22665,21040,21097,23068,27517,18736,23231,18478,12264,0,0,0,0,0,0,0,0,0,0,"Weatherford, OK"
"OK","49260","Woodward, OK","Micropolitan Statistical Area",24232,22561,23473,26768,20666,19359,21709,24736,26385,26336,31967,28573,7469,0,0,0,0,0,0,0,0,0,0,"Woodward, OK"
"OR","10540","Albany-Lebanon, OR","Metropolitan Statistical Area",116672,103069,91227,89495,71914,58867,54317,30485,24700,24550,22662,18603,16265,12676,8717,6772,994,0,0,0,0,0,0,"Albany, OR"
"OR","11820","Astoria, OR","Micropolitan Statistical Area",37039,35630,33301,32489,28473,27380,30776,24697,21124,23030,16106,12765,10016,7222,1255,498,462,0,0,0,0,0,0,"Astoria, OR"
"OR","13460","Bend, OR","Metropolitan Statistical Area",157733,115367,74958,62142,30442,23100,21812,18631,14749,9622,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bend, OR"
"OR","15060","Brookings, OR","Micropolitan Statistical Area",22364,21137,19327,16992,13006,13983,6048,4301,3257,3025,2044,1868,1709,1208,504,393,0,0,0,0,0,0,0,"Brookings, OR"
"OR","18300","Coos Bay, OR","Micropolitan Statistical Area",63043,62779,60273,64047,56515,54955,42265,32466,28373,22257,17959,10324,8874,4834,1644,445,0,0,0,0,0,0,0,"Coos Bay, OR"
"OR","18700","Corvallis, OR","Metropolitan Statistical Area",85579,78153,70811,68211,53776,39165,31570,18629,16555,13744,10663,6706,8650,6403,4584,3074,814,0,0,0,0,0,0,"Corvallis, OR"
"OR","21660","Eugene-Springfield, OR","Metropolitan Statistical Area",351715,322959,282912,275226,213358,162890,125776,69096,54493,36166,33783,19604,15198,9411,6426,4780,0,0,0,0,0,0,0,"Eugene, OR"
"OR","24420","Grants Pass, OR","Metropolitan Statistical Area",82713,75726,62649,58855,35746,29917,26542,16301,11498,7655,9567,7517,4878,2485,1204,1623,0,0,0,0,0,0,0,"Grants Pass, OR"
"OR","25840","Hermiston-Pendleton, OR","Micropolitan Statistical Area",87062,81543,66874,66380,49388,49223,46486,30367,29340,31563,24666,22200,17586,9607,2916,0,0,0,0,0,0,0,0,"Hermiston, OR"
"OR","26220","Hood River, OR","Micropolitan Statistical Area",22346,20411,16903,15835,13187,13395,12740,11580,8938,8315,8016,0,0,0,0,0,0,0,0,0,0,0,0,"Hood River, OR"
"OR","28900","Klamath Falls, OR","Micropolitan Statistical Area",66380,63775,57702,59117,50021,47475,42150,40497,32407,11413,8554,3970,2444,0,0,0,0,0,0,0,0,0,0,"Klamath Falls, OR"
"OR","29260","La Grande, OR","Micropolitan Statistical Area",25748,24530,23598,23921,19377,18180,17962,17399,17492,16636,16191,16070,12044,6650,2552,0,0,0,0,0,0,0,0,"La Grande, OR"
"OR","32780","Medford, OR","Metropolitan Statistical Area",203206,181269,146389,132456,94533,73962,58510,36213,32918,20405,25756,13698,11455,8154,4778,3736,0,0,0,0,0,0,0,"Medford, OR"
"OR","35440","Newport, OR","Micropolitan Statistical Area",46034,44479,38889,35264,25755,24635,21308,14549,9903,6084,5587,3575,0,0,0,0,0,0,0,0,0,0,0,"Newport, OR"
"OR","39260","Prineville, OR","Micropolitan Statistical Area",20978,19182,14111,13091,9985,9430,8991,5533,3336,3424,9315,3964,3244,0,0,0,0,0,0,0,0,0,0,"Prineville, OR"
"OR","40700","Roseburg, OR","Micropolitan Statistical Area",107667,100399,94649,93748,71743,68458,54549,25728,21965,21332,19674,14565,11864,9596,6066,3203,0,0,0,0,0,0,0,"Roseburg, OR"
"OR","41420","Salem, OR","Metropolitan Statistical Area",390738,347214,278024,249895,186658,147411,127718,95235,77399,61368,53249,37636,30792,21177,14666,10713,3800,0,0,0,0,0,0,"Salem, OR"
"OR","45520","The Dalles, OR","Micropolitan Statistical Area",25213,23791,21683,21732,20133,20205,15552,13069,12646,13648,16336,13199,9183,11120,2509,1689,0,0,0,0,0,0,0,"The Dalles, OR"
"OR-ID","36620","Ontario, OR-ID","Micropolitan Statistical Area",53936,52193,42472,42618,35570,35127,35144,29278,18587,17928,8601,4203,2601,0,0,0,0,0,0,0,0,0,0,"Ontario, OR"
"OR-WA","38900","Portland-Vancouver-Hillsboro, OR-WA","Metropolitan Statistical Area",2226009,1927881,1523741,1341491,1083977,881961,766068,553215,500011,409623,335581,172056,130455,57831,30853,16751,6666,0,0,0,0,0,0,"Portland, OR"
"PA","11020","Altoona, PA","Metropolitan Statistical Area",127089,129144,130542,136621,135356,137270,139514,140358,139840,128334,108858,85099,70866,52740,38051,27829,21777,0,0,0,0,0,0,"Altoona, PA"
"PA","14100","Bloomsburg-Berwick, PA","Metropolitan Statistical Area",85562,82387,80937,78642,71622,70219,69461,66879,63320,62429,63335,55422,52477,47877,44110,38118,30949,24267,20059,17621,0,0,0,"Bloomsburg, PA"
"PA","14620","Bradford, PA","Micropolitan Statistical Area",43450,45936,47131,50635,51915,54517,56607,56673,55167,48934,47868,51343,46863,42565,8825,8859,5254,2975,1439,728,142,0,0,"Bradford, PA"
"PA","16540","Chambersburg-Waynesboro, PA","Metropolitan Statistical Area",149618,129313,121082,113629,100833,88172,75927,69378,65010,62275,59775,54902,51433,49855,45365,42126,39904,37793,35037,31892,23083,19638,15655,"Chambersburg, PA"
"PA","20180","DuBois, PA","Micropolitan Statistical Area",81642,83382,78097,83578,74619,81534,85957,92094,86727,103236,93768,80614,69565,43408,25741,18759,12586,7834,4803,2342,875,0,0,"DuBois, PA"
"PA","20700","East Stroudsburg, PA","Metropolitan Statistical Area",169842,138687,95709,69409,45422,39567,33773,29802,28286,24295,22941,21161,20111,20175,18362,16758,13270,9879,0,0,0,0,0,"East Stroudsburg, PA"
"PA","21500","Erie, PA","Metropolitan Statistical Area",280566,280843,275572,279780,263654,250682,219388,180889,175277,153536,115517,98473,86074,74688,65973,49432,38742,31344,17041,8553,3758,1468,0,"Erie, PA"
"PA","23900","Gettysburg, PA","Metropolitan Statistical Area",101407,91292,78274,68292,56937,51906,44197,39435,37128,34583,34319,34496,33486,32455,30315,28006,25981,23044,21379,19370,15152,13172,0,"Gettysburg, PA"
"PA","25420","Harrisburg-Carlisle, PA","Metropolitan Statistical Area",549475,509074,474242,446576,410626,371653,317023,275429,255211,234569,214767,191050,170524,149647,130099,109647,90169,78167,68730,56601,58640,47656,36420,"Harrisburg, PA"
"PA","26500","Huntingdon, PA","Micropolitan Statistical Area",45913,45586,44164,42253,39108,39457,40872,41836,39021,39848,38304,34650,35751,33954,31251,28100,24786,35484,27145,20142,14778,13008,7565,"Huntingdon, PA"
"PA","26860","Indiana, PA","Micropolitan Statistical Area",88880,89605,89994,92281,79451,75366,77106,79854,75395,80910,66210,42556,42175,40527,36138,33687,27170,20782,14252,8882,6214,0,0,"Indiana, PA"
"PA","27780","Johnstown, PA","Metropolitan Statistical Area",143679,152598,163029,183263,186785,203283,209541,213459,203146,197839,166131,104837,66375,46811,36569,29155,17773,11256,7076,3287,2117,0,0,"Johnstown, PA"
