"sport","year","teams","non_na","mean_season","med_season","sd_season"
"cbbm",1992,298,298,5.5377552048693,4,5.14478223643733
"cbbm",1993,298,298,5.67260129694048,4,5.07428833514927
"cbbm",1994,301,301,6.02137669230693,5,5.18275345506842
"cbbm",1995,302,302,5.74500977357908,4,5.37664022547781
"cbbm",1996,305,305,5.85265082655292,4,5.45947725093116
"cbbm",1997,305,305,5.72956815393706,4,5.41172874929119
"cbbm",1998,306,306,5.29923767262592,4,5.24270667747901
"cbbm",1999,310,310,5.35077025677476,4,5.25739433418671
"cbbm",2000,318,318,5.10241024206621,3,4.87157109743697
"cbbm",2001,318,318,5.10343202488196,4,4.77300256030909
"cbbm",2002,321,321,5.25027451363086,4,4.65141159813565
"cbbm",2003,325,325,5.2784953053246,4,4.61492570801254
"cbbm",2004,326,326,5.39428217319763,4,4.70718027983367
"cbbm",2005,326,326,5.63225972846793,4,4.80942189653006
"cbbm",2006,326,326,5.58934906890807,4.54679802955665,4.56429208489448
"cbbm",2007,325,325,5.36995017178239,4,4.64746539998514
"cbbm",2008,328,328,5.06078260188591,4,4.6083901904378
"cbbm",2009,330,330,5.24824829075714,4,4.6845223709946
"cbbm",2010,334,334,5.60493989730677,4,4.69354557192355
"cbbm",2011,345,345,5.52434448528451,4,4.86228063997139
"cbbm",2012,344,344,5.45323191010952,4,5.00683783283005
"cbbm",2013,347,347,5.44137099994513,4,5.06067990575797
"cbbm",2014,351,351,5.35259094476086,4,4.87957531938343
"cbbm",2015,351,351,5.68599946360433,4,5.00225548357593
"cbbm",2016,351,351,5.91050460429899,5,4.92997842488915
"cbbm",2017,351,351,5.86956108250693,4,5.29455939868185
"cbbm",2018,351,351,5.82685099822978,5,5.23477956118977
"cbbm",2019,353,353,5.94222801711422,4,5.46298423967186
"cbbm",2020,353,353,5.67618557129844,4,5.53815566482201
"cbbm",2021,347,347,6.091410887401,4,5.62767424755918
"cbbm",2022,358,358,5.96936099998729,4,5.85501459482976
"cbbm",2023,363,363,5.60629705811097,4,5.36636671355918
"cfb",1919,99,87,3.37747844827586,1,4.62443411494128
"cfb",1920,96,87,3.37155172413793,2,4.64676083169176
"cfb",1921,102,92,3.57391304347826,2,4.70937647969668
"cfb",1922,109,100,3.57625,2,4.40736209012084
"cfb",1923,109,102,3.77573529411765,2,4.48858350481887
"cfb",1924,111,101,3.76856435643564,3,4.14138360554982
"cfb",1925,104,99,4.21338383838384,3,4.43548756196985
"cfb",1926,96,92,4.24476650563607,3,4.64987644663793
"cfb",1927,99,94,4.34278959810875,3,4.6831551339193
"cfb",1928,100,95,4.61578947368421,3,4.89813937295677
"cfb",1929,100,95,4.71643924626381,3,4.95819904099713
"cfb",1930,106,99,4.63636363636363,3,5.12587383382549
"cfb",1931,110,103,4.75728155339806,3,5.22900286564945
"cfb",1932,120,112,4.625,3,5.22144745386885
"cfb",1933,126,117,4.39316239316239,3,4.06405026644956
"cfb",1934,124,115,4.55652173913044,3,4.39335883244968
"cfb",1935,128,118,4.55932203389831,3,4.19715486230171
"cfb",1936,131,120,4.85,4,4.28334668495668
"cfb",1937,126,122,4.94262295081967,4,4.53325486541853
"cfb",1938,122,118,5.27966101694915,4,4.7499628306604
"cfb",1939,124,119,5.52100840336135,4,4.93834656247567
"cfb",1940,121,118,5.53389830508474,4,5.28452377333448
"cfb",1941,119,113,5.44247787610619,4,5.4607986940317
"cfb",1942,121,108,4.56378600823045,3,4.67179917786031
"cfb",1943,76,66,4.4040404040404,2.5,4.68002306646195
"cfb",1944,95,85,5.06666666666667,3,5.20424124960853
"cfb",1945,101,94,4.97517730496454,3,4.89757440310362
"cfb",1946,120,118,4.25717514124294,2,5.06992341026642
"cfb",1947,120,118,4.09322033898305,2,4.77347959977806
"cfb",1948,117,116,4.18965517241379,3,4.75835885684285
"cfb",1949,119,117,3.86324786324786,3,3.69273747375889
"cfb",1950,120,118,3.94067796610169,3,3.34942876334263
"cfb",1951,116,115,3.96521739130435,3,3.47151424259458
"cfb",1952,113,113,4.44247787610619,3,3.69589070333851
"cfb",1953,110,110,4.6,3.5,3.73232839248609
"cfb",1954,111,109,4.8460754332314,4,3.86662966069754
"cfb",1955,110,109,5.0091743119266,4,4.19102969059898
"cfb",1956,111,110,5.05454545454545,4,4.40149341552453
"cfb",1957,112,111,4.73873873873874,3,4.07366645600231
"cfb",1958,112,111,5.11333333333333,4,4.29281711558725
"cfb",1959,112,111,5.16846846846847,4,4.31249731450735
"cfb",1960,113,112,5.20267857142857,4,4.40892746699993
"cfb",1961,111,110,5.35181818181818,4,4.20798131597916
"cfb",1962,120,119,5.16554621848739,4,4.60731616009982
"cfb",1963,120,119,5.63613445378151,4,4.76332619671855
"cfb",1964,120,119,5.91344537815126,5,4.82279060453712
"cfb",1965,120,119,6.19327731092437,5,5.10446350195453
"cfb",1966,119,119,6.08403361344538,5,5.21175306713191
"cfb",1967,118,118,5.53389830508474,4,4.7531945234341
"cfb",1968,119,118,5.88983050847458,4,4.96446156229512
"cfb",1969,122,121,5.80165289256198,4,5.32700640558833
"cfb",1970,123,121,5.87330100402978,4,5.06952352233588
"cfb",1971,128,126,5.03384494293585,3,4.8435384467636
"cfb",1972,127,127,5.20792086939546,4,4.88321568620001
"cfb",1973,129,128,4.53411673553719,3,4.94977185864675
"cfb",1974,129,129,4.49727721186495,2.45454545454545,4.83137965391049
"cfb",1975,137,137,4.45587259455873,3,4.70827354159894
"cfb",1976,137,137,4.54346383543464,3,4.4339459742357
"cfb",1977,145,145,4.32784269022514,3,4.28936534757871
"cfb",1978,138,137,4.37418896999189,3,4.221851255426
"cfb",1979,140,139,4.19915059687787,3,3.65145558953272
"cfb",1980,138,138,4.23611111111111,3,3.68289627782828
"cfb",1981,137,137,4.5949860248135,4,3.85246989678596
"cfb",1982,113,112,4.56944239472648,4,4.09900663608938
"cfb",1983,112,111,4.52327327327327,4,3.84445309404596
"cfb",1984,110,110,4.70954795892812,3,4.08071453126875
"cfb",1985,110,110,5.12317910510059,4,4.2963647655276
"cfb",1986,105,105,5.21807796580524,4,4.77136998796083
"cfb",1987,104,104,4.86516608391608,3,4.71956260192741
"cfb",1988,105,105,5.39978354978355,4,4.81914590102441
"cfb",1989,106,106,5.24840384981894,3.34027777777778,4.67850228869815
"cfb",1990,107,107,5.12084631360332,4,4.75434727833492
"cfb",1991,107,107,5.40122014537902,3.59722222222223,4.99600874616891
"cfb",1992,107,107,5.54569108673824,4,5.2739465907326
"cfb",1993,106,106,5.49082809224319,4,5.07939893380889
"cfb",1994,107,107,5.74898303339255,4,5.24399418545109
"cfb",1995,108,108,5.38292648709315,4,5.33769472944022
"cfb",1996,111,111,5.64034489034489,4,5.30511641321567
"cfb",1997,112,112,5.26223169191919,3.63636363636363,5.49094902966978
"cfb",1998,112,112,5.49061229174866,4,5.39278611756894
"cfb",1999,114,114,5.45986278253025,4,5.4781425809362
"cfb",2000,116,116,5.60951105886451,4,5.6274825564224
"cfb",2001,117,117,4.78368029615474,3,4.98228081312273
"cfb",2002,117,117,5.10791125103255,4,5.14316081074741
"cfb",2003,117,117,5.17188843372275,4,5.20243884345053
"cfb",2004,120,120,5.41970486111111,4,5.33690136790013
"cfb",2005,119,119,5.43260321880231,4,5.63671297907338
"cfb",2006,119,119,5.66642743318798,4,5.59167149160399
"cfb",2007,120,120,5.35197238658777,4,5.61137882419855
"cfb",2008,120,120,5.19081481705108,4,5.58819732085507
"cfb",2009,120,120,5.05496434273907,3,5.63922599783055
"cfb",2010,120,120,4.66420150489519,3,5.16771709243826
"cfb",2011,120,120,4.4912856628516,3,4.50050898642593
"cfb",2012,124,124,4.19765878372091,3,3.86583729325616
"cfb",2013,125,125,4.12546270579238,3,4.11715454262367
"cfb",2014,128,128,4.31973001873512,3,4.0871012887898
"cfb",2015,128,128,4.55201029653725,3,4.08258843504854
"cfb",2016,128,128,4.12908311592635,3,3.44279973438792
"cfb",2017,130,130,4.29890349400167,3,3.53715582599111
"cfb",2018,130,130,4.49818532176943,3,3.74430995263492
"cfb",2019,130,130,4.5443164870257,3.03846153846154,4.01322066251605
"cfb",2020,130,130,4.62312916552281,3.03846153846154,4.25350571102868
"cfb",2021,130,130,4.71602711180057,3,4.18618039591971
"cfb",2022,131,131,4.48820137537527,3,4.35362095207478
"cfb",2023,133,133,4.45716402264365,3,4.3141321182492
"epl",1993,22,22,4.06960547361079,2.06578947368421,4.20256155287783
"epl",1994,22,22,3.4100210240623,2.58281573498965,2.84939266526347
"epl",1995,22,22,2.59991776684323,1.94047619047619,2.00364042956969
"epl",1996,20,20,2.57251767863595,1.67857142857143,2.26736570597883
"epl",1997,20,20,2.54476315215957,2.02954755309326,2.07335009700566
"epl",1998,20,20,2.75422731600167,1.82894736842106,2.40593671230815
"epl",1999,20,20,3.16020514673411,1.79184804115552,3.01525189017529
"epl",2000,20,20,3.48325304106949,2.39931350114416,2.76077105422268
"epl",2001,20,20,3.78772883295195,3.01939058171745,3.11934020868806
"epl",2002,20,20,3.42234583885343,2.34726905937613,3.36869623193433
"epl",2003,20,20,3.34144586294111,2.34626038781164,3.29784079983401
"epl",2004,20,20,3.81918282548477,3,3.59328649805698
"epl",2005,20,20,3.48625647356377,2.06578947368421,4.00574072443393
