"sport","fran_id","year","season.order","lg","coach","coach_id","g","coach_g","coach_dur","weight","change","stint_id","cum_season","coach_tag","g_no_tie","fran_id_fix","season","g_final","fran_id_final","min_yr","max_yr","team"
"cbbm","geneva",1893,1,"Ind","Unknown",,1,,,,TRUE,2,,,,,,1,"geneva",1893,1893,"Geneva Golden Tornadoes"
"cbbm","iowa",1893,1,"Ind","Unknown",,2,,,,TRUE,27,,,,,,2,"iowa",1893,1893,"Iowa"
"cbbm","hiram",1894,1,"Ind","Unknown",,1,,,,TRUE,2,,,,,,1,"hiram",1894,1894,"Hiram Terriers"
"cbbm","drexel",1895,1,"Ind","John Gray (7-2)","john-gray-1",9,9,1,1,TRUE,5,1,,,,,9,"drexel",1895,1895,"Drexel"
"cbbm","allegheny",1896,1,"Ind",,,2,,,,TRUE,4,,,,,,2,"allegheny",1896,1896,"Allegheny Gators"
"cbbm","bloomsburg",1896,1,"Ind","Unknown",,7,,,,TRUE,5,,,,,,7,"bloomsburg",1896,1896,"Bloomsburg Huskies"
"cbbm","central-pennsylvania-college",1896,1,"Ind","Unknown",,2,,,,TRUE,1,,,,,,2,"central-pennsylvania-college",1896,1896,"Central Pennsylvania College Knights"
"cbbm","chicago",1896,1,"Ind","Unknown",,7,,,,TRUE,9,,,,,,7,"chicago",1896,1896,"Chicago Maroons"
"cbbm","drexel",1896,2,"Ind","F. Knight (0-1)","f-knight-1",1,1,1,1,TRUE,4,1,,,,,1,"drexel",1896,1896,"Drexel"
"cbbm","iowa",1896,2,"Ind","Unknown",,7,,,,TRUE,28,,,,,,7,"iowa",1896,1896,"Iowa"
"cbbm","macalester",1896,1,"Ind","Unknown",,4,,,,TRUE,1,,,,,,4,"macalester",1896,1896,"Macalester Scots"
"cbbm","minnesota",1896,1,"Ind",,,8,,,,TRUE,20,,,,,,8,"minnesota",1896,1896,"Minnesota"
"cbbm","minnesota-am",1896,1,"Ind","Unknown",,12,,,,TRUE,1,,,,,,12,"minnesota-am",1896,1896,"Minnesota A&M Aggies"
"cbbm","mount-union",1896,1,"Ind","(unknown) Johns (3-1)","unknown-johns-1",4,4,1,1,TRUE,11,1,,,,,4,"mount-union",1896,1896,"Mount Union Purple Raiders"
"cbbm","savage-school-of-physical-education",1896,1,"Ind","Unknown",,1,,,,TRUE,1,,,,,,1,"savage-school-of-physical-education",1896,1896,"Savage School of Physical Education"
"cbbm","washington",1896,1,"Ind",,,2,,,,TRUE,20,,,,,,2,"washington",1896,1896,"Washington"
"cbbm","wesleyan-ct",1896,1,"Ind","Unknown",,1,,,,TRUE,2,,,,,,1,"wesleyan-ct",1896,1896,"Wesleyan (CT) Cardinals"
"cbbm","allegheny",1897,2,"Ind",,,1,,,,TRUE,5,,,,,,1,"allegheny",1897,1897,"Allegheny Gators"
"cbbm","bloomsburg",1897,2,"Ind","Unknown",,9,,,,TRUE,6,,,,,,9,"bloomsburg",1897,1897,"Bloomsburg Huskies"
"cbbm","butler",1897,1,"Ind","Unknown",,1,,,,TRUE,26,,,,,,1,"butler",1897,1897,"Butler"
"cbbm","central-pennsylvania-college",1897,2,"Ind","Unknown",,2,,,,TRUE,2,,,,,,2,"central-pennsylvania-college",1897,1897,"Central Pennsylvania College Knights"
"cbbm","chicago",1897,2,"Ind","Unknown",,7,,,,TRUE,10,,,,,,7,"chicago",1897,1897,"Chicago Maroons"
"cbbm","iowa",1897,3,"Ind","Unknown",,6,,,,TRUE,29,,,,,,6,"iowa",1897,1897,"Iowa"
"cbbm","macalester",1897,2,"Ind","Unknown",,3,,,,TRUE,2,,,,,,3,"macalester",1897,1897,"Macalester Scots"
"cbbm","minnesota",1897,2,"Ind",,,9,,,,TRUE,21,,,,,,9,"minnesota",1897,1897,"Minnesota"
"cbbm","minnesota-am",1897,2,"Ind","Unknown",,6,,,,TRUE,2,,,,,,6,"minnesota-am",1897,1897,"Minnesota A&M Aggies"
"cbbm","mount-union",1897,2,"Ind","Marjorie Walker (1-1)","marjorie-walker-1",2,2,1,1,TRUE,4,1,,,,,2,"mount-union",1897,1897,"Mount Union Purple Raiders"
"cbbm","notre-dame",1897,1,"Ind","Unknown",,3,,,,TRUE,19,,,,,,3,"notre-dame",1897,1897,"Notre Dame"
"cbbm","penn-state",1897,1,"Ind",,,2,,,,TRUE,18,,,,,,2,"penn-state",1897,1897,"Penn State"
"cbbm","pennsylvania",1897,1,"Ind",,,6,,,,TRUE,22,,,,,,6,"pennsylvania",1897,1897,"Pennsylvania"
"cbbm","purdue",1897,1,"Ind","Homer Curtis (1-1)","homer-curtis-1",2,2,1,1,TRUE,9,1,,,,,2,"purdue",1897,1897,"Purdue"
"cbbm","springfield",1897,1,"Ind","Unknown",,2,,,,TRUE,8,,,,,,2,"springfield",1897,1897,"Springfield Pride"
"cbbm","trinity-ct",1897,1,"Ind","Unknown",,13,,,,TRUE,6,,,,,,13,"trinity-ct",1897,1897,"Trinity (CT) Bantams"
"cbbm","wabash",1897,1,"Ind",,,1,,,,TRUE,10,,,,,,1,"wabash",1897,1897,"Wabash Little Giants"
"cbbm","allegheny",1898,3,"Ind",,,4,,,,TRUE,6,,,,,,4,"allegheny",1898,1898,"Allegheny Gators"
"cbbm","bloomsburg",1898,3,"Ind","Unknown",,6,,,,TRUE,7,,,,,,6,"bloomsburg",1898,1898,"Bloomsburg Huskies"
"cbbm","case-western-reserve",1898,1,"Ind","Unknown",,5,,,,TRUE,3,,,,,,5,"case-western-reserve",1898,1898,"Case Western Reserve Spartans"
"cbbm","central-pennsylvania-college",1898,3,"Ind","Unknown",,1,,,,TRUE,3,,,,,,1,"central-pennsylvania-college",1898,1898,"Central Pennsylvania College Knights"
"cbbm","chicago",1898,3,"Ind","Unknown",,1,,,,TRUE,11,,,,,,1,"chicago",1898,1898,"Chicago Maroons"
"cbbm","hiram",1898,2,"Ind","N.L. McDiarmid (3-2)","nl-mcdiarmid-1",5,5,1,1,TRUE,1,1,,,,,5,"hiram",1898,1898,"Hiram Terriers"
"cbbm","iowa",1898,4,"Ind","Unknown",,1,,,,TRUE,30,,,,,,1,"iowa",1898,1898,"Iowa"
"cbbm","macalester",1898,3,"Ind","Unknown",,4,,,,TRUE,3,,,,,,4,"macalester",1898,1898,"Macalester Scots"
"cbbm","minnesota-am",1898,3,"Ind","Unknown",,1,,,,TRUE,3,,,,,,1,"minnesota-am",1898,1898,"Minnesota A&M Aggies"
"cbbm","mount-union",1898,3,"Ind","(unknown) Wilson (8-1)","unknown-wilson-1",9,9,1,1,TRUE,18,1,,,,,9,"mount-union",1898,1898,"Mount Union Purple Raiders"
"cbbm","north-dakota-state",1898,1,"Ind",,,6,,,,TRUE,12,,,,,,6,"north-dakota-state",1898,1898,"North Dakota State"
"cbbm","notre-dame",1898,2,"Ind","Frank Hering (1-2)","frank-hering-1",3,3,1,1,TRUE,6,1,,,,,3,"notre-dame",1898,1898,"Notre Dame"
"cbbm","penn-state",1898,2,"Ind",,,3,,,,TRUE,19,,,,,,3,"penn-state",1898,1898,"Penn State"
"cbbm","rose-hulman",1898,1,"Ind","Unknown",,4,,,,TRUE,1,,,,,,4,"rose-hulman",1898,1898,"Rose-Hulman Fightin' Engineers"
"cbbm","savage-school-of-physical-education",1898,2,"Ind","Unknown",,7,,,,TRUE,2,,,,,,7,"savage-school-of-physical-education",1898,1898,"Savage School of Physical Education"
"cbbm","wabash",1898,2,"Ind",,,2,,,,TRUE,11,,,,,,2,"wabash",1898,1898,"Wabash Little Giants"
"cbbm","westminster-pa",1898,1,"Ind","Unknown",,6,,,,TRUE,2,,,,,,6,"westminster-pa",1898,1898,"Westminster (PA) Titans"
"cbbm","yale",1898,3,"Ind","Henry Anderson (12-9)","henry-anderson-1",21,21,1,1,FALSE,7,3,,,,,21,"yale",1896,1898,"Yale"
"cbbm","allegheny",1899,4,"Ind",,,9,,,,TRUE,7,,,,,,9,"allegheny",1899,1899,"Allegheny Gators"
"cbbm","bloomsburg",1899,4,"Ind","Unknown",,10,,,,TRUE,8,,,,,,10,"bloomsburg",1899,1899,"Bloomsburg Huskies"
"cbbm","butler",1899,3,"Ind","Lilly Zink (0-2)","lilly-zink-1",2,2,1,1,FALSE,15,2,,,,,2,"butler",1898,1899,"Butler"
"cbbm","cornell",1899,1,"Ind",,,4,,,,TRUE,24,,,,,,4,"cornell",1899,1899,"Cornell"
"cbbm","geneva",1899,2,"Ind","Unknown",,9,,,,TRUE,3,,,,,,9,"geneva",1899,1899,"Geneva Golden Tornadoes"
"cbbm","grove-city",1899,1,"Ind","Peggy Swope (0-2)","peggy-swope-1",2,2,1,1,TRUE,10,1,,,,,2,"grove-city",1899,1899,"Grove City Wolverines"
"cbbm","hiram",1899,3,"Ind",,,5,,,,TRUE,3,,,,,,5,"hiram",1899,1899,"Hiram Terriers"
"cbbm","macalester",1899,4,"Ind","Unknown",,10,,,,TRUE,4,,,,,,10,"macalester",1899,1899,"Macalester Scots"
"cbbm","michigan-state",1899,1,"Ind",,,2,,,,TRUE,17,,,,,,2,"michigan-state",1899,1899,"Michigan State"
"cbbm","mount-union",1899,4,"Ind","(unknown) Seebirt (2-3)","unknown-seebirt-1",5,5,1,1,TRUE,17,1,,,,,5,"mount-union",1899,1899,"Mount Union Purple Raiders"
"cbbm","nebraska",1899,3,"Ind","Frank Lehmer (4-0)","frank-lehmer-1",4,4,1,1,FALSE,9,3,,,,,4,"nebraska",1897,1899,"Nebraska"
"cbbm","north-dakota-state",1899,2,"Ind",,,4,,,,TRUE,13,,,,,,4,"north-dakota-state",1899,1899,"North Dakota State"
"cbbm","notre-dame",1899,3,"Ind","Fred Powers (2-0)","fred-powers-1",2,2,1,1,TRUE,7,1,,,,,2,"notre-dame",1899,1899,"Notre Dame"
"cbbm","ohio-state",1899,1,"Ind","Unknown",,16,,,,TRUE,15,,,,,,16,"ohio-state",1899,1899,"Ohio State"
"cbbm","penn-state",1899,3,"Ind",,,5,,,,TRUE,20,,,,,,5,"penn-state",1899,1899,"Penn State"
"cbbm","temple",1899,5,"Ind","Charles Williams (18-6)","charles-williams-1",24,24,1,1,FALSE,2,5,,,,,24,"temple",1895,1899,"Temple"
"cbbm","wabash",1899,3,"Ind",,,2,,,,TRUE,12,,,,,,2,"wabash",1899,1899,"Wabash Little Giants"
"cbbm","washington",1899,2,"Ind",,,2,,,,TRUE,21,,,,,,2,"washington",1899,1899,"Washington"
"cbbm","west-chester",1899,1,"Ind","Unknown",,12,,,,TRUE,2,,,,,,12,"west-chester",1899,1899,"West Chester Golden Rams"
"cbbm","westminster-pa",1899,2,"Ind","Unknown",,6,,,,TRUE,3,,,,,,6,"westminster-pa",1899,1899,"Westminster (PA) Titans"
"cbbm","widener",1899,1,"Ind","Unknown",,1,,,,TRUE,2,,,,,,1,"widener",1899,1899,"Widener Pride"
"cbbm","wisconsin-stevens-point",1899,2,"Ind","Caroline Crawford (6-2)","caroline-crawford-1",8,8,1,1,FALSE,1,2,,,,,8,"wisconsin-stevens-point",1898,1899,"Wisconsin-Stevens Point Pointers"
"cbbm","yale",1899,4,"Ind","Unknown",,11,,,,TRUE,24,,,,,,11,"yale",1899,1899,"Yale"
"cbbm","allegheny",1900,5,"Ind",,,14,,,,TRUE,8,,,,,,14,"allegheny",1900,1900,"Allegheny Gators"
"cbbm","bloomsburg",1900,5,"Ind","Unknown",,14,,,,TRUE,9,,,,,,14,"bloomsburg",1900,1900,"Bloomsburg Huskies"
"cbbm","central-pennsylvania-college",1900,4,"Ind","Unknown",,1,,,,TRUE,4,,,,,,1,"central-pennsylvania-college",1900,1900,"Central Pennsylvania College Knights"
"cbbm","college-of-new-jersey",1900,1,"Ind","Unknown",,5,,,,TRUE,1,,,,,,5,"college-of-new-jersey",1900,1900,"College of New Jersey Lions"
"cbbm","cornell",1900,2,"Ind",,,5,,,,TRUE,25,,,,,,5,"cornell",1900,1900,"Cornell"
"cbbm","dartmouth",1900,1,"Ind","Unknown",,26,,,,TRUE,31,,,,,,26,"dartmouth",1900,1900,"Dartmouth"
"cbbm","drexel",1900,3,"Ind",,,2,,,,TRUE,9,,,,,,2,"drexel",1900,1900,"Drexel"
"cbbm","geneva",1900,3,"Ind","Unknown",,11,,,,TRUE,4,,,,,,11,"geneva",1900,1900,"Geneva Golden Tornadoes"
"cbbm","hiram",1900,4,"Ind",,,8,,,,TRUE,4,,,,,,8,"hiram",1900,1900,"Hiram Terriers"
"cbbm","mount-union",1900,5,"Ind","(unknown) Price (4-3)","unknown-price-1",7,7,1,1,TRUE,15,1,,,,,7,"mount-union",1900,1900,"Mount Union Purple Raiders"
"cbbm","nebraska",1900,4,"Ind","T.P. Hewitt (5-0)","tp-hewitt-1",5,5,1,1,TRUE,25,1,,,,,5,"nebraska",1900,1900,"Nebraska"
"cbbm","new-mexico",1900,1,"Ind",,,1,,,,TRUE,25,,,,,,1,"new-mexico",1900,1900,"New Mexico"
"cbbm","north-dakota-state",1900,3,"Ind",,,2,,,,TRUE,14,,,,,,2,"north-dakota-state",1900,1900,"North Dakota State"
"cbbm","ohio-state",1900,2,"Ind","Unknown",,12,,,,TRUE,16,,,,,,12,"ohio-state",1900,1900,"Ohio State"
"cbbm","penn-state",1900,4,"Ind",,,8,,,,TRUE,21,,,,,,8,"penn-state",1900,1900,"Penn State"
"cbbm","temple",1900,6,"Ind","John Rogers (14-8)","john-rogers-2",22,22,1,1,TRUE,14,1,,,,,22,"temple",1900,1900,"Temple"
"cbbm","trinity-ct",1900,2,"Ind","Unknown",,2,,,,TRUE,7,,,,,,2,"trinity-ct",1900,1900,"Trinity (CT) Bantams"
"cbbm","wabash",1900,4,"Ind",,,2,,,,TRUE,13,,,,,,2,"wabash",1900,1900,"Wabash Little Giants"
"cbbm","westminster-pa",1900,3,"Ind","Unknown",,9,,,,TRUE,4,,,,,,9,"westminster-pa",1900,1900,"Westminster (PA) Titans"
"cbbm","wisconsin-stevens-point",1900,3,"Ind",,,3,,,,TRUE,9,,,,,,3,"wisconsin-stevens-point",1900,1900,"Wisconsin-Stevens Point Pointers"
"cbbm","wisconsin-superior",1900,1,"Ind","Unknown",,4,,,,TRUE,1,,,,,,4,"wisconsin-superior",1900,1900,"Wisconsin-Superior Yellowjackets"
"cbbm","yale",1900,5,"Ind","Unknown",,15,,,,TRUE,25,,,,,,15,"yale",1900,1900,"Yale"
"cbbm","allegheny",1901,6,"Ind",,,16,,,,TRUE,9,,,,,,16,"allegheny",1901,1901,"Allegheny Gators"
"cbbm","amherst",1901,1,"Ind","Unknown",,4,,,,TRUE,1,,,,,,4,"amherst",1901,1901,"Amherst Lord Jeffs"
"cbbm","brown",1901,1,"Ind","Edward Benjamin (3-4)","edward-benjamin-1",7,7,1,1,TRUE,7,1,,,,,7,"brown",1901,1901,"Brown"
"cbbm","case-western-reserve",1901,2,"Ind","Unknown",,8,,,,TRUE,4,,,,,,8,"case-western-reserve",1901,1901,"Case Western Reserve Spartans"
"cbbm","columbia",1901,1,"Ind",,,5,,,,TRUE,26,,,,,,5,"columbia",1901,1901,"Columbia"
"cbbm","connecticut",1901,1,"Ind",,,1,,,,TRUE,21,,,,,,1,"connecticut",1901,1901,"Connecticut"
"cbbm","cornell",1901,3,"Ind",,,6,,,,TRUE,26,,,,,,6,"cornell",1901,1901,"Cornell"
"cbbm","dartmouth",1901,2,"Ind",,,19,,,,TRUE,32,,,,,,19,"dartmouth",1901,1901,"Dartmouth"
"cbbm","geneva",1901,4,"Ind","Unknown",,12,,,,TRUE,5,,,,,,12,"geneva",1901,1901,"Geneva Golden Tornadoes"
"cbbm","gettysburg",1901,1,"Ind",,,6,,,,TRUE,6,,,,,,6,"gettysburg",1901,1901,"Gettysburg Bullets"
"cbbm","grinnell",1901,1,"Ind","Unknown",,7,,,,TRUE,1,,,,,,7,"grinnell",1901,1901,"Grinnell Pioneers"
"cbbm","grove-city",1901,3,"Ind","T.L. Thompson (2-8)","tl-thompson-1",10,10,1,1,FALSE,11,2,,,,,10,"grove-city",1900,1901,"Grove City Wolverines"
"cbbm","hiram",1901,5,"Ind",,,11,,,,TRUE,5,,,,,,11,"hiram",1901,1901,"Hiram Terriers"
"cbbm","holy-cross",1901,1,"Ind",,,12,,,,TRUE,19,,,,,,12,"holy-cross",1901,1901,"Holy Cross"
"cbbm","indiana",1901,1,"Western","James Horne (1-4)","james-horne-1",5,5,1,1,TRUE,15,1,,,,,5,"indiana",1901,1901,"Indiana"
"cbbm","lafayette",1901,1,"Ind",,,7,,,,TRUE,25,,,,,,7,"lafayette",1901,1901,"Lafayette"
"cbbm","michigan-state",1901,3,"Ind","Charles Bemies (3-0)","charles-bemies-1",3,3,1,1,FALSE,3,2,,,,,3,"michigan-state",1900,1901,"Michigan State"
"cbbm","mount-union",1901,6,"Ind","(unknown) Allot (10-6)","unknown-allot-1",16,16,1,1,TRUE,9,1,,,,,16,"mount-union",1901,1901,"Mount Union Purple Raiders"
"cbbm","muhlenberg",1901,1,"Ind","Fred Reagle (3-3)","fred-reagle-1",6,6,1,1,TRUE,7,1,,,,,6,"muhlenberg",1901,1901,"Muhlenberg Mules"
"cbbm","nebraska",1901,5,"Ind","E. Berry (3-3)","e-berry-1",6,6,1,1,TRUE,7,1,,,,,6,"nebraska",1901,1901,"Nebraska"
"cbbm","north-dakota-state",1901,4,"Ind",,,5,,,,TRUE,15,,,,,,5,"north-dakota-state",1901,1901,"North Dakota State"
"cbbm","ohio-state",1901,3,"Ind","Unknown",,4,,,,TRUE,17,,,,,,4,"ohio-state",1901,1901,"Ohio State"
"cbbm","penn-state",1901,5,"Ind",,,6,,,,TRUE,22,,,,,,6,"penn-state",1901,1901,"Penn State"
"cbbm","princeton",1901,1,"Ind","Mowbray Forney (7-5)","mowbray-forney-1",12,12,1,1,TRUE,24,1,,,,,12,"princeton",1901,1901,"Princeton"
"cbbm","purdue",1901,3,"Western","Alpha Jamison (12-0)","alpha-jamison-1",12,12,1,1,FALSE,1,2,,,,,12,"purdue",1900,1901,"Purdue"
"cbbm","rensselaer",1901,1,"Ind","Unknown",,8,,,,TRUE,3,,,,,,8,"rensselaer",1901,1901,"Rensselaer Engineers"
"cbbm","syracuse",1901,1,"Ind",,,4,,,,TRUE,9,,,,,,4,"syracuse",1901,1901,"Syracuse"
"cbbm","washington",1901,3,"Ind",,,1,,,,TRUE,22,,,,,,1,"washington",1901,1901,"Washington"
"cbbm","westminster-pa",1901,4,"Ind","Unknown",,7,,,,TRUE,5,,,,,,7,"westminster-pa",1901,1901,"Westminster (PA) Titans"
"cbbm","williams",1901,1,"Ind","Unknown",,11,,,,TRUE,1,,,,,,11,"williams",1901,1901,"Williams Ephs"
"cbbm","wisconsin-stevens-point",1901,4,"Ind",,,8,,,,TRUE,10,,,,,,8,"wisconsin-stevens-point",1901,1901,"Wisconsin-Stevens Point Pointers"
"cbbm","wisconsin-superior",1901,2,"Ind","Unknown",,10,,,,TRUE,2,,,,,,10,"wisconsin-superior",1901,1901,"Wisconsin-Superior Yellowjackets"
"cbbm","wooster",1901,1,"Ind",,,2,,,,TRUE,8,,,,,,2,"wooster",1901,1901,"Wooster Fighting Scots"
"cbbm","yale",1901,6,"Ind","Unknown",,16,,,,TRUE,26,,,,,,16,"yale",1901,1901,"Yale"
"mlb","ATL",1901,,"NL",,"seleefr99",140,138,1,1,TRUE,31,1,"Frank Selee",138,,,138,"ATL",1901,1901,"Atlanta Braves"
"mlb","BAL",1901,,"AL",,"duffyhu01",139,137,1,1,TRUE,8,1,"Hugh Duffy",137,,,137,"BAL",1901,1901,"Baltimore Orioles"
"mlb","CHC",1901,,"NL",,"loftuto01",140,139,1,1,TRUE,37,1,"Tom Loftus",139,,,139,"CHC",1901,1901,"Chicago Cubs"
"mlb","CLE",1901,,"AL",,"mcaleji01",138,136,1,1,TRUE,30,1,"Jimmy McAleer",136,,,136,"CLE",1901,1901,"Cleveland Guardians"
"mlb","DET",1901,,"AL",,"stallge01",136,135,1,1,TRUE,39,1,"George Stallings",135,,,135,"DET",1901,1901,"Detroit Tigers"
"mlb","MIN",1901,,"AL",,"manniji01",138,133,1,1,TRUE,22,1,"Jim Manning",133,,,133,"MIN",1901,1901,"Minnesota Twins"
"mlb","SFG",1901,,"NL",,"davisge01",141,137,1,1,TRUE,10,1,"George Davis",137,,,137,"SFG",1901,1901,"San Francisco Giants"
"cbbm","akron",1902,1,"Ind",,,4,,,,TRUE,14,,,,,,4,"akron",1902,1902,"Akron"
"cbbm","allegheny",1902,7,"Ind",,,13,,,,TRUE,10,,,,,,13,"allegheny",1902,1902,"Allegheny Gators"
"cbbm","amherst",1902,2,"Ind","Unknown",,8,,,,TRUE,2,,,,,,8,"amherst",1902,1902,"Amherst Lord Jeffs"
"cbbm","augustana-il",1902,1,"Ind","Unknown",,3,,,,TRUE,3,,,,,,3,"augustana-il",1902,1902,"Augustana (IL) Vikings"
"cbbm","brown",1902,2,"Ind","Charles Ray (5-15)","charles-ray-1",20,20,1,1,TRUE,2,1,,,,,20,"brown",1902,1902,"Brown"
"cbbm","cincinnati",1902,1,"Ind","Henry Pratt (5-4)","henry-pratt-1",9,9,1,1,TRUE,15,1,,,,,9,"cincinnati",1902,1902,"Cincinnati"
"cbbm","colorado",1902,1,"Ind",,,4,,,,TRUE,19,,,,,,4,"colorado",1902,1902,"Colorado"
"cbbm","colorado-state",1902,1,"Ind",,,2,,,,TRUE,23,,,,,,2,"colorado-state",1902,1902,"Colorado State"
"cbbm","columbia",1902,2,"Ivy",,,8,,,,TRUE,27,,,,,,8,"columbia",1902,1902,"Columbia"
"cbbm","connecticut",1902,2,"Ind",,,10,,,,TRUE,22,,,,,,10,"connecticut",1902,1902,"Connecticut"
"cbbm","cornell",1902,4,"Ivy",,,10,,,,TRUE,27,,,,,,10,"cornell",1902,1902,"Cornell"
"cbbm","dartmouth",1902,3,"Ind",,,16,,,,TRUE,33,,,,,,16,"dartmouth",1902,1902,"Dartmouth"
"cbbm","geneva",1902,5,"Ind","Unknown",,11,,,,TRUE,6,,,,,,11,"geneva",1902,1902,"Geneva Golden Tornadoes"
"cbbm","gettysburg",1902,2,"Ind",,,5,,,,TRUE,7,,,,,,5,"gettysburg",1902,1902,"Gettysburg Bullets"
"cbbm","grinnell",1902,2,"Ind","Unknown",,4,,,,TRUE,2,,,,,,4,"grinnell",1902,1902,"Grinnell Pioneers"
"cbbm","harvard",1902,2,"Ivy","John Clark (9-5)","john-clark-4",14,14,1,1,FALSE,11,2,,,,,14,"harvard",1901,1902,"Harvard"
"cbbm","hiram",1902,6,"Ind",,,11,,,,TRUE,6,,,,,,11,"hiram",1902,1902,"Hiram Terriers"
"cbbm","illinois-state",1902,4,"Ind","B.C. Edwards (3-1)","bc-edwards-1",4,4,1,1,FALSE,1,4,,,,,4,"illinois-state",1899,1902,"Illinois State"
"cbbm","indiana",1902,2,"Western","Phelps Darby (4-4)","phelps-darby-1",8,8,1,1,TRUE,28,1,,,,,8,"indiana",1902,1902,"Indiana"
"cbbm","iowa",1902,5,"Western","Ed Rule (10-2)","ed-rule-1",12,12,1,1,TRUE,4,1,,,,,12,"iowa",1902,1902,"Iowa"
"cbbm","lafayette",1902,2,"Ind",,,10,,,,TRUE,26,,,,,,10,"lafayette",1902,1902,"Lafayette"
"cbbm","montana-state",1902,1,"Ind",,,5,,,,TRUE,23,,,,,,5,"montana-state",1902,1902,"Montana State"
"cbbm","mount-union",1902,7,"Ind","(unknown) Cooper (11-3)","unknown-cooper-1",14,14,1,1,TRUE,10,1,,,,,14,"mount-union",1902,1902,"Mount Union Purple Raiders"
"cbbm","muhlenberg",1902,2,"Ind","Ralphus Freed (5-6)","ralphus-freed-1",11,11,1,1,TRUE,15,1,,,,,11,"muhlenberg",1902,1902,"Muhlenberg Mules"
"cbbm","nebraska",1902,6,"Ind","Fred Morrell (5-3)","fred-morrell-1",8,8,1,1,TRUE,11,1,,,,,8,"nebraska",1902,1902,"Nebraska"
"cbbm","new-mexico",1902,2,"Ind",,,2,,,,TRUE,26,,,,,,2,"new-mexico",1902,1902,"New Mexico"
"cbbm","north-dakota-state",1902,5,"Ind",,,8,,,,TRUE,16,,,,,,8,"north-dakota-state",1902,1902,"North Dakota State"
"cbbm","oregon-state",1902,1,"Ind","J.B. Patterson (1-2)","jb-patterson-1",3,3,1,1,TRUE,10,1,,,,,3,"oregon-state",1902,1902,"Oregon State"
"cbbm","penn-state",1902,6,"Ind",,,11,,,,TRUE,23,,,,,,11,"penn-state",1902,1902,"Penn State"
"cbbm","pennsylvania",1902,2,"Ind",,,9,,,,TRUE,23,,,,,,9,"pennsylvania",1902,1902,"Pennsylvania"
"cbbm","princeton",1902,2,"Ivy","A.W. Enderbrock (10-10)","aw-enderbrock-1",20,20,1,1,TRUE,2,1,,,,,20,"princeton",1902,1902,"Princeton"
"cbbm","purdue",1902,4,"Western","C.M. Besy (10-3)","cm-besy-1",13,13,1,1,TRUE,4,1,,,,,13,"purdue",1902,1902,"Purdue"
"cbbm","rensselaer",1902,2,"Ind","Unknown",,7,,,,TRUE,4,,,,,,7,"rensselaer",1902,1902,"Rensselaer Engineers"
"cbbm","ripon",1902,1,"Ind","Unknown",,4,,,,TRUE,2,,,,,,4,"ripon",1902,1902,"Ripon Red Hawks"
"cbbm","st-francis-ny",1902,1,"Ind","Unknown",,14,,,,TRUE,18,,,,,,14,"st-francis-ny",1902,1902,"St. Francis (NY) Terriers"
"cbbm","st-lawrence",1902,1,"Ind","Unknown",,7,,,,TRUE,3,,,,,,7,"st-lawrence",1902,1902,"St. Lawrence Saints"
"cbbm","syracuse",1902,2,"Ind",,,6,,,,TRUE,10,,,,,,6,"syracuse",1902,1902,"Syracuse"
"cbbm","vanderbilt",1902,2,"Ind","W.D. Weatherford (5-2)","wd-weatherford-1",7,7,1,1,FALSE,33,2,,,,,7,"vanderbilt",1901,1902,"Vanderbilt"
"cbbm","washington",1902,4,"Ind",,,7,,,,TRUE,23,,,,,,7,"washington",1902,1902,"Washington"
"cbbm","wesleyan-ct",1902,2,"Ind","Unknown",,4,,,,TRUE,3,,,,,,4,"wesleyan-ct",1902,1902,"Wesleyan (CT) Cardinals"
"cbbm","westminster-pa",1902,5,"Ind","Unknown",,8,,,,TRUE,6,,,,,,8,"westminster-pa",1902,1902,"Westminster (PA) Titans"
"cbbm","williams",1902,2,"Ind","Unknown",,17,,,,TRUE,2,,,,,,17,"williams",1902,1902,"Williams Ephs"
"cbbm","wisconsin-stevens-point",1902,5,"Ind",,,4,,,,TRUE,11,,,,,,4,"wisconsin-stevens-point",1902,1902,"Wisconsin-Stevens Point Pointers"
"cbbm","wooster",1902,2,"Ind",,,4,,,,TRUE,9,,,,,,4,"wooster",1902,1902,"Wooster Fighting Scots"
"cbbm","yale",1902,7,"Ivy","Unknown",,21,,,,TRUE,27,,,,,,21,"yale",1902,1902,"Yale"
"mlb","BLA",1902,,"AL",,"mcgrajo01",141,57,0.41304347826087,0.41304347826087,FALSE,1,1.41304347826087,"John McGraw",138,,,138,"BLA",1901,1902,"Baltimore Orioles"
"mlb","BLA",1902,,"AL",,"robinwi01",141,81,0.58695652173913,0.58695652173913,TRUE,2,0.58695652173913,"Wilbert Robinson",138,,,138,"BLA",1902,1902,"Baltimore Orioles"
"mlb","CHW",1902,,"AL",,"griffcl01",138,134,1,1,FALSE,18,2,"Clark Griffith",134,,,134,"CHW",1901,1902,"Chicago White Sox"
"mlb","CIN",1902,,"NL",,"bancrfr99",141,16,0.114285714285714,0.114285714285714,TRUE,3,0.114285714285714,"Frank Bancroft",140,,,140,"CIN",1902,1902,"Cincinnati Reds"
"mlb","CIN",1902,,"NL",,"mcphebi01",141,64,0.457142857142857,0.457142857142857,FALSE,32,1.45714285714286,"Bid McPhee",140,,,140,"CIN",1901,1902,"Cincinnati Reds"
