"sport","fran_id","year","season.order","lg","coach","coach_id","g","coach_g","coach_dur","weight","change","stint_id","cum_season","coach_tag","g_no_tie","fran_id_fix","season","g_final","fran_id_final","min_yr","max_yr","team"
"epl","ENG_Sheffield-Wednesday_bba7d733",1998,,"1. Premier League","Ron Atkinson","Ron Atkinson",38,24,0.631578947368421,0.631578947368421,TRUE,5,0.631578947368421,,,,,38,"ENG_Sheffield-Wednesday_bba7d733",1998,1998,"Sheffield Wednesday"
"epl","ENG_Tottenham-Hotspur_361ca564",1998,,"1. Premier League","Chris Hughton","Chris Hughton",38,1,0.0263157894736842,0.0263157894736842,TRUE,3,0.0263157894736842,,,,,38,"ENG_Tottenham-Hotspur_361ca564",1998,1998,"Tottenham Hotspur"
"epl","ENG_Tottenham-Hotspur_361ca564",1998,,"1. Premier League","Gerry Francis","Gerry Francis",38,14,0.368421052631579,0.368421052631579,FALSE,12,3.05889724310777,,,,,38,"ENG_Tottenham-Hotspur_361ca564",1995,1998,"Tottenham Hotspur"
"mlb","COL",1998,,"NL West",,"baylodo01",162,162,1,1,FALSE,1,6,"Don Baylor",162,,,162,"COL",1993,1998,"Colorado Rockies"
"mlb","DET",1998,,"AL Central",,"bellbu01",162,137,0.845679012345679,0.845679012345679,FALSE,7,2.84567901234568,"Buddy Bell",162,,,162,"DET",1996,1998,"Detroit Tigers"
"mlb","FLA",1998,,"NL East",,"leylaji99",162,162,1,1,FALSE,9,2,"Jim Leyland",162,,,162,"FLA",1997,1998,"Miami Marlins"
"mlb","LAD",1998,,"NL West",,"hoffmgl01",162,88,0.54320987654321,0.54320987654321,TRUE,11,0.54320987654321,"Glenn Hoffman",162,,,162,"LAD",1998,1998,"Los Angeles Dodgers"
"mlb","LAD",1998,,"NL West",,"russebi01",162,74,0.45679012345679,0.45679012345679,FALSE,19,1.98765432098765,"Bill Russell",162,,,162,"LAD",1996,1998,"Los Angeles Dodgers"
"mlb","TOR",1998,,"AL East",,"johnsti01",163,162,1,1,TRUE,9,1,"Tim Johnson",162,,,162,"TOR",1998,1998,"Toronto Blue Jays"
"nba",,1998,,"NBA",,"jacksph01c",82,82,1,1,FALSE,13,9,"Jackson, Phil",,"CHI","1997-98",82,"CHI",1990,1998,"Chicago Bulls"
"nba",,1998,,"NBA",,"cleamji01c",82,16,0.195121951219512,0.195121951219512,FALSE,4,1.19512195121951,"Cleamons, Jim",,"DAL","1997-98",82,"DAL",1997,1998,"Dallas Mavericks"
"nba",,1998,,"NBA",,"hanzlbi01c",82,82,1,1,TRUE,11,1,"Hanzlik, Bill",,"DEN","1997-98",82,"DEN",1998,1998,"Denver Nuggets"
"nba",,1998,,"NBA",,"collido01c",82,45,0.548780487804878,0.548780487804878,FALSE,12,2.54878048780488,"Collins, Doug",,"DET","1997-98",82,"DET",1996,1998,"Detroit Pistons"
"nba",,1998,,"NBA",,"fitchbi99c",82,82,1,1,FALSE,7,4,"Fitch, Bill",,"LAC","1997-98",82,"LAC",1995,1998,"Los Angeles Clippers"
"nba",,1998,,"NBA",,"fordch01c",82,82,1,1,FALSE,6,2,"Ford, Chris",,"MIL","1997-98",82,"MIL",1997,1998,"Milwaukee Bucks"
"nba",,1998,,"NBA",,"karlge01c",82,82,1,1,FALSE,11,6.51219512195122,"Karl, George",,"OKC","1997-98",82,"OKC",1992,1998,"Oklahoma City Thunder"
"nba",,1998,,"NBA",,"jordaed01c",82,82,1,1,FALSE,12,1.18292682926829,"Jordan, Eddie",,"SAC","1997-98",82,"SAC",1997,1998,"Sacramento Kings"
"nba",,1998,,"NBA",,"walkeda01c",82,49,0.597560975609756,0.597560975609756,FALSE,8,1.59756097560976,"Walker, Darrell",,"TOR","1997-98",82,"TOR",1997,1998,"Toronto Raptors"
"nfl","car",1998,,"NFL","Capers","CapeDo0",16,16,1,1,FALSE,1,4,"Dom Capers",,"car",,16,"car",1995,1998,"Carolina Panthers"
"nfl","chi",1998,,"NFL","Wannstedt","WannDa0",16,16,1,1,FALSE,20,6,"Dave Wannstedt",,"chi",,16,"chi",1993,1998,"Chicago Bears"
"nfl","gnb",1998,,"NFL","Holmgren","HolmMi0",16,16,1,1,FALSE,6,7,"Mike Holmgren",,"gnb",,16,"gnb",1992,1998,"Green Bay Packers"
"nfl","kan",1998,,"NFL","Schottenheimer","SchoMa0",16,16,1,1,FALSE,10,10,"Marty Schottenheimer",,"kan",,16,"kan",1989,1998,"Kansas City Chiefs"
"nfl","phi",1998,,"NFL","Rhodes","RhodRa0",16,16,1,1,FALSE,15,4,"Ray Rhodes",,"phi",,16,"phi",1995,1998,"Philadelphia Eagles"
"nfl","rav",1998,,"NFL","Marchibroda","MarcTe0",16,16,1,1,FALSE,3,3,"Ted Marchibroda",,"rav",,16,"rav",1996,1998,"Baltimore Ravens"
"nfl","sdg",1998,,"NFL","Gilbride","GilbKe0",16,6,0.375,0.375,FALSE,2,1.375,"Kevin Gilbride",,"sdg",,16,"sdg",1997,1998,"Los Angeles Chargers"
"nfl","sdg",1998,,"NFL","Jones","JoneJu0",16,10,0.625,0.625,TRUE,6,0.625,"June Jones",,"sdg",,16,"sdg",1998,1998,"Los Angeles Chargers"
"nfl","sea",1998,,"NFL","Erickson","EricDe0",16,16,1,1,FALSE,2,4,"Dennis Erickson",,"sea",,16,"sea",1995,1998,"Seattle Seahawks"
"nhl",,1998,81,"NHL",,"pagepi99c",82,82,1,1,TRUE,10,1,"Pagé, Pierre",,"ANA","1997-98",82,"ANA",1998,1998,"Anaheim Ducks"
"nhl",,1998,81,"NHL",,"hartscr01c",82,82,1,1,FALSE,10,3,"Hartsburg, Craig",,"CHI","1997-98",82,"CHI",1996,1998,"Chicago Blackhawks"
"nhl",,1998,81,"NHL",,"crawfma01c",82,82,1,1,FALSE,6,4,"Crawford, Marc",,"COL","1997-98",82,"COL",1995,1998,"Colorado Avalanche"
"nhl",,1998,81,"NHL",,"macledo99c",82,23,0.280487804878049,0.280487804878049,FALSE,9,2.28048780487805,"MacLean, Doug",,"FLA","1997-98",82,"FLA",1996,1998,"Florida Panthers"
"nhl",,1998,81,"NHL",,"murrabr99c",82,59,0.719512195121951,0.719512195121951,TRUE,12,0.719512195121951,"Murray, Bryan",,"FLA","1997-98",82,"FLA",1998,1998,"Florida Panthers"
"nhl",,1998,81,"NHL",,"lemaija01c",82,82,1,1,FALSE,19,5,"Lemaire, Jacques",,"NJD","1997-98",82,"NJD",1994,1998,"New Jersey Devils"
"nhl",,1998,81,"NHL",,"bowneri01c",82,63,0.768292682926829,0.768292682926829,FALSE,4,1.21951219512195,"Bowness, Rick",,"NYI","1997-98",82,"NYI",1997,1998,"New York Islanders"
"nhl",,1998,81,"NHL",,"campbco01c",82,57,0.695121951219512,0.695121951219512,FALSE,5,3.69512195121951,"Campbell, Colin",,"NYR","1997-98",82,"NYR",1995,1998,"New York Rangers"
"nhl",,1998,81,"NHL",,"cashmwa01c",82,61,0.74390243902439,0.74390243902439,TRUE,4,0.74390243902439,"Cashman, Wayne",,"PHI","1997-98",82,"PHI",1998,1998,"Philadelphia Flyers"
"nhl",,1998,81,"NHL",,"crispte01c",82,11,0.134146341463415,0.134146341463415,FALSE,3,5.13414634146341,"Crisp, Terry",,"TBL","1997-98",82,"TBL",1993,1998,"Tampa Bay Lightning"
"nhl",,1998,81,"NHL",,"paterri01c",82,6,0.0731707317073171,0.0731707317073171,TRUE,7,0.0731707317073171,"Paterson, Rick",,"TBL","1997-98",82,"TBL",1998,1998,"Tampa Bay Lightning"
"nhl",,1998,81,"NHL",,"murphmi01c",82,82,1,1,FALSE,26,2,"Murphy, Mike",,"TOR","1997-98",82,"TOR",1997,1998,"Toronto Maple Leafs"
"nhl",,1998,81,"NHL",,"renneto99c",82,19,0.231707317073171,0.231707317073171,FALSE,18,1.23170731707317,"Renney, Tom",,"VAN","1997-98",82,"VAN",1997,1998,"Vancouver Canucks"
"wnba","LAS",1998,,,"Julie Rousseau (7-13)","roussju99w",30,20,0.666666666666667,0.666666666666667,FALSE,11,1.27380952380952,,,,,30,"LAS",1997,1998,"Los Angeles Sparks"
"wnba","NYL",1998,,,"Nancy Darsch (18-12)","darscna99w",30,30,1,1,FALSE,4,2,,,,,30,"NYL",1997,1998,"New York Liberty"
"wnba","SAC",1998,,,"Heidi VanDerveer (8-22)","vandehe99w",30,30,1,1,FALSE,5,1.46428571428571,,,,,30,"SAC",1997,1998,"Sacramento Monarchs"
"wnba","SAS",1998,,,"Denise Taylor (6-13)","taylode99w",30,19,0.633333333333333,0.633333333333333,FALSE,11,1.63333333333333,,,,,30,"SAS",1997,1998,"Las Vegas Aces"
"wnba","WAS",1998,,,"Jim Lewis (2-16)","lewisji99w",30,18,0.6,0.6,TRUE,6,0.6,,,,,30,"WAS",1998,1998,"Washington Mystics"
"wnba","WAS",1998,,,"Cathy Parson (1-11)","parsoca99w",30,12,0.4,0.4,TRUE,8,0.4,,,,,30,"WAS",1998,1998,"Washington Mystics"
"cbbm","arkansas-little-rock",1999,21,"Sun Belt","Wimp Sanderson (12-15)","wimp-sanderson-1",27,27,1,1,FALSE,11,5,,,,,27,"arkansas-little-rock",1995,1999,"Little Rock"
"cbbm","baylor",1999,93,"Big 12","Harry Miller (6-24)","harry-miller-1",30,30,1,1,FALSE,11,5,,,,,30,"baylor",1995,1999,"Baylor"
"cbbm","brown",1999,93,"Ivy","Frank Dobbs (4-22)","frank-dobbs-1",26,26,1,1,FALSE,9,8,,,,,26,"brown",1992,1999,"Brown"
"cbbm","centenary-la",1999,40,"TAAC","Billy Kennedy (14-14)","billy-kennedy-1",28,28,1,1,FALSE,2,2,,,,,28,"centenary-la",1998,1999,"Centenary (LA) Gents"
"cbbm","delaware-state",1999,26,"MEAC","Jimmy DuBose (8-19)","jimmy-dubose-1",27,27,1,1,FALSE,8,2,,,,,27,"delaware-state",1998,1999,"Delaware State"
"cbbm","drexel",1999,29,"AEC","Bill Herrion (20-9)","bill-herrion-1",29,29,1,1,FALSE,1,8,,,,,29,"drexel",1992,1999,"Drexel"
"cbbm","east-carolina",1999,33,"CAA","Joe Dooley (13-14)","joe-dooley-1",27,27,1,1,FALSE,7,4,,,,,27,"east-carolina",1996,1999,"East Carolina"
"cbbm","florida-atlantic",1999,6,"TAAC","Kevin Billerman (6-20)","kevin-billerman-1",26,26,1,1,FALSE,2,4,,,,,26,"florida-atlantic",1996,1999,"Florida Atlantic"
"cbbm","fordham",1999,95,"A-10","Nick Macarchuk (12-15)","nick-macarchuk-1",27,27,1,1,FALSE,28,12,,,,,27,"fordham",1988,1999,"Fordham"
"cbbm","georgetown",1999,91,"Big East","John Thompson (7-6)","john-thompson-1",31,13,0.419354838709677,0.419354838709677,FALSE,16,26.4193548387097,,,,,31,"georgetown",1973,1999,"Georgetown"
"cbbm","georgia",1999,94,"SEC","Ron Jirsa (15-15)","ron-jirsa-1",30,30,1,1,FALSE,23,2,,,,,30,"georgia",1998,1999,"Georgia"
"cbbm","georgia-southern",1999,28,"Southern","Gregg Polinsky (11-17)","gregg-polinsky-1",28,28,1,1,FALSE,5,4,,,,,28,"georgia-southern",1996,1999,"Georgia Southern"
"cbbm","gonzaga",1999,48,"WCC","Dan Monson (28-7)","dan-monson-1",35,35,1,1,FALSE,5,2,,,,,35,"gonzaga",1998,1999,"Gonzaga"
"cbbm","grambling",1999,22,"SWAC","Lacey Reynolds (6-21)","lacey-reynolds-1",27,27,1,1,FALSE,5,4,,,,,27,"grambling",1996,1999,"Grambling"
"cbbm","holy-cross",1999,79,"Patriot","William Raynor (7-20)","william-raynor-1",27,27,1,1,FALSE,18,5,,,,,27,"holy-cross",1995,1999,"Holy Cross"
"cbbm","illinois-state",1999,40,"MVC","Kevin Stallings (16-15)","kevin-stallings-1",31,31,1,1,FALSE,9,6,,,,,31,"illinois-state",1994,1999,"Illinois State"
"cbbm","iowa",1999,102,"Big Ten","Tom Davis (20-10)","tom-davis-1",30,30,1,1,FALSE,25,13,,,,,30,"iowa",1987,1999,"Iowa"
"cbbm","lamar",1999,30,"Southland","Grey Giovanine (17-11)","grey-giovanine-1",28,28,1,1,FALSE,4,6,,,,,28,"lamar",1994,1999,"Lamar"
"cbbm","manhattan",1999,93,"MAAC","John Leonard (5-22)","john-leonard-1",27,27,1,1,FALSE,15,3,,,,,27,"manhattan",1997,1999,"Manhattan"
"cbbm","marquette",1999,82,"CUSA","Mike Deane (14-15)","mike-deane-1",29,29,1,1,FALSE,12,5,,,,,29,"marquette",1995,1999,"Marquette"
"cbbm","memphis",1999,44,"CUSA","Tic Price (13-15)","tic-price-1",28,28,1,1,FALSE,12,2,,,,,28,"memphis",1998,1999,"Memphis"
"cbbm","milwaukee",1999,16,"MW Coll","Ric Cobb (8-19)","ric-cobb-1",27,27,1,1,FALSE,8,4,,,,,27,"milwaukee",1996,1999,"Milwaukee"
"cbbm","minnesota",1999,104,"Big Ten","Clem Haskins (17-11)","clem-haskins-1",28,28,1,1,FALSE,5,13,,,,,28,"minnesota",1987,1999,"Minnesota"
"cbbm","missouri",1999,93,"Big 12","Norm Stewart (20-9)","norm-stewart-1",29,29,1,1,FALSE,20,32,,,,,29,"missouri",1968,1999,"Missouri"
"cbbm","missouri-state",1999,17,"MVC","Steve Alford (22-11)","steve-alford-1",33,33,1,1,FALSE,8,4,,,,,33,"missouri-state",1996,1999,"Missouri State"
"cbbm","nevada",1999,44,"Big West","Pat Foster (8-18)","pat-foster-1",26,26,1,1,FALSE,12,6,,,,,26,"nevada",1994,1999,"Nevada"
"cbbm","new-hampshire",1999,47,"AEC","Jeff Jackson (4-23)","jeff-jackson-2",27,27,1,1,FALSE,9,3,,,,,27,"new-hampshire",1997,1999,"New Hampshire"
"cbbm","new-mexico",1999,93,"WAC","Dave Bliss (25-9)","dave-bliss-1",34,34,1,1,FALSE,8,11,,,,,34,"new-mexico",1989,1999,"New Mexico"
"cbbm","norfolk-state",1999,2,"MEAC","Mel Coleman (15-12)","mel-coleman-1",27,27,1,1,TRUE,3,1,,,,,27,"norfolk-state",1999,1999,"Norfolk State"
"cbbm","north-carolina-at",1999,26,"MEAC","Roy Thomas (13-15)","roy-thomas-2",28,28,1,1,FALSE,9,5,,,,,28,"north-carolina-at",1995,1999,"North Carolina A&T"
"cbbm","north-carolina-greensboro",1999,8,"Southern","Randy Peele (7-20)","randy-peele-1",27,27,1,1,FALSE,5,4,,,,,27,"north-carolina-greensboro",1996,1999,"UNC Greensboro"
"cbbm","northern-arizona",1999,60,"Big Sky","Ben Howland (21-8)","ben-howland-1",29,29,1,1,FALSE,2,5,,,,,29,"northern-arizona",1995,1999,"Northern Arizona"
"cbbm","northwestern-state",1999,23,"Southland","J.D. Barnett (11-15)","jd-barnett-1",26,26,1,1,FALSE,4,5,,,,,26,"northwestern-state",1995,1999,"Northwestern State"
"cbbm","notre-dame",1999,95,"Big East","John MacLeod (14-16)","john-macleod-1",30,30,1,1,FALSE,12,8,,,,,30,"notre-dame",1992,1999,"Notre Dame"
"cbbm","oral-roberts",1999,24,"Mid-Cont","Barry Hinson (17-11)","barry-hinson-1",28,28,1,1,FALSE,1,2,,,,,28,"oral-roberts",1998,1999,"Oral Roberts"
"cbbm","pepperdine",1999,45,"WCC","Lorenzo Romar (19-13)","lorenzo-romar-1",32,32,1,1,FALSE,7,3,,,,,32,"pepperdine",1997,1999,"Pepperdine"
"cbbm","pittsburgh",1999,92,"Big East","Ralph Willard (14-16)","ralph-willard-1",30,30,1,1,FALSE,12,5,,,,,30,"pittsburgh",1995,1999,"Pittsburgh"
"cbbm","rhode-island",1999,93,"A-10","Jim Harrick (20-13)","jim-harrick-1",33,33,1,1,FALSE,17,2,,,,,33,"rhode-island",1998,1999,"Rhode Island"
"cbbm","saint-francis-pa",1999,44,"NEC","Tom McConnell (9-17)","tom-mcconnell-1",26,26,1,1,FALSE,12,7,,,,,26,"saint-francis-pa",1993,1999,"Saint Francis (PA)"
"cbbm","saint-louis",1999,83,"CUSA","Charles Spoonhour (15-16)","charles-spoonhour-1",31,31,1,1,FALSE,5,7,,,,,31,"saint-louis",1993,1999,"Saint Louis"
"cbbm","san-diego-state",1999,29,"WAC","Fred Trenkle (4-22)","fred-trenkle-1",26,26,1,1,FALSE,3,5,,,,,26,"san-diego-state",1995,1999,"San Diego State"
"cbbm","san-jose-state",1999,49,"WAC","Phil Johnson (12-16)","phil-johnson-1",28,28,1,1,TRUE,7,1,,,,,28,"san-jose-state",1999,1999,"San Jose State"
"cbbm","southeastern-louisiana",1999,18,"Southland","John Lyles (6-20)","john-lyles-1",26,26,1,1,FALSE,6,5,,,,,26,"southeastern-louisiana",1995,1999,"Southeastern Louisiana"
"cbbm","tennessee-martin",1999,7,"OVC","Cal Luther (8-18)","cal-luther-1",26,26,1,1,FALSE,3,7,,,,,26,"tennessee-martin",1993,1999,"Tennessee-Martin"
"cbbm","texas-el-paso",1999,71,"WAC","Don Haskins (16-12)","don-haskins-1",28,28,1,1,FALSE,6,38,,,,,28,"texas-el-paso",1962,1999,"UTEP"
"cbbm","texas-pan-american",1999,31,"Ind","Delray Brooks (5-22)","delray-brooks-1",27,27,1,1,FALSE,5,2,,,,,27,"texas-pan-american",1998,1999,"Texas-Rio Grande Valley"
"cbbm","vanderbilt",1999,97,"SEC","Jan Van Breda Kolff (14-15)","jan-van-breda-kolff-1",29,29,1,1,FALSE,11,6,,,,,29,"vanderbilt",1994,1999,"Vanderbilt"
"cbbm","virginia-tech",1999,91,"A-10","Bobby Hussey (13-15)","bobby-hussey-1",28,28,1,1,FALSE,3,2,,,,,28,"virginia-tech",1998,1999,"Virginia Tech"
"cbbm","wagner",1999,27,"NEC","Tim Capstraw (9-18)","tim-capstraw-1",27,27,1,1,FALSE,9,10,,,,,27,"wagner",1990,1999,"Wagner"
"cbbm","washington-state",1999,98,"Pac-10","Kevin Eastman (10-19)","kevin-eastman-1",29,29,1,1,FALSE,14,5,,,,,29,"washington-state",1995,1999,"Washington State"
"cbbm","weber-state",1999,36,"Big Sky","Ron Abegglen (25-8)","ron-abegglen-1",33,33,1,1,FALSE,10,8,,,,,33,"weber-state",1992,1999,"Weber State"
"cbbm","yale",1999,104,"Ivy","Dick Kuchen (4-22)","dick-kuchen-1",26,26,1,1,FALSE,3,13,,,,,26,"yale",1987,1999,"Yale"
"cbbm","youngstown-state",1999,19,"Mid-Cont","Dan Peters (14-14)","dan-peters-1",28,28,1,1,FALSE,1,6,,,,,28,"youngstown-state",1994,1999,"Youngstown State"
"cfb","army",1999,106,"CUSA",,"bob-sutton-1",11,11,1,1,FALSE,2,9,"Sutton, Bob",,,,11,"army",1991,1999,"Army"
"cfb","central-michigan",1999,25,"MAC",,"dick-flynn-1",11,11,1,1,FALSE,4,6,"Flynn, Dick",,,,11,"central-michigan",1994,1999,"Central Michigan"
"cfb","eastern-michigan",1999,25,"MAC",,"rick-rasnick-1",11,11,1,1,FALSE,10,5,"Rasnick, Rick",,,,11,"eastern-michigan",1995,1999,"Eastern Michigan"
"cfb","houston",1999,51,"CUSA",,"kim-helton-1",11,11,1,1,FALSE,13,7,"Helton, Kim",,,,11,"houston",1993,1999,"Houston"
"cfb","idaho",1999,57,"Big West",,"chris-tormey-1",11,11,1,1,FALSE,4,4,"Tormey, Chris",,,,11,"idaho",1996,1999,"Idaho"
"cfb","louisiana-state",1999,95,"SEC",,"gerry-dinardo-1",11,10,0.909090909090909,0.909090909090909,FALSE,12,4.90909090909091,"DiNardo, Gerry",,,,11,"louisiana-state",1995,1999,"LSU"
"cfb","louisiana-state",1999,95,"SEC",,"hal-hunter-1",11,1,0.0909090909090909,0.0909090909090909,TRUE,13,0.0909090909090909,"Hunter, Hal",,,,11,"louisiana-state",1999,1999,"LSU"
"cfb","michigan-state",1999,75,"Big Ten",,"nick-saban-1",12,11,0.916666666666667,0.916666666666667,FALSE,17,4.91666666666667,"Saban, Nick",,,,12,"michigan-state",1995,1999,"Michigan State"
"cfb","nevada",1999,13,"Big West",,"jeff-tisdel-1",11,11,1,1,FALSE,8,4,"Tisdel, Jeff",,,,11,"nevada",1996,1999,"Nevada"
"cfb","north-carolina-state",1999,94,"ACC",,"mike-ocain-1",12,12,1,1,FALSE,21,7,"O'Cain, Mike",,,,12,"north-carolina-state",1993,1999,"North Carolina State"
"cfb","texas-el-paso",1999,62,"WAC",,"charlie-bailey-1",12,12,1,1,FALSE,7,6.41666666666667,"Bailey, Charlie",,,,12,"texas-el-paso",1993,1999,"UTEP"
"cfb","texas-tech",1999,68,"Big 12",,"spike-dykes-1",11,11,1,1,FALSE,16,13.0833333333333,"Dykes, Spike",,,,11,"texas-tech",1986,1999,"Texas Tech"
"cfb","tulsa",1999,68,"WAC",,"david-rader-1",11,11,1,1,FALSE,5,12,"Rader, David",,,,11,"tulsa",1988,1999,"Tulsa"
"cfb","utah-state",1999,85,"Big West",,"dave-arslanian-1",11,11,1,1,FALSE,8,2,"Arslanian, Dave",,,,11,"utah-state",1998,1999,"Utah State"
"cfb","wyoming",1999,88,"MWC",,"dana-dimel-1",11,11,1,1,FALSE,7,3,"Dimel, Dana",,,,11,"wyoming",1997,1999,"Wyoming"
"epl","ENG_Blackburn-Rovers_e090f40b",1999,,"1. Premier League","Brian Kidd","Brian Kidd",38,23,0.605263157894737,0.605263157894737,TRUE,1,0.605263157894737,,,,,38,"ENG_Blackburn-Rovers_e090f40b",1999,1999,"Blackburn Rovers"
"epl","ENG_Blackburn-Rovers_e090f40b",1999,,"1. Premier League","Roy Hodgson","Roy Hodgson",38,14,0.368421052631579,0.368421052631579,FALSE,14,1.36842105263158,,,,,38,"ENG_Blackburn-Rovers_e090f40b",1998,1999,"Blackburn Rovers"
"epl","ENG_Blackburn-Rovers_e090f40b",1999,,"1. Premier League","Tony Parkes","Tony Parkes",38,1,0.0263157894736842,0.0263157894736842,TRUE,20,0.0263157894736842,,,,,38,"ENG_Blackburn-Rovers_e090f40b",1999,1999,"Blackburn Rovers"
"epl","ENG_Charlton-Athletic_7a8db6d4",1999,,"1. Premier League","Alan Curbishley","Alan Curbishley",38,38,1,1,FALSE,1,8,,,,,38,"ENG_Charlton-Athletic_7a8db6d4",1999,1999,"Charlton Athletic"
"epl","ENG_Leeds-United_5bfb9659",1999,,"1. Premier League","George Graham","George Graham",38,7,0.184210526315789,0.184210526315789,FALSE,10,2.05263157894737,,,,,38,"ENG_Leeds-United_5bfb9659",1997,1999,"Leeds United"
"epl","ENG_Liverpool_822bd0ba",1999,,"1. Premier League","Roy Evans","Roy Evans",38,12,0.31578947368421,0.157894736842105,FALSE,9,4.69674185463659,,,,,38,"ENG_Liverpool_822bd0ba",1994,1999,"Liverpool"
"epl","ENG_Newcastle-United_b2b47a98",1999,,"1. Premier League","Kenny Dalglish","Kenny Dalglish",38,2,0.0526315789473684,0.0526315789473684,FALSE,12,1.47368421052632,,,,,38,"ENG_Newcastle-United_b2b47a98",1997,1999,"Newcastle United"
"epl","ENG_Nottingham-Forest_e4a775cb",1999,,"1. Premier League","Dave Bassett","Dave Bassett",38,20,0.526315789473684,0.526315789473684,FALSE,4,1.52631578947368,,,,,38,"ENG_Nottingham-Forest_e4a775cb",1999,1999,"Nottingham Forest"
"epl","ENG_Nottingham-Forest_e4a775cb",1999,,"1. Premier League","Micky Adams","Micky Adams",38,1,0.0263157894736842,0.0263157894736842,TRUE,6,0.0263157894736842,,,,,38,"ENG_Nottingham-Forest_e4a775cb",1999,1999,"Nottingham Forest"
"epl","ENG_Nottingham-Forest_e4a775cb",1999,,"1. Premier League","Ron Atkinson","Ron Atkinson",38,17,0.447368421052632,0.447368421052632,TRUE,7,0.447368421052632,,,,,38,"ENG_Nottingham-Forest_e4a775cb",1999,1999,"Nottingham Forest"
"epl","ENG_Tottenham-Hotspur_361ca564",1999,,"1. Premier League","Christian Gross","Christian Gross",38,3,0.0789473684210526,0.0789473684210526,FALSE,4,0.68421052631579,,,,,38,"ENG_Tottenham-Hotspur_361ca564",1998,1999,"Tottenham Hotspur"
"epl","ENG_Tottenham-Hotspur_361ca564",1999,,"1. Premier League","David Pleat","David Pleat",38,5,0.131578947368421,0.131578947368421,TRUE,7,0.131578947368421,,,,,38,"ENG_Tottenham-Hotspur_361ca564",1999,1999,"Tottenham Hotspur"
"epl","ENG_Wimbledon_3679c494",1999,,"1. Premier League","Joe Kinnear","Joe Kinnear",38,38,1,1,FALSE,2,7.4047619047619,,,,,38,"ENG_Wimbledon_3679c494",1993,1999,"Wimbledon"
"mlb","ANA",1999,,"AL West",,"collite99",162,133,0.820987654320988,0.820987654320988,FALSE,2,2.82098765432099,"Terry Collins",162,,,162,"ANA",1997,1999,"Los Angeles Angels"
"mlb","ANA",1999,,"AL West",,"maddojo99",162,29,0.179012345679012,0.179012345679012,TRUE,8,0.179012345679012,"Joe Maddon",162,,,162,"ANA",1999,1999,"Los Angeles Angels"
"mlb","BAL",1999,,"AL East",,"millera99",162,162,1,1,FALSE,26,2,"Ray Miller",162,,,162,"BAL",1998,1999,"Baltimore Orioles"
"mlb","CHC",1999,,"NL Central",,"rigglji99",162,162,1,1,FALSE,50,5,"Jim Riggleman",162,,,162,"CHC",1995,1999,"Chicago Cubs"
"mlb","CLE",1999,,"AL Central",,"hargrmi01",162,162,1,1,FALSE,23,8.52469135802469,"Mike Hargrove",162,,,162,"CLE",1991,1999,"Cleveland Guardians"
"mlb","COL",1999,,"NL West",,"leylaji99",162,162,1,1,TRUE,5,1,"Jim Leyland",162,,,162,"COL",1999,1999,"Colorado Rockies"
"mlb","DET",1999,,"AL Central",,"parrila01",161,161,1,1,FALSE,31,1.15432098765432,"Larry Parrish",161,,,161,"DET",1998,1999,"Detroit Tigers"
"mlb","HOU",1999,,"NL Central",,"galanma99",162,27,0.166666666666667,0.166666666666667,TRUE,9,0.166666666666667,"Matt Galante",162,,,162,"HOU",1999,1999,"Houston Astros"
"mlb","MIL",1999,,"NL Central",,"garneph01",161,112,0.695652173913043,0.695652173913043,FALSE,6,7.69565217391304,"Phil Garner",161,,,161,"MIL",1992,1999,"Milwaukee Brewers"
"mlb","MIL",1999,,"NL Central",,"lefebji01",161,49,0.304347826086957,0.304347826086957,TRUE,11,0.304347826086957,"Jim Lefebvre",161,,,161,"MIL",1999,1999,"Milwaukee Brewers"
"nba",,1999,,"NBA",,"cowenda01c",50,15,0.3,0.3,FALSE,3,2.3,"Cowens, Dave",,"CHA","1998-99",50,"CHA",1997,1999,"Charlotte Hornets"
"nba",,1999,,"NBA",,"fratemi99c",50,50,1,1,FALSE,11,6,"Fratello, Mike",,"CLE","1998-99",50,"CLE",1994,1999,"Cleveland Cavaliers"
"nba",,1999,,"NBA",,"dantomi01c",50,50,1,1,TRUE,8,1,"D'Antoni, Mike",,"DEN","1998-99",50,"DEN",1999,1999,"Denver Nuggets"
"nba",,1999,,"NBA",,"bertkbi99c",50,1,0.02,0.02,TRUE,2,0.02,"Bertka, Bill",,"LAL","1998-99",50,"LAL",1999,1999,"Los Angeles Lakers"
"nba",,1999,,"NBA",,"harride99c",50,12,0.24,0.24,FALSE,10,4.24,"Harris, Del",,"LAL","1998-99",50,"LAL",1995,1999,"Los Angeles Lakers"
"nba",,1999,,"NBA",,"rambiku01c",50,37,0.74,0.74,TRUE,20,0.74,"Rambis, Kurt",,"LAL","1998-99",50,"LAL",1999,1999,"Los Angeles Lakers"
"nba",,1999,,"NBA",,"calipjo99c",50,20,0.4,0.4,FALSE,8,2.4,"Calipari, John",,"NJN","1998-99",50,"NJN",1997,1999,"Brooklyn Nets"
"nba",,1999,,"NBA",,"dalych99c",50,50,1,1,FALSE,4,2,"Daly, Chuck",,"ORL","1998-99",50,"ORL",1998,1999,"Orlando Magic"
